name,price,image,airflow,color,noise_level,pwm,rpm,size,rating
Raidmax RX-120SR-GY,,https://cdna.pcpartpicker.com/static/forever/images/product/0cd80f779bb56c7699e5ccfb8beea0a4.med.256p.jpg,38 CFM,Black / Gray,22 dB,No,1200 RPM,120 mm,0
Rosewill RABF-131209,,,59.8 CFM,Black,37 dB,No,2000 RPM,120 mm,0
Rosewill RABF-131409,,,55.4 CFM,Black,22 dB,No,,140 mm,0
Rosewill RABL-131209B,,,59.8 CFM,Black,36 dB,No,2000 RPM,120 mm,5
Rosewill RABL-131209R,,,59.8 CFM,Black,36 dB,No,2000 RPM,120 mm,5
Rosewill RFBL-131411B,,,48.7 CFM,Clear,23 dB,No,1200 RPM,140 mm,0
Rosewill RFBL-131411R,,,48.7 CFM,Clear,23 dB,No,1200 RPM,140 mm,0
Rosewill RFTL-131209B,,,59.8 CFM,Clear,36 dB,No,2000 RPM,120 mm,4
Rosewill RFTL-131209R,,,59.8 CFM,Clear,36 dB,No,2000 RPM,120 mm,3
Rosewill RFTL-131409B,,,55.4 CFM,Clear,21 dB,No,,140 mm,4
Rosewill RNBL-131409B,,,55.4 CFM,Black,21 dB,No,,140 mm,0
Rosewill RNBL-131409R,,,55.4 CFM,Black,21 dB,No,,140 mm,0
Zalman F1,,,,Black / Clear,18 - 23 dB,No,1400 - 2000 RPM,80 mm,0
Zalman F2 Plus,,https://cdna.pcpartpicker.com/static/forever/images/product/f50229c96b9a46910c98a79bad78d7e9.256p.jpg,,Black,20 - 23 dB,No,1500 RPM,92 mm,0
Logisys CF120GN,,,69.15 CFM,Transparent,39.29 dB,No,1800 - 2000 RPM,120 mm,5
Rosewill RFTL-131411R,,,48.7 CFM,Transparent,23 dB,No,1200 RPM,140 mm,0
Rosewill ROCF-13002,,,38.2 CFM,Transparent,22 dB,No,1200 RPM,120 mm,4
LEPA LP-BOL12P-BL,,,81.45 CFM,Black,8 - 18 dB,Yes,600 - 1600 RPM,120 mm,4.5
LEPA LP-BOL12P-R,,,81.45 CFM,Black,8 - 18 dB,Yes,600 - 1600 RPM,120 mm,4.5
LEPA LP-BOL12R,,,81.45 CFM,Black,18 dB,No,1600 RPM,120 mm,4
Deepcool GF 140,,https://cdna.pcpartpicker.com/static/forever/images/product/3b855f6ddde6bcc0f981d247c046a6e8.256p.jpg,71.8 CFM,Black / Green,17.6 - 26.7 dB,Yes,1200 RPM,140 mm,0
Deepcool GS,,,61.93 CFM,Gray / White,18.2 - 31.4 dB,Yes,1800 RPM,120 mm,3.5
Masscool BLD-12025V1G,,,60 CFM,Black,23.5 dB,No,1500 RPM,120 mm,0
Insignia NS-PCF1250,,,44 CFM,Black,22.5 dB,No,1200 RPM,120 mm,4.5
Insignia NS-PCF8050,,,23.96 CFM,Black,22.3 dB,No,2000 RPM,80 mm,5
Phanteks F120XP,,,23 - 61.6 CFM,Black / White,21 - 27 dB,Yes,500 - 1500 RPM,120 mm,5
Antec LED80XFAN,,,34 CFM,Transparent,30 dB,No,2600 RPM,80 mm,0
CRYORIG QF120 Balance,,https://cdna.pcpartpicker.com/static/forever/images/product/087f1f9383f50b7162c2bfb0200d9e77.256p.jpg,49 CFM,Black / White,10 - 25 dB,Yes,330 - 1600 RPM,120 mm,4.5
Enermax Twister Storm,,https://cdna.pcpartpicker.com/static/forever/images/product/06e0eae986a30727149251c03fc9a620.256p.jpg,72.46 - 154.53 CFM,Black,23 - 38 dB,No,1500 - 3500 RPM,120 mm,0
Deepcool GF,,,79.81 CFM,Black,17.6 - 32.5 dB,Yes,500 - 1800 RPM,120 mm,5
Rosewill RASF-141213,,https://cdna.pcpartpicker.com/static/forever/images/product/59a3f4021e72c04874407b16bd60de27.256p.jpg,54.55 CFM,Black,11 - 30.32 dB,Yes,1600 RPM,120 mm,5
Rosewill RAWB-131456,,,82 CFM,Brown / Black,13 - 21.5 dB,Yes,500 - 1200 RPM,140 mm,0
Rosewill RAWP-141209,,,64.75 CFM,Brown / Black,10 - 21.5 dB,Yes,500 - 1500 RPM,120 mm,0
Yate Loon D12SL-12,,,36.86 CFM,Black / White,18 dB,No,1000 RPM,120 mm,0
Akasa AK-170CC-4RAS,,,32.37 CFM,Clear,23.5 dB,No,2500 RPM,80 mm,0
Akasa AK-274CC-4RAS,12.25,,38.4 CFM,Clear,17.5 dB,No,1200 RPM,120 mm,0
Aerocool Streamliner,,https://cdna.pcpartpicker.com/static/forever/images/product/22f0dd7c4b093abf6198b38741e9aff7.256p.jpg,54.7 CFM,Silver,17 - 19.6 dB,No,1000 RPM,140 mm,0
Fractal Design Venturi HP-12,,https://cdna.pcpartpicker.com/static/forever/images/product/c5d1df8062886320a7a6d6f7708b067b.256p.jpg,61.4 CFM,Black,31.7 dB,Yes,1800 RPM,120 mm,4.5
Rosewill RAWP-141411,,,60.23 - 82 CFM,Brown / Black,14.5 - 21.5 dB,No,900 - 1200 RPM,140 mm,0
Rosewill RAWR-141209,,,45.25 - 64.75 CFM,Brown / Black,18 - 25 dB,No,1000 - 1500 RPM,120 mm,0
EK Vardar F1,,https://cdna.pcpartpicker.com/static/forever/images/product/387f202c2b071d4d268127551105b849.256p.jpg,64 CFM,Black / Gray,26 dB,Yes,1150 RPM,140 mm,0
EK Vardar F2,,https://cdna.pcpartpicker.com/static/forever/images/product/07a0e947238750c67d33c8aad17f3793.256p.jpg,52 CFM,Black / Gray,25.6 dB,Yes,1450 RPM,120 mm,5
EK Vardar F4,,,77 CFM,Black / Gray,33.5 dB,Yes,2200 RPM,120 mm,5
EK Furious Vardar FF5,,,107 CFM,Black,42 dB,Yes,3000 RPM,120 mm,4.5
Evercool FAN-EC8015M05CA,,https://cdna.pcpartpicker.com/static/forever/images/product/27f9e5200a9e204d3dac84e86335fcc2.256p.jpg,12.66 - 29.58 CFM,Black,34 dB,No,3500 RPM,80 mm,0
Evercool FAN-EC8025M05CA,,https://cdna.pcpartpicker.com/static/forever/images/product/99e4870ba6beb837ea3f452c377492ff.256p.jpg,12.66 - 29.58 CFM,Black,34 dB,No,2500 RPM,80 mm,0
Evercool EC12025M12S,,,72.94 CFM,Black,36 dB,No,2000 RPM,120 mm,0
Kingwin CFGN-012LB,,,40 CFM,Clear,19 dB,No,950 RPM,120 mm,0
Kingwin CFMC-012LB,,,40 CFM,Clear,19 dB,No,950 RPM,120 mm,0
Kingwin CFW-012LB,,,40 CFM,Clear,19 dB,No,950 RPM,120 mm,5
Rosewill RFA120L-B,,,77.26 CFM,Blue,35.47 dB,No,2000 RPM,120 mm,0
Thermaltake Luna Slim,,,27.53 CFM,Black / Red,24 dB,No,1400 RPM,120 mm,0
Kingwin CFBL-08LB,,,30 CFM,Transparent,25 dB,No,1700 RPM,80 mm,4
Evercool FAN-EC1225M12CA,,https://cdna.pcpartpicker.com/static/forever/images/product/2b8a0861834a6b962fdff6d4a483e9cb.256p.jpg,72.94 CFM,Black,36 dB,No,2000 RPM,120 mm,0
Kingwin CFBL-020LB,,,31.21 CFM,White,19.87 dB,No,800 RPM,200 mm,0
NZXT FX V2,,,42.4 - 106.1 CFM,Black / White,20 - 37 dB,No,800 - 2000 RPM,140 mm,0
ARCTIC F9 Rev. 2,4.42,https://cdna.pcpartpicker.com/static/forever/images/product/9105b8668b52c0ea64beec115567b8c9.256p.jpg,43 CFM,White / Black,,Yes,550 - 1800 RPM,92 mm,5
Coolink SWiF2-92P,,,,Black / Yellow,11.5 dB,Yes,1100 RPM,92 mm,0
Cougar CFD 4-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c2ce1f2c2a4934aa009df7dbc7632043.256p.jpg,64.5 CFM,Orange,17.89 dB,No,1000 RPM,140 mm,0
Evercool FAN-ALED12025B2,,https://cdna.pcpartpicker.com/static/forever/images/product/31cbb0f1f3ca0876ec93c2fb79a22b81.256p.jpg,79.2 CFM,Silver,34 dB,No,2200 RPM,120 mm,0
Evercool FAN-EC8020M12CA,,https://cdna.pcpartpicker.com/static/forever/images/product/ecdf8c6437428625fb08d3d5b546b8b6.256p.jpg,29.18 CFM,Black,26 dB,No,2500 RPM,80 mm,0
EK Vardar F3-140ER,,https://cdna.pcpartpicker.com/static/forever/images/product/7b3b3294a87ee35ed9516919fa626786.256p.jpg,108 CFM,Black,40.7 dB,Yes,2000 RPM,140 mm,0
EK Furious Vardar FF4,,,144 CFM,Black,48.4 dB,Yes,2500 RPM,140 mm,5
VIVO FAN-V120B,,,43.2 CFM,Blue,19.8 dB,No,1200 RPM,120 mm,0
Apevia U 2-Pack,,,63.85 CFM,Orange,29.67 dB,No,1700 RPM,120 mm,4
Apevia S 2-Pack,,,50.28 CFM,Black / Orange,21.1 dB,No,1500 RPM,120 mm,0
Apevia U 3-Pack,,,63.85 CFM,Orange,29.67 dB,No,1700 RPM,120 mm,5
Apevia U 5-Pack,,,63.85 CFM,Orange,29.67 dB,No,1700 RPM,120 mm,0
Apevia CF12SL-SOG,,,50.28 CFM,Black / Orange,21.1 dB,No,1500 RPM,120 mm,4
Reeven Coldwing,,https://cdna.pcpartpicker.com/static/forever/images/product/8261de34fc50c9d1ba2bad1a0627abb0.256p.jpg,43 CFM,Yellow / Black,14.5 dB,No,800 RPM,120 mm,0
Reeven Euros,,https://cdna.pcpartpicker.com/static/forever/images/product/8592da9b18fa1830602cac1822f4d640.256p.jpg,46.4 CFM,Black,22.3 dB,No,1200 RPM,120 mm,0
RIOTORO Prism 2-Pack,,,47 CFM,Clear,26.5 dB,No,1500 RPM,120 mm,0
Anidees AI Halo,,,39.7 CFM,Black,24.7 dB,No,1200 RPM,120 mm,3.5
Rosewill RWCB-1612,,,63.1 CFM,Black / Blue,6.9 - 26.2 dB,Yes,500 - 1500 RPM,120 mm,4.5
Rosewill RWCR-1612,,,63.1 CFM,Black / Red,6.9 - 26.2 dB,Yes,500 - 1500 RPM,120 mm,4.5
RIOTORO Cross-X Classic,6.99,https://cdna.pcpartpicker.com/static/forever/images/product/11413d782244bd84e0d698db6b9ba797.256p.jpg,47 CFM,Black,26.5 dB,No,1500 RPM,120 mm,0
LC-Power LC-CF-120-PRO,,,27.6 - 68.4 CFM,Translucent Black,14.6 - 60.8 dB,Yes,500 - 1200 RPM,120 mm,5
HBT+ AXE,,,40 - 70 CFM,Black / White,23 dB,Yes,600 - 1200 RPM,140 mm,0
Anidees AI Prismatic 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/5cb4b319ea0e9c08c8b1c95d60eb55a1.256p.jpg,39.7 CFM,Black,24.7 dB,No,1200 RPM,120 mm,0
ARCTIC F14 PST CO,,https://cdna.pcpartpicker.com/static/forever/images/product/2f7a84cd5544440cac7480822b957324.256p.jpg,74 CFM,Gray,22.5 dB,Yes,600 - 1350 RPM,140 mm,4.5
Apevia C,,,57.67 CFM,Black / Red,24.7 dB,No,1500 RPM,120 mm,0
EK Furious Vardar EVO,,https://cdna.pcpartpicker.com/static/forever/images/product/491efece42e40e6bf979bc1af285eccb.256p.jpg,107 CFM,Black,42 dB,Yes,3000 RPM,120 mm,4.5
In Win MARS,,https://cdna.pcpartpicker.com/static/forever/images/product/84776e660a34a6cc480cf2ceb9f2f1f3.256p.jpg,38.73 CFM,Black / Red,25 dB,Yes,600 - 1400 RPM,120 mm,0
ID-COOLING SF-12025-RGB 3-Pack,,,74.5 CFM,Black / Transparent,18 - 35.2 dB,Yes,700 - 1800 RPM,120 mm,1
Deepcool MF 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/9d16d19defea306048c63852be0fd2f1.256p.jpg,56 CFM,Black,37.9 dB,Yes,500 - 2200 RPM,120 mm,5
Lian Li Bora 3-Pack,,,57.2 CFM,Black / White,,Yes,800 - 2050 RPM,120 mm,5
Apevia 312L-DMC 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/6d574511909a450487fdbf127b4f70f1.256p.jpg,57.67 CFM,Black / Multicolor,24.7 dB,No,1500 RPM,120 mm,0
Apevia 512L-DMC 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/a0f23a0dbe53f1311f58378f5e6cd75b.256p.jpg,57.67 CFM,Black / Multicolor,24.7 dB,No,1500 RPM,120 mm,0
Apevia AF312L-SMC 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/f264096d3810e5c5b9d1a0b7f5d02b71.256p.jpg,57.67 CFM,Black / Multicolor,24.7 dB,No,1500 RPM,120 mm,0
Apevia AF512L-SMC 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/66436d455b479cf7528ab8c9b057b21b.256p.jpg,57.67 CFM,Black / Multicolor,24.7 dB,No,1500 RPM,120 mm,0
Aerocool Aluminum-Quadro,,https://cdna.pcpartpicker.com/static/forever/images/product/861f0fc65393af33718289bf50dce7e4.256p.jpg,21.5 CFM,Silver,20.3 dB,No,2000 RPM,80 mm,0
Aerocool Centaurus I,,https://cdna.pcpartpicker.com/static/forever/images/product/9bae9b85ff3477408e6df1326544fa12.256p.jpg,26.8 CFM,Silver,21.6 dB,No,2000 RPM,80 mm,0
Aerocool Centaurus III,,https://cdna.pcpartpicker.com/static/forever/images/product/8ec0170a71d60904552272a042d2c3cc.256p.jpg,26.8 CFM,Black,21.6 dB,No,2000 RPM,80 mm,0
Evercool F-EC1238A1HBT-7,,https://cdna.pcpartpicker.com/static/forever/images/product/ffbc576182582d35e9b0f71bd18bdf63.256p.jpg,114 - 123 CFM,Black,40 - 45 dB,No,2550 - 2750 RPM,120 mm,0
Evercool CL8035/LD3,,https://cdna.pcpartpicker.com/static/forever/images/product/eeea303cca873be92160d857ea638190.256p.jpg,23 CFM,White,26 dB,No,2300 RPM,80 mm,0
Evercool RSF-14,9.99,,,Black / Red,22 dB,No,1200 RPM,140 mm,0
Aerocool TURBINE 3000,,https://cdna.pcpartpicker.com/static/forever/images/product/ec10b0471e3793b9f3be34d769f2b54b.256p.jpg,37.44 CFM,Blue,19.66 dB,No,950 RPM,120 mm,0
Enermax D.F. VEGAS 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/03d5fdd3d4d5d266d13738fc3405c787.256p.jpg,33.21 - 61.92 CFM,Black / Blue,16 - 22 dB,Yes,800 - 1500 RPM,120 mm,0
Enermax D.F. Vegas Duo 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/a27946beca52574f8fcb15d05148027b.256p.jpg,33.21 - 61.92 CFM,Black,16 - 22 dB,Yes,800 - 1500 RPM,120 mm,0
Aerocool X-Static,,https://cdna.pcpartpicker.com/static/forever/images/product/0eb346e282db178b208a84b07e0deb9f.256p.jpg,22.9 CFM,Black / Clear,21.8 dB,No,2000 RPM,80 mm,0
Enermax T.B. Silence Adv,,,63.89 CFM,Black,7 - 15.8 dB,Yes,300 - 1500 RPM,120 mm,0
Azza Hurricane 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/e9da064be102230f69527c6ed679d5ef.256p.jpg,56.12 CFM,Black,33.8 dB,Yes,1200 RPM,120 mm,0
Azza Hurricane 6-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/467a387873410b5672269a972a0f5a2f.256p.jpg,56.12 CFM,Black,29.8 dB,Yes,800 - 1800 RPM,120 mm,0
Azza Hurricane,,https://cdna.pcpartpicker.com/static/forever/images/product/15a85b31ea9555424e9e6bb3325aaf86.256p.jpg,47 CFM,Black,28.7 dB,No,1500 RPM,120 mm,0
Rosewill RGBF-17002 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/aaead0fb78d20f77dabb29b61f575c98.256p.jpg,41.9 CFM,Clear,23.2 dB,No,1200 RPM,120 mm,0
Rosewill RGBF-17003,,https://cdna.pcpartpicker.com/static/forever/images/product/ee906605712b4203e0a64bcb6e726341.256p.jpg,41.9 CFM,Clear,23.2 dB,No,1200 RPM,120 mm,3
Enermax T.B. RGB 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c097fc0544dcb387aba6363be2bcce10.256p.jpg,56.89 CFM,Black,21 dB,Yes,500 - 1200 RPM,140 mm,0
Aerocool Dark Force,,https://cdna.pcpartpicker.com/static/forever/images/product/22d50a622762bb6d053a452ec3bbd95a.256p.jpg,48 CFM,Black,22 dB,No,1200 RPM,140 mm,0
Antec Prizm 2+C 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/195cf21023fe48c4afbf3a5ea866803d.256p.jpg,65.03 CFM,Black,32 dB,Yes,1700 RPM,140 mm,5
In Win CROWN AC120 2-Pack,,,53.08 CFM,Black / Clear,14.7 - 28.3 dB,Yes,500 - 1600 RPM,120 mm,4
In Win CROWN AC140 2-Pack,,,69.03 CFM,Black / Clear,18.1 - 32.5 dB,Yes,500 - 1500 RPM,140 mm,0
Anidees AI-FAN 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/a98b644ce82fa01b6ce81f98e1db50b9.256p.jpg,52.1 CFM,Clear,23.9 dB,No,1200 RPM,140 mm,0
Corsair AF140L,,https://cdna.pcpartpicker.com/static/forever/images/product/4a8a85de9ee1548e1afc1021cc16cbe9.256p.jpg,67.43 CFM,Black / Gray,,No,1000 RPM,140 mm,4.5
CRYORIG QF120 Silent,,,44 CFM,Black / White,5 - 19 dB,Yes,200 - 1000 RPM,120 mm,0
CRYORIG QF120 Performance,,,83 CFM,Black / White,13 - 37 dB,Yes,600 - 2200 RPM,120 mm,0
Anidees AI Tesseract 3-Pack,,,30.54 CFM,Black,19 dB,Yes,600 - 1200 RPM,120 mm,0
GameMax Cyclone RGB,,,36 CFM,Black,25 dB,No,1100 RPM,120 mm,4
GameMax Eclipse RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/97e8a987003b5d6f763c04935b089ba7.256p.jpg,43.2 CFM,Black / White,25.88 dB,No,1300 RPM,120 mm,2
GameMax Mirage RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/44424704772736dcba18ff5b63fdd122.256p.jpg,36 CFM,Black,25 dB,No,1100 RPM,120 mm,0
GameMax Mirage White Fins,,https://cdna.pcpartpicker.com/static/forever/images/product/4123f77e66bef792dca631ff95c174a1.256p.jpg,36 CFM,Black / White,25 dB,No,1100 RPM,120 mm,0
GameMax Storm Force RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/045086be18a5c40a56f2e243965263b4.256p.jpg,41.4 CFM,Black / White,21 dB,No,1300 RPM,120 mm,0
GameMax Razor ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/4d61368dd1872aff40ec534d73083078.256p.jpg,60 CFM,Black,26 dB,No,1200 RPM,120 mm,0
Cooler Master MasterFan MFR RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/5a1bf2217e30eceb6904ae808fe2fbef.256p.jpg,49 CFM,Black,30 dB,Yes,650 - 2000 RPM,120 mm,0
Aerocool LightWave,,https://cdna.pcpartpicker.com/static/forever/images/product/62c14901ce64e3209993ddb77fe5bf15.256p.jpg,35.7 CFM,Transparent,25 dB,Yes,1800 RPM,120 mm,0
Apevia FrostBlade 6-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/51e364c48529cd400cc2fbcae5a63583.256p.jpg,57.67 CFM,Black,24.7 dB,No,1350 RPM,120 mm,0
ARCTIC F8 TC,,https://cdna.pcpartpicker.com/static/forever/images/product/726f94df2440415c0755c4665eab2752.256p.jpg,31 CFM,White / Black,,No,2000 RPM,80 mm,0
ARCTIC F9 TC,,https://cdna.pcpartpicker.com/static/forever/images/product/b22592323a27f892fdb4583c8832c238.256p.jpg,43 CFM,White / Black,,No,1800 RPM,92 mm,5
ARCTIC F12 TC,,https://cdna.pcpartpicker.com/static/forever/images/product/54c46e89d30d701490e995c0bd894a40.256p.jpg,53 CFM,White / Black,,No,1350 RPM,120 mm,0
ARCTIC P8 TC,,https://cdna.pcpartpicker.com/static/forever/images/product/87eea1916e7a139f828c53c8824e75ce.256p.jpg,23.4 CFM,Black,,No,200 - 3000 RPM,80 mm,0
Rosewill RGBF-S12001 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/f4d27f8e7ca779adab2f4caf95337aff.256p.jpg,41.2 CFM,Black,27.8 dB,Yes,800 - 1800 RPM,120 mm,4
Deepcool MF S 3-Pack,,,37.1 CFM,Silver / Black,26 dB,Yes,400 - 1500 RPM,120 mm,5
Rosewill RFA-BL1201,,https://cdna.pcpartpicker.com/static/forever/images/product/47886ced768bc6bc41f71eab1bebd146.256p.jpg,35.2 CFM,Black,26.8 dB,Yes,1800 RPM,120 mm,0
Rosewill RFA-RL1201,,https://cdna.pcpartpicker.com/static/forever/images/product/e313d0b6e718b7cf241cea8bc8f2dfd0.256p.jpg,35.2 CFM,Black,26.8 dB,Yes,1800 RPM,120 mm,0
Cooler Master MasterFan SFR,,https://cdna.pcpartpicker.com/static/forever/images/product/b0c74f194e0022fbebd71ba002ac1930.256p.jpg,59 CFM,Black,8 - 30 dB,Yes,650 - 2000 RPM,120 mm,5
Cougar VORTEX SPB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/74b9655d505734e4149a7f6a583be831.256p.jpg,43.54 CFM,Black,26 dB,Yes,600 - 1500 RPM,120 mm,4.5
Cougar VORTEX FCB,,https://cdna.pcpartpicker.com/static/forever/images/product/c50c9cfb6c12e6c534bf79536f23b420.256p.jpg,36.72 CFM,Black,24.3 dB,No,1200 RPM,120 mm,1
Cooler Master MasterFan MFL RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/9a71f05f4b13a269dfdb21cdfb21387d.256p.jpg,32.5 CFM,Black,25 dB,No,1200 RPM,120 mm,0
SilentiumPC Mistral 140,,https://cdna.pcpartpicker.com/static/forever/images/product/ab9b9a3c3a3685f4f589ad54424d86fc.256p.jpg,61 CFM,Black,,No,1000 RPM,140 mm,0
SilentiumPC Zephyr 140,,https://cdna.pcpartpicker.com/static/forever/images/product/df8d915e7240559ead3d66f921aa27ba.256p.jpg,47 CFM,Black,8.9 dB,No,600 RPM,140 mm,0
Enermax D.F. VEGAS,,,33.21 - 61.92 CFM,Black / Blue,16 - 22 dB,Yes,800 - 1500 RPM,120 mm,0
Enermax D.F. Pressure,,,33.69 - 85.43 CFM,Black,16 - 27 dB,Yes,800 - 2000 RPM,120 mm,0
Anidees AI Aureola Duo 3-Pack,,,41.2 CFM,Black,26.8 dB,No,1200 RPM,140 mm,0
RAIJINTEK IRIS 12 RBW ADD-1,,https://cdna.pcpartpicker.com/static/forever/images/product/f366379e5323ee88e668869831fd0ed2.256p.jpg,35.8 CFM,White / Black,28 dB,Yes,400 - 1800 RPM,120 mm,0
RAIJINTEK IRIS 12 RBW ADD-2 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/3300da17c67bc5eb49f28ef578d4cb0c.256p.jpg,35.8 CFM,White / Black,28 dB,Yes,400 - 1800 RPM,120 mm,0
RAIJINTEK IRIS 12 RBW ADD-3 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/852c95059a952b06eb38352e36a8bc79.256p.jpg,35.8 CFM,White / Black,28 dB,Yes,400 - 1800 RPM,120 mm,0
In Win Jupiter AJ120 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/6f4bd90c987eb9fffbf6854156f8a8b7.256p.jpg,70.32 CFM,Black,35 dB,Yes,500 - 1800 RPM,120 mm,5
In Win Saturn ASN120,,https://cdna.pcpartpicker.com/static/forever/images/product/f00f1d4ba386993abe0606aee3f2c6ca.256p.jpg,,White / Black,,Yes,500 - 1800 RPM,120 mm,0
In Win Saturn ASN120 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/4e93b05ae7cd5cbbd55c267d46f475da.256p.jpg,,White / Black,,Yes,500 - 1800 RPM,120 mm,5
EK Vardar X3M 120ER,,https://cdna.pcpartpicker.com/static/forever/images/product/5d4a03b1a27a0cb620dfcf46486fbc7f.256p.jpg,,Black,,Yes,,120 mm,4
EK EK-Vardar EVO 140ER,24.25,https://cdna.pcpartpicker.com/static/forever/images/product/f64cbdfb8547f89fc340c108b53dff05.256p.jpg,,Black / White,,Yes,400 - 1600 RPM,140 mm,5
Enermax HF120 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/9be7be8d237170564beb316b4530f96e.256p.jpg,22.5 - 72.1 CFM,Black,14 - 27 dB,Yes,500 - 1600 RPM,120 mm,0
Enermax SquA RGB,21.62,https://cdna.pcpartpicker.com/static/forever/images/product/ccbbb47bc8a4a60693096a7895a8bf26.256p.jpg,24.53 - 68.27 CFM,Black,12 - 23 dB,Yes,300 - 1500 RPM,120 mm,0
CRYORIG Crona 3-Pack,,,,Black,16.5 - 29.7 dB,Yes,400 - 1700 RPM,120 mm,0
Akasa Vegas TLY,25.95,https://cdna.pcpartpicker.com/static/forever/images/product/a3b3ccd3e13848949399879c306d3efc.256p.jpg,41.2 CFM,Black / White,21.2 dB,No,1200 RPM,140 mm,0
Zalman SF120,,https://cdna.pcpartpicker.com/static/forever/images/product/06c384f883ba4719a1eccb5b0543fe45.256p.jpg,54 CFM,Silver / Black,28 dB,Yes,800 - 1500 RPM,120 mm,0
Gelid Solutions Stella,16.82,https://cdna.pcpartpicker.com/static/forever/images/product/0cf97a4f687aae000c9ea4241a8d7117.256p.jpg,70 CFM,Black,35 dB,Yes,500 - 1600 RPM,120 mm,5
Phanteks SK140,,https://cdna.pcpartpicker.com/static/forever/images/product/36daa8eb74d187390e2a5987b4314427.256p.jpg,84.5 CFM,Black,36 dB,Yes,500 - 1500 RPM,140 mm,0
ID-COOLING NO-12015-XT,,https://cdna.pcpartpicker.com/static/forever/images/product/d7248103b55a500ebf7ccec99ce1af0a.256p.jpg,54.6 CFM,Black,13.8 - 31.2 dB,Yes,500 - 2000 RPM,120 mm,0
Gigabyte AORUS 140 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/95fb722a6329c077d578650bcec1ffb2.256p.jpg,30.3 - 60.64 CFM,Black,8.9 - 35.8 dB,Yes,800 - 1700 RPM,140 mm,0
Enermax UCHF12PARGB-W-BP3 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/2cb0dee46c912813cf0e763c75b6ad02.256p.jpg,22.5 - 72.1 CFM,White,14 - 27 dB,Yes,500 - 1600 RPM,120 mm,0
In Win Sirius Pure ASP120-1PK,,,50 CFM,White,13 - 27 dB,Yes,500 - 1800 RPM,120 mm,0
NZXT F140P (2022),,https://cdna.pcpartpicker.com/static/forever/images/product/697a251dbd622553477eb40116da097e.256p.jpg,33.22 - 99.68 CFM,White,19.4 - 32.1 dB,Yes,500 - 1500 RPM,140 mm,4
NZXT F120P (2022),,https://cdna.pcpartpicker.com/static/forever/images/product/d9f5239475e01dbd7ec49bf839d00fe8.256p.jpg,21.67 - 78.02 CFM,White,17.9 - 30.6 dB,Yes,500 - 1800 RPM,120 mm,5
Thermaltake Pure A12,,,,Black,,Yes,500 - 1500 RPM,120 mm,0
In Win Sirius Extreme ASE120P,,,54 CFM,Black,21 - 25 dB,Yes,400 - 1500 RPM,120 mm,0
In Win Sirius Extreme Pure ASE120P,,,54 CFM,White,21 - 25 dB,Yes,400 - 1500 RPM,120 mm,0
NZXT HF-2814C-DB 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/22de342287e49aa772a371879996b363.256p.jpg,30.39 - 91.19 CFM,Black,22 - 33 dB,Yes,500 - 1500 RPM,140 mm,0
Gelid Solutions Silent Pro 14 PWM,13.99,,,Black / White,27.8 dB,Yes,450 - 1500 RPM,140 mm,0
ID-COOLING DF-12025-ARGB-XT,,https://cdna.pcpartpicker.com/static/forever/images/product/0949cb1a2af80f042fb2b28d6291ed47.256p.jpg,56.5 CFM,Black / White,16.2 - 31.5 dB,Yes,900 - 2000 RPM,120 mm,0
