web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224101-1","https://www.scan.co.uk/shop/computer-hardware/streaming-lighting/all","","Elgato Key Light Air, 1400 Lumens, Adjustable Colour Temperature 2900K-7000K, Wi-Fi Enabled, Desk Mount","£129.99",""
