name,price,image,fan_rpm,noise_level,color,radiator_size,size,rating
Corsair iCUE H150i ELITE LCD,,https://cdna.pcpartpicker.com/static/forever/images/product/eacc91b741eda1f196d910125506d5b4.256p.jpg,450 - 2000 RPM,10 - 30.4 dB,Black,360 mm,360 mm,4.5
ID-COOLING SE-224-XTS ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/a2e777317adfebf12c6bbb4be2403133.256p.jpg,600 - 1500 RPM,28.9 dB,Black,,,5
ENDORFY Fortis 5,50.78,https://cdna.pcpartpicker.com/static/forever/images/product/69c30d2a2dc0573a39826e5707b0fa85.256p.jpg,250 - 1400 RPM,Black / Silver,Black / Silver,,,0
be quiet! Shadow Rock LP,44.99,https://cdna.pcpartpicker.com/static/forever/images/product/319d976fd128a4904bf763c118ba0ae6.256p.jpg,1500 RPM,14.8 - 25.5 dB,,,,4.5
ID-COOLING FROZN A620 GDL,49.99,500,2000,500 - 2000 RPM,29.9 dB,Black / Gold,,,4
Deepcool LT360 ARGB,95.47,https://cdna.pcpartpicker.com/static/forever/images/product/2c86fdfaf632cb3e39b6f4549f970ea4.256p.jpg,600 - 2400 RPM,38.71 dB,Black,360 mm,360 mm,0
Ocypus Delta A40 ARGB,21.99,500,2000,500 - 2000 RPM,29 dB,Black,,,0
BitFenix Cube ARGB,59.9,https://cdna.pcpartpicker.com/static/forever/images/product/b41f432b9793485fd845e2e5bd9a6312.256p.jpg,2000 RPM,34 dB,Black,360 mm,360 mm,0
Asus ROG RYUO III 360 ARGB,189.5,https://cdna.pcpartpicker.com/static/forever/images/product/8c236ab5bdc5a6dcd25cf284769cf84f.256p.jpg,2200 RPM,36.45 dB,Black,360 mm,360 mm,0
Lian Li GALAHAD AIO 240 RGB UNI FAN SL120 EDITION,287.36,800,1900,800 - 1900 RPM,32 dB,Black / Silver,240 mm,240 mm,5
ENDORFY Navis F360,87.22,https://cdna.pcpartpicker.com/static/forever/images/product/d1f728f4cffda4bc9e2d08c27da2012a.256p.jpg,250 - 1800 RPM,Black,Black,360 mm,360 mm,5
ENDORFY Spartan 5 MAX ARGB,28.42,https://cdna.pcpartpicker.com/static/forever/images/product/7ab1ca79dcc1ea281890b8d08bbfd10d.256p.jpg,250 - 1500 RPM,Black / Silver,Black / Silver,,,0
Deepcool AK400 G2,,https://cdna.pcpartpicker.com/static/forever/images/product/8f26a7d2a406512bddb73e78c0bfa31d.256p.jpg,2200 RPM,31.45 dB,Black / Brown,,,0
Noctua NH-D14,,https://cdna.pcpartpicker.com/static/forever/images/product/f56aa3303c9d422e0185a480bd65ac94.256p.jpg,900 - 1200 RPM,12.6 - 19.8 dB,,,,4.5
ID-COOLING SE-903-XT,14.99,https://cdna.pcpartpicker.com/static/forever/images/product/6d5bb0572a7037396468750e4aa5e25a.256p.jpg,500 - 2200 RPM,25.8 dB,Black,,,4.5
GAMDIAS AURA GL360 DIGITAL,106.78,,800 - 1800 RPM,33 dB,White,360 mm,360 mm,5
Deepcool AK700 DIGITAL NYX,64.99,https://cdna.pcpartpicker.com/static/forever/images/product/679f7bf7dc636c4899eb9346162ccec0.256p.jpg,2700 RPM,21 - 36 dB,Black,,,0
Cooler Master Hyper H412R,,https://cdna.pcpartpicker.com/static/forever/images/product/fe5031b3f7914a71ac0b61fa3e318216.256p.jpg,600 - 2000 RPM,29.4 dB,Black,,,5
ARCTIC Alpine 12,11.99,100,2000,100 - 2000 RPM,Black / White,Black / White,,,4
be quiet! Pure Rock 2 FX,97.71,https://cdna.pcpartpicker.com/static/forever/images/product/6c8d81d6a381f89132093a4b0707e1f8.256p.jpg,7.9,24.4,7.9 - 24.4 dB,Black,,,4.5
ID-COOLING FROZN A400 BLACK,24.99,500,2200,500 - 2200 RPM,25.8 dB,Black,,,5
Silentware Bora,33.84,https://cdna.pcpartpicker.com/static/forever/images/product/a92b3dba9902f154256d2069e0d35531.256p.jpg,,27 dB,Black,,,0
Thermaltake UX400,19.8,https://cdna.pcpartpicker.com/static/forever/images/product/43aadfa59d5c570f81c8a1c16337d031.256p.jpg,700 - 1800 RPM,25 dB,Black / Silver,,,0
Thermalright Royal Knight 120,55.99,2150,2150 RPM,29.4 dB,Black,,,4.5
be quiet! Pure Loop 360,,https://cdna.pcpartpicker.com/static/forever/images/product/59fd31bff47291176f9febfb36db1190.256p.jpg,19.8,40.5,19.8 - 40.5 dB,Black,360 mm,360 mm,4.5
Deepcool LD360,,https://cdna.pcpartpicker.com/static/forever/images/product/2a30c5c21d0e9189ba59e59e06023279.256p.jpg,600 - 2400 RPM,38.71 dB,Black,360 mm,360 mm,5
Scythe FUMA 2,,300,1200,300 - 1200 RPM,2.7 - 24.9 dB,Black / Silver,,,4.5
ID-COOLING SE-225-XT,34.99,https://cdna.pcpartpicker.com/static/forever/images/product/b27027fd1ca3dd2d9bf09f4e26f55d83.256p.jpg,700 - 1800 RPM,15.2 - 35.2 dB,Black / Silver,,,0
ASRock Challenger Pure,76.99,https://cdna.pcpartpicker.com/static/forever/images/product/0635ad91e3a71495db98d0e2c9111b7b.256p.jpg,,27 dB,Black,360 mm,360 mm,0
Corsair iCUE LINK H170i RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/867137585e298a8119d01a310e7ff726.256p.jpg,400 - 2000 RPM,Black,Black,420 mm,420 mm,4.5
Deepcool LT520,,https://cdna.pcpartpicker.com/static/forever/images/product/63b8a5ceb8bc7dfc0a6f9108a6203d8b.256p.jpg,500 - 2250 RPM,32.9 dB,Black / Gray,240 mm,240 mm,4.5
Corsair H100i,,2700,2700 RPM,37.68 dB,240,240 mm,240 mm,4.5
NZXT Kraken X52,,https://cdna.pcpartpicker.com/static/forever/images/product/11db17a44ea85058c98b34ddca6792d7.256p.jpg,500 - 2000 RPM,21 - 36 dB,240,240 mm,240 mm,4
Asus ROG STRIX LC II ARGB,200.64,"https://cdna.pcpartpicker.com/static/forever/images/product/ad2d67177c35acc45be96995e6a4b370.256p.jpg",800 - 2500 RPM,37.6 dB,White / Black,360 mm,360 mm,4.5
ID-COOLING IS-40-XT,24.99,800,2800,800 - 2800 RPM,14 - 35.2 dB,Black,,,0
Thermalright Frozen Notte ARGB V2,,https://cdna.pcpartpicker.com/static/forever/images/product/f8a8210a59886bd179ff538fd574b8ad.256p.jpg,2000 RPM,27.7 dB,White,360 mm,360 mm,5
EK AIO 240 D-RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/192c7c7ca19b40fe8dcfa666ae7ba8be.256p.jpg,450 - 2600 RPM,36.4 dB,Black,240 mm,240 mm,4.5
Deepcool LS520 SE WH,,https://cdna.pcpartpicker.com/static/forever/images/product/b3a7d206434ee44481ff8e79729d0764.256p.jpg,500 - 2250 RPM,28.2 - 32.9 dB,White,240 mm,240 mm,4
Asus ROG RYUJIN III 360 ARGB EVA-02 EDITION,,600,2200,600 - 2200 RPM,36.45 dB,Red / Black,360 mm,360 mm,5
MSI MAG CORELIQUID M360,98.21,https://cdna.pcpartpicker.com/static/forever/images/product/1941845aab8181cf519db787c405fded.256p.jpg,500 - 2000 RPM,14.3 - 34.3 dB,Black,360 mm,360 mm,5
Corsair iCUE LINK H100i LCD,189.99,https://cdna.pcpartpicker.com/static/forever/images/product/be46c96e42529a75a61ca2ac3559a7e0.256p.jpg,480 - 2400 RPM,Black,Black,240 mm,240 mm,3.5
Deepcool LS720 SE,,https://cdna.pcpartpicker.com/static/forever/images/product/f642b9e96c2961dee5f46d6b21661302.256p.jpg,500 - 2250 RPM,28.2 - 32.9 dB,Black,360 mm,360 mm,4.5
Cooler Master MASTERLIQUID ML120L RGB V2,,https://cdna.pcpartpicker.com/static/forever/images/product/09bf243952495ef89ed4a6125b1b60b7.256p.jpg,650 - 1800 RPM,6 - 27 dB,Black,120 mm,120 mm,4.5
Corsair H150i PRO,,https://cdna.pcpartpicker.com/static/forever/images/product/d6cd9f2d284073d0a9f43b7c87ca42c4.256p.jpg,1600 RPM,25 dB,360,360 mm,360 mm,4.5
Noctua NH-U12S SE-AM4,74.95,https://cdna.pcpartpicker.com/static/forever/images/product/c363b15c049fda640adb6c789d7aea1b.256p.jpg,300 - 1500 RPM,18.6 - 22.4 dB,,,,4.5
Asus ROG RYUJIN II,196.91,https://cdna.pcpartpicker.com/static/forever/images/product/ca788d1a78b4299fcdef0c4aadc237b8.256p.jpg,450 - 2000 RPM,29.7 dB,Black,240 mm,240 mm,4.5
Noctua NH-D15 G2 HBC,127.99,https://cdna.pcpartpicker.com/static/forever/images/product/4fb7951d92c873fa55c5198c65ad03b6.256p.jpg,1500 RPM,24.8 dB,Brown / Silver,,,5
Corsair H115i PRO,,https://cdna.pcpartpicker.com/static/forever/images/product/018e9b047efd62d8fe78fc3e6d4f5d62.256p.jpg,1200 RPM,20.4 dB,280,280 mm,280 mm,4.5
Cooler Master V8 ACE 3DHP,111.59,https://cdna.pcpartpicker.com/static/forever/images/product/e3393e5b92de816e1e399fa34c282d36.256p.jpg,,37 dB,Black,,,0
ASRock Pro ARGB,76.99,https://cdna.pcpartpicker.com/static/forever/images/product/62f68df275dd7e55fd8164ca84664598.256p.jpg,,31 dB,Black,360 mm,360 mm,0
Asus ROG Ryujin III ARGB,188.81,https://cdna.pcpartpicker.com/static/forever/images/product/1339110670939a328c3af6689b8bd9ec.256p.jpg,600 - 2200 RPM,36.45 dB,Black,240 mm,240 mm,5
ARCTIC Liquid Freezer II 420,,https://cdna.pcpartpicker.com/static/forever/images/product/20f969835143a453f817590da81bb648.256p.jpg,200 - 1700 RPM,Black,Black,420 mm,420 mm,4.5
CRYORIG H7,,https://cdna.pcpartpicker.com/static/forever/images/product/83b8a54ab568a7939af313a1b94b2416.256p.jpg,330 - 1600 RPM,25 dB,,,,4.5
Deepcool GAMMAXX 400 V2,,https://cdna.pcpartpicker.com/static/forever/images/product/53a5d1db1aded6277f8d74a57d3f1a70.256p.jpg,500 - 1650 RPM,Black / Blue,Black / Blue,,,4
Ocypus Iota A40,34.99,500,2000,500 - 2000 RPM,29 dB,Black,,,0
MSI MAG Coreliquid A12,112.21,https://cdna.pcpartpicker.com/static/forever/images/product/3aeae33b1b2b2b8bd5d67b232c0b5b7e.256p.jpg,2200 RPM,37.6 dB,Black,240 mm,240 mm,0
Jonsbo CR-3000E,,https://cdna.pcpartpicker.com/static/forever/images/product/f4d4563cc8e4c7322263bc83822ec4e2.256p.jpg,600 - 1600 RPM,22 - 34 dB,Black,,,0
Corsair iCUE H60x RGB ELITE,,https://cdna.pcpartpicker.com/static/forever/images/product/0611da6cd0620d5d591996fabef12518.256p.jpg,1500 RPM,7 - 28 dB,Black,120 mm,120 mm,0
Thermalright Assassin King 120,,1500,1500 RPM,25.6 dB,White / Silver,,,5
Corsair iCUE H100i ELITE LCD XT,,https://cdna.pcpartpicker.com/static/forever/images/product/8d7b48c73141c284ae82a56d38ffc951.256p.jpg,550 - 2100 RPM,5 - 34.1 dB,Black,240 mm,240 mm,5
Alphacool Core Ocean T38,76.3,https://cdna.pcpartpicker.com/static/forever/images/product/ac05e6673867fb91d4ef6d64b8a054ca.256p.jpg,0,36,0 - 36 dB,Black,420 mm,420 mm,0
NZXT Kraken Z53 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/66cae7335ea22e2af78784cd0b0f4ee0.256p.jpg,500 - 1500 RPM,22 - 33 dB,Black,240 mm,240 mm,4.5
Jonsbo CR-1000 EVO Color Black,29.5,https://cdna.pcpartpicker.com/static/forever/images/product/0ea3542638ab7dd6b078d4d0e1d42552.256p.jpg,600 - 1500 RPM,22 - 32 dB,Black,,,0
Corsair H60,,https://cdna.pcpartpicker.com/static/forever/images/product/5b1cca965bf6c4b2f693a61206ec89e5.256p.jpg,2000 RPM,30.85 dB,120,120 mm,120 mm,4
Deepcool LS520 SE,104.94,https://cdna.pcpartpicker.com/static/forever/images/product/63bd0696f0c65484206fbe46b0af7e74.256p.jpg,500 - 2250 RPM,28.2 - 32.9 dB,Black,240 mm,240 mm,4
Cooler Master A71C,,https://cdna.pcpartpicker.com/static/forever/images/product/0ce4064cacb30fd6175fa4f89978f57f.256p.jpg,650 - 1800 RPM,24.9 dB,Black,,,4.5
NZXT Kraken X53 RGB,135.98,https://cdna.pcpartpicker.com/static/forever/images/product/bef67a1d0d36c5566a21678a772ff7ec.256p.jpg,500 - 1500 RPM,22 - 33 dB,Black,240 mm,240 mm,4
Deepcool AK620 G2 DIGITAL NYX,73.99,https://cdna.pcpartpicker.com/static/forever/images/product/428c153449f9710b51a9260d1a8e7460.256p.jpg,2000 RPM,28.87 dB,Black,,,0
Lian Li Galahad AIO240 (2022),100.51,"https://cdna.pcpartpicker.com/static/forever/images/product/b1c8282ed2a2cef52ef1831b2c7f298c.256p.jpg",800 - 1900 RPM,32 dB,Black / Silver,240 mm,240 mm,4.5
Corsair iCUE H115i ELITE CAPELLIX,,https://cdna.pcpartpicker.com/static/forever/images/product/96b3a32edd17cf062baa8e79ff31bb3d.256p.jpg,2000 RPM,10 - 36 dB,Black,280 mm,280 mm,4
Asus ROG RYUO III 240 ARGB WHITE EDITION,131.18,https://cdna.pcpartpicker.com/static/forever/images/product/bf64fbd976dbff6620914af04f1c3371.256p.jpg,2200 RPM,36.45 dB,White,240 mm,240 mm,0
Xilence A200,34.11,https://cdna.pcpartpicker.com/static/forever/images/product/9f087b7ffe831cbc75fee2502bfc2090.256p.jpg,2200 RPM,32 dB,Black / Silver,,,0
Thermalright Assassin King 90,25.9,2500,2500 RPM,27.3 dB,Black / Silver,,,0
Asus ROG STRIX LC III,210.99,https://cdna.pcpartpicker.com/static/forever/images/product/6ae3ad02eb724bb7c16cf8873e2c37db.256p.jpg,800 - 2200 RPM,36 dB,Black,360 mm,360 mm,0
Asus ROG STRIX LC II,109.99,https://cdna.pcpartpicker.com/static/forever/images/product/a1322ff1a8d1304c4dde95213a647c13.256p.jpg,800 - 2500 RPM,37.6 dB,Black,240 mm,240 mm,0
ENDORFY Navis F240,74.31,https://cdna.pcpartpicker.com/static/forever/images/product/c55a60977983fe5f7919d15a30e40b33.256p.jpg,250 - 1800 RPM,Black,Black,240 mm,240 mm,3
Corsair iCUE H170i ELITE CAPELLIX XT,224.11,https://cdna.pcpartpicker.com/static/forever/images/product/d53f6c849e3a01fba78e3d93a7e4ceeb.256p.jpg,500 - 1700 RPM,5 - 33.8 dB,Black,420 mm,420 mm,4.5
Thermalright Burst Assassin ARGB,22.9,1550,1550 RPM,25.6 dB,Black / Silver,,,5
Gigabyte AORUS WATERFORCE 280,99.41,https://cdna.pcpartpicker.com/static/forever/images/product/31f9f669a779a52bd8591cc9313cdefb.256p.jpg,950 - 2150 RPM,17.1 - 36.5 dB,Black,280 mm,280 mm,4
NZXT Kraken M22,89.99,https://cdna.pcpartpicker.com/static/forever/images/product/a41b71dcdc35de1f04d153d174a0e10e.256p.jpg,500 - 2000 RPM,21 - 36 dB,Black,120 mm,120 mm,4
Deepcool LE500 Marrs,,https://cdna.pcpartpicker.com/static/forever/images/product/c9223b5f6283fda662cc2d4133945bed.256p.jpg,500 - 2250 RPM,32.9 dB,Black,240 mm,240 mm,0
Lian Li GALAHAD AIO 240 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/5d56a7077890f0a9fb9dc59c7a44e39c.256p.jpg,800 - 1900 RPM,White / Silver,White / Silver,240 mm,240 mm,4
Ocypus Iota A62,56.99,500,2000,500 - 2000 RPM,29 dB,Black,,,0
EK AIO Basic 240,,https://cdna.pcpartpicker.com/static/forever/images/product/b8344818d0a00711ecb5afebfe17f220.256p.jpg,550 - 2200 RPM,33.5 dB,Black,240 mm,240 mm,4.5
Yeston New Sakura,,https://cdna.pcpartpicker.com/static/forever/images/product/c1a0e1c48c9b32a307186bf175d94c68.256p.jpg,800 - 2000 RPM,31.6 dB,Blue / White,360 mm,360 mm,0
Thermaltake ASTRIA 600 ARGB,73.5,https://cdna.pcpartpicker.com/static/forever/images/product/e4f80535e4be94b13e19e50b770622a1.256p.jpg,500 - 1800 RPM,26.8 dB,Black,,,5
ENDORFY Fortis 5 Dual Fan,60.18,https://cdna.pcpartpicker.com/static/forever/images/product/8a37c42ddfbc903730a86961d0b5bd78.256p.jpg,250 - 1400 RPM,Black / Silver,Black / Silver,,,0
Thermaltake ASTRIA 200 ARGB,41.81,https://cdna.pcpartpicker.com/static/forever/images/product/6ac189bf95f6e1ccfd48d428370a2629.256p.jpg,500 - 1800 RPM,26.8 dB,White,,,0
ARCTIC Freezer 8i,16.4,https://cdna.pcpartpicker.com/static/forever/images/product/ccc2341ab191b54cfd6a0bf6be4c4619.256p.jpg,200 - 2300 RPM,Black / Silver,Black / Silver,,,0
Cooler Master Hyper 212 Halo SF6 Ryu,40.47,https://cdna.pcpartpicker.com/static/forever/images/product/696c92940abc880b7fd60710a7c4c711.256p.jpg,650 - 2050 RPM,27 dB,White / Orange,,,5
NZXT Kraken X63 RGB,249.99,https://cdna.pcpartpicker.com/static/forever/images/product/7cc6ec59c110357c95ea05e53d03f833.256p.jpg,500 - 1500 RPM,22 - 33 dB,Black,280 mm,280 mm,4.5
Gelid Solutions Liquid 360,93.99,750,1800,750 - 1800 RPM,29.6 dB,Black,360 mm,360 mm,0
Deepcool AK500S DIGITAL,,https://cdna.pcpartpicker.com/static/forever/images/product/27769264da6b86e4fe1bd0d285d1aef2.256p.jpg,500 - 1850 RPM,28 dB,Black,,,4
ID-COOLING SL360,129.99,500,2000,500 - 2000 RPM,29.9 dB,White,360 mm,360 mm,4.5
ID-COOLING DX360 MAX,69.98,https://cdna.pcpartpicker.com/static/forever/images/product/7a09dca30b9a3449c1f742e00cda91ff.256p.jpg,32.5,32.5 dB,Black,360 mm,360 mm,0
Deepcool Assassin 4S,,https://cdna.pcpartpicker.com/static/forever/images/product/cd198719908904d04d46c796afdf2281.256p.jpg,500 - 1800 RPM,29.3 dB,Black,,,5
Silverstone Hydrogon H90 ARGB,65.99,500,2600,500 - 2600 RPM,11.3 - 34.6 dB,Black / Silver,,,0
GAMDIAS BOREAS E1,25.99,https://cdna.pcpartpicker.com/static/forever/images/product/a803484fc3524491e71eecd386e9b3d5.256p.jpg,800 - 2000 RPM,10 - 31 dB,Black / Silver,,,4
Corsair H115i RGB PLATINUM,376.56,https://cdna.pcpartpicker.com/static/forever/images/product/36febda881c7026f237ab4a76ccb003c.256p.jpg,2000 RPM,37 dB,Black / Silver,280 mm,280 mm,4.5
Thermaltake TH120 ARGB Sync,88.58,https://cdna.pcpartpicker.com/static/forever/images/product/879f648a99976d305e9c55400085f85d.256p.jpg,1500 RPM,28.2 dB,White,120 mm,120 mm,4
NZXT Kraken X72,,https://cdna.pcpartpicker.com/static/forever/images/product/4cf4c2eb341c289bf56b0c0dee237e7b.256p.jpg,500 - 2000 RPM,21 - 36 dB,Black,360 mm,360 mm,4.5
ID-COOLING FROZN A410 SE ARGB,22.55,300,2000,300 - 2000 RPM,27.2 dB,Black / Silver,,,0
HYTE THICC Q60,249,https://cdna.pcpartpicker.com/static/forever/images/product/98db781754cf4f9cdd4ce2f90a622976.256p.jpg,10,47.3,10 - 47.3 dB,White / Black,240 mm,240 mm,4.5
ARCTIC Liquid Freezer 360,,500,1350,500 - 1350 RPM,22.5 dB,360,360 mm,360 mm,0
Deepcool GAMMAXX GTE V2,,https://cdna.pcpartpicker.com/static/forever/images/product/b3255d5f89655429300caed3abff0010.256p.jpg,500 - 1650 RPM,27.8 dB,Black / White,,,4.5
PC Cooler RZ620,79.59,https://cdna.pcpartpicker.com/static/forever/images/product/f40f8f3b7af9f3d0d825d0901eadd6bd.256p.jpg,500 - 2200 RPM,28 - 32 dB,Black,,,0
SilenX EFZ-92HA2,18.76,2400,2400 RPM,8 - 24 dB,,,,0
Alphacool Eisbaer Aurora 420,205.2,https://cdna.pcpartpicker.com/static/forever/images/product/ed3ed8d3d4b222eaa01c6956a23b477e.256p.jpg,600 - 1500 RPM,Black,Black,420 mm,420 mm,0
ID-COOLING PINKFLOW,,https://cdna.pcpartpicker.com/static/forever/images/product/68a43a5778529cc6efbd649f1f3e7e2b.256p.jpg,900 - 2000 RPM,16.3 - 33.5 dB,White / Pink,240 mm,240 mm,4.5
MSI MAG CORELIQUID I240,55.97,https://cdna.pcpartpicker.com/static/forever/images/product/8a64400ab1de8d9d798e0483fc4faaa3.256p.jpg,,Black,Black,240 mm,240 mm,0
Jonsbo CR-1400 EVO Color Black,32.71,https://cdna.pcpartpicker.com/static/forever/images/product/7cdd399b9e1e87ffa43972f0fdc0962f.256p.jpg,800 - 2200 RPM,22.3 - 33.8 dB,Black,,,5
Noctua NH-D9DX i4 3U,70.71,400,2000,400 - 2000 RPM,16.3 - 22.8 dB,,,,4.5
Thermalright SI-100 WHITE ARGB,30.9,2000,2000 RPM,27.7 dB,White,,,4.5
Thermaltake MAGFloe 360 Ultra ARGB Sync,155.47,500,2000,500 - 2000 RPM,30.6 dB,Black,360 mm,360 mm,0
Cooler Master MasterLiquid Lite 120,,https://cdna.pcpartpicker.com/static/forever/images/product/abd10b29513dba0650408c90d8cb5af4.256p.jpg,650 - 2000 RPM,6 - 30 dB,120,120 mm,120 mm,4
Alpenföhn BLACK RIDGE,53.99,https://cdna.pcpartpicker.com/static/forever/images/product/2e955f89d5132d05c274243774e88ac3.256p.jpg,800 - 2800 RPM,14 - 37.6 dB,Black,,,3.5
Deepcool LT720 WH,,https://cdna.pcpartpicker.com/static/forever/images/product/861b8df9d997376de670ad86c23143bb.256p.jpg,500 - 2250 RPM,32.9 dB,White,360 mm,360 mm,4.5
ENDORFY Fera 5 Black ARGB,,250,1800,250 - 1800 RPM,Black,Black,,,0
Silverstone Krypton KR01,63.16,https://cdna.pcpartpicker.com/static/forever/images/product/c7b02182625c7b1c4251474a67c594b2.256p.jpg,800 - 3000 RPM,33 dB,Black / Silver,,,0
be quiet! Pure Rock Slim,74,https://cdna.pcpartpicker.com/static/forever/images/product/92035aed93a685dd8cb8432f9d04bd81.256p.jpg,2000 RPM,13.1 - 25.4 dB,,,,4.5
Enermax LIQMAXFLO 420,130.99,500,1700,500 - 1700 RPM,25.47 dB,Black,420 mm,420 mm,5
Deepcool SPARTACUS 360,142.99,https://cdna.pcpartpicker.com/static/forever/images/product/25c98af2f5dab3b41a4570f702a5535b.256p.jpg,2500 - 3400 RPM,32.23 dB,Black,360 mm,360 mm,0
Corsair iCUE LINK H170i LCD,,https://cdna.pcpartpicker.com/static/forever/images/product/2c126dcedfa20893fc265aea27ea204f.256p.jpg,400 - 2000 RPM,Black,Black,420 mm,420 mm,4
Cooler Master MasterLiquid ML280 Mirror,,https://cdna.pcpartpicker.com/static/forever/images/product/01020c82f803219922bb5251cff3ba2a.256p.jpg,650 - 1400 RPM,10 - 27 dB,Black,280 mm,280 mm,5
Thermaltake TH420 V2 Ultra ARGB Sync,203.2,"https://cdna.pcpartpicker.com/static/forever/images/product/8a760afc769242fe8664b61d20abbf2e.256p.jpg",500 - 2000 RPM,34.7 dB,White,420 mm,420 mm,4
ARCTIC Freezer 7 X,25.99,https://cdna.pcpartpicker.com/static/forever/images/product/73e3a1081eb4c9154fb5c64a8e48fd1b.256p.jpg,300 - 2000 RPM,22.5 dB,Black / White,,,4
Cougar Poseidon Elite ARGB 360,90.99,https://cdna.pcpartpicker.com/static/forever/images/product/295bafe98312bd906735f47eb217dcfe.256p.jpg,500 - 2200 RPM,33.5 dB,Black,360 mm,360 mm,0
Thermaltake ASTRIA 400 ARGB,55.4,https://cdna.pcpartpicker.com/static/forever/images/product/c05eee3e8d407787b74d31aa7b513ad2.256p.jpg,500 - 1800 RPM,26.8 dB,Black,,,0
ASRock Phantom Gaming LCD,155.99,https://cdna.pcpartpicker.com/static/forever/images/product/32c61b41498a6557320b65779a635dfd.256p.jpg,,31.4 dB,Black,360 mm,360 mm,0
MSI MAG CORELIQUID E240,59.99,https://cdna.pcpartpicker.com/static/forever/images/product/5f2b38b4d557cc957b4f0ac08f39ad0f.256p.jpg,,Black,Black,240 mm,240 mm,4
Xilence I250PWM,43.1,800,2500,800 - 2500 RPM,17.6 - 26.4 dB,Red / Black,,,0
be quiet! Dark Rock TF 2,91,https://cdna.pcpartpicker.com/static/forever/images/product/86f71b34e9f91af088d09a4aaac766c2.256p.jpg,1400 RPM,Black,Black,,,4
Silverstone AR12-TUF,32.6,https://cdna.pcpartpicker.com/static/forever/images/product/2b1c5d16bcc991134a68e8d0e6c82ed6.256p.jpg,300 - 2200 RPM,6.2 - 34.4 dB,Black / Orange,,,0
be quiet! Silent Loop 2 360,,https://cdna.pcpartpicker.com/static/forever/images/product/c809bc42184c1fe9b8d2ded3d6106932.256p.jpg,2200 RPM,17.7 - 39.8 dB,Black,360 mm,360 mm,4.5
ARCTIC Liquid Freezer II 280 RGB,225.52,https://cdna.pcpartpicker.com/static/forever/images/product/0eb1748aa925fbce518ab2fb1268e328.256p.jpg,200 - 1900 RPM,22.5 dB,Black,280 mm,280 mm,0
LevelPlay CL240 ARGB,122.9,,,0 - 26 dB,Black,240 mm,240 mm,0
Deepcool LQ360,,https://cdna.pcpartpicker.com/static/forever/images/product/25a09312bc8d2c0f64804f4e7fc51e55.256p.jpg,500 - 2400 RPM,38.71 dB,Black,360 mm,360 mm,5
EK AIO 360 D-RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/cb96d9e5a99db509e759e8fe442a654d.256p.jpg,450 - 2600 RPM,36.4 dB,Black,360 mm,360 mm,4.5
Cooler Master MasterLiquid ML240L ARGB V2,,https://cdna.pcpartpicker.com/static/forever/images/product/42a4c9d918eab492e2a1146db9291fc1.256p.jpg,650 - 1800 RPM,8 - 27 dB,Black,240 mm,240 mm,4
IceGiant ProSiphon Elite,,https://cdna.pcpartpicker.com/static/forever/images/product/becd1c31adb1bd2c5811da24339430e2.256p.jpg,300 - 2300 RPM,Black,Black,,,4
HYTE THICC Q80 Trio,349.99,https://cdna.pcpartpicker.com/static/forever/images/product/19a9a8a5f94df754e29fe4be30167a71.256p.jpg,1 - 3000 RPM,10 - 47.3 dB,Black,360 mm,360 mm,5
Deepcool AG620 WH ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/91e7ed02a1ea1e11072d5dc40500cce9.256p.jpg,300 - 1850 RPM,29.4 dB,White,,,0
Deepcool AG500 BK ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/47608bcadf43d3cfdcbd0d65401fe12a.256p.jpg,300 - 1850 RPM,29.4 dB,Black,,,5
ALPHAGEAR AirChill NOVA 65D,,https://cdna.pcpartpicker.com/static/forever/images/product/864d7853d1c8b6725afe7d0ac1d532b7.256p.jpg,800 - 1800 RPM,36.7 dB,Black,,,0
Silverstone SST-XE01-1700A,37.4,1000,5500,1000 - 5500 RPM,58.1 dB,Black,,,0
