web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224108-1","https://www.scan.co.uk/shop/computer-hardware/flight-instruments/all","","Logitech G Flight Instrument Panel, Backlit LCD, Altimeter/Airspeed Indicator, USB, PC","£79.99",""
