web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224106-1","https://www.scan.co.uk/shop/computer-hardware/flight-throttles/all","","Thrustmaster TWCS Throttle, S.M.A.R.T (Sliding Motion Advanced Rail Tracks), 5 Axes, USB, PC","£69.99",""
