web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224103-1","https://www.scan.co.uk/shop/computer-hardware/streaming-arms-mounts/all","","Elgato Wave Mic Arm LP, Low Profile, Metal Construction, Integrated Cable Management, Desk Clamp Mount","£89.99",""
