web_scraper_order,web_scraper_start_url,pagination,name,capacity,interface,rating,price,price2,price_gb,cache,name3,type,form_factor,price3,price4,capacity2,price_gb2,type2,form_factor2,interface2,cache2,name2,name4
"1784217792-4286","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate Exos 7E8 512e","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/ae54441dec9c942100012625e32e15d7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ae54441dec9c942100012625e32e15d7.256p.jpg"
"1784217792-4289","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Western Digital WD Red Pro","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","£324.95Add","","Price / GB£0.041","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/030a6f80963feb39af07d8dbe8298e1c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/030a6f80963feb39af07d8dbe8298e1c.256p.jpg"
"1784217792-4290","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate Surveillance HDD","Capacity1 TB","InterfaceSATA 6.0 Gb/s","(2)","Add","","Price / GB","Cache64 MB","(2)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51AU01FNRaL.jpg","https://m.media-amazon.com/images/I/51AU01FNRaL.jpg"
"1784217792-4298","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate IronWolf NAS","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","£309.95Add","","Price / GB£0.039","Cache256 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/bb4c758a2161ee82c0bf0a0f36a99a86.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bb4c758a2161ee82c0bf0a0f36a99a86.256p.jpg"
"1784217792-4303","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate BarraCuda","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(3)","£165.00Add","","Price / GB£0.041","Cache128 MB","(3)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/15baeab94e3a791c2412ff7614f6e1b1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/15baeab94e3a791c2412ff7614f6e1b1.256p.jpg"
"1784217792-4305","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Toshiba HDKBB96","Capacity1 TB","InterfaceSATA 6.0 Gb/s","(1)","£41.99Add","","Price / GB£0.042","Cache8 MB","(1)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/fb19ec155b9d619a4912c8265ab74c3c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/fb19ec155b9d619a4912c8265ab74c3c.256p.jpg"
"1784217792-4308","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate IronWolf Pro","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(12)","Out of stock£192.07Add","Out of stock£192.07","Price / GB","Cache256 MB","(12)","Type7200 RPM","Form Factor3.5""","Add","Out of stock","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/01f719cd8e7e03916233fb39a9c5ca26.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/01f719cd8e7e03916233fb39a9c5ca26.256p.jpg"
"1784217792-4310","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Western Digital WD_BLACK","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(167)","£176.99Add","","Price / GB£0.088","Cache64 MB","(167)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/28173b4f9da14a95f25c747429fd8f6c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/28173b4f9da14a95f25c747429fd8f6c.256p.jpg"
"1784217792-4312","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Western Digital WD Blue","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(2)","£278.51Add","","Price / GB£0.035","Cache256 MB","(2)","Type5640 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/ec1492b97abdb396d8434a3b62f3c920.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ec1492b97abdb396d8434a3b62f3c920.256p.jpg"
"1784217792-4313","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Toshiba P300","Capacity1 TB","InterfaceSATA 6.0 Gb/s","(49)","Add","","Price / GB","Cache64 MB","(49)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/411-9QPiZXL.jpg","https://m.media-amazon.com/images/I/411-9QPiZXL.jpg"
"1784217792-4317","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Toshiba N300 Pro","Capacity24 TB","InterfaceSATA 6.0 Gb/s","(0)","£918.09Add","","Price / GB£0.038","Cache1024 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/2ae03c42478cbc376f5bd5adebb88b8c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2ae03c42478cbc376f5bd5adebb88b8c.256p.jpg"
"1784217792-4318","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate Exos X24","Capacity24 TB","InterfaceSATA 6.0 Gb/s","(1)","£925.19Add","","Price / GB£0.039","Cache512 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/af943247a7971f57f2630f3e7797c7df.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/af943247a7971f57f2630f3e7797c7df.256p.jpg"
"1784217792-4322","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Western Digital WD Red Pro","Capacity24 TB","InterfaceSATA 6.0 Gb/s","(0)","£826.99Add","","Price / GB£0.034","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/733164b6a53ea3ac1f17cd77cd99b54b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/733164b6a53ea3ac1f17cd77cd99b54b.256p.jpg"
"1784217792-4328","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Toshiba MQ04ABF100","Capacity1 TB","InterfaceSATA 6.0 Gb/s","(0)","£63.00Add","","Price / GB£0.063","Cache128 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/be1736b244483fbf74d2ddbfa72852c5.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/be1736b244483fbf74d2ddbfa72852c5.256p.jpg"
"1784217792-4331","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate BarraCuda Pro Compute","Capacity1 TB","InterfaceSATA 6.0 Gb/s","(10)","£76.00Add","","Price / GB£0.076","Cache128 MB","(10)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/96f7f76c1bdf9af3d3532ca78278f4c5.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/96f7f76c1bdf9af3d3532ca78278f4c5.256p.jpg"
"1784217792-4333","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Western Digital Scorpio Blue","Capacity250 GB","InterfaceSATA 3.0 Gb/s","(2)","£63.03Add","","Price / GB£0.252","Cache8 MB","(2)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51AMGt13xLL.jpg","https://m.media-amazon.com/images/I/51AMGt13xLL.jpg"
"1784217792-4335","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=5","Seagate BarraCuda","Capacity500 GB","InterfaceSATA 6.0 Gb/s","(2)","Add","","Price / GB","Cache32 MB","(2)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/9448ad2e16dffc59ac588d83daf08914.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/9448ad2e16dffc59ac588d83daf08914.256p.jpg"
