web_scraper_order,web_scraper_start_url,pagination,name,rating,price,bd_write,data,dvd,data2,dvd_write,cd_write,name3,price2,dvd2,bd_write2,dvd_write2,cd_write2,data3,data4,name2,name4
"1784223770-178","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHAP222-06","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/8/22/6/8/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-179","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHBS212-08","(1)","Add","BD Write12/8/2/2","BD8","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-180","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Plextor PX-B940SA-11","(0)","Add","BD Write12/12/2/2","BD8","DVD16","CD40","DVD Write16/8/8/16/6/8/5","CD Write40/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-181","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-222AL","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-182","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony AD-7261S-0B","(3)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41zOv4czO-L.jpg","https://m.media-amazon.com/images/I/41zOv4czO-L.jpg"
"1784223770-183","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony AD-7690H-01","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-184","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony AD-7710H-01","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-185","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony BD-5300S-0B","(0)","Add","BD Write12/8/2/2","BD8","DVD16","CD48","DVD Write8/8/6/8/6/6/5","CD Write24/16","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41A7gtoHo8L.jpg","https://m.media-amazon.com/images/I/41A7gtoHo8L.jpg"
"1784223770-186","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony BD-5740H-01","(0)","Add","BD Write6/6/2/2","BD6","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/16","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31HP3MF-5ML.jpg","https://m.media-amazon.com/images/I/31HP3MF-5ML.jpg"
"1784223770-187","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","HP 481041-B21","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/3119sZ+j3oL.jpg","https://m.media-amazon.com/images/I/3119sZ+j3oL.jpg"
"1784223770-188","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG UH12LS28 OEM","(2)","Add","BD Write","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-189","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Plextor PX-L871A","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/12/22/6/12/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-190","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Plextor PX-L890SA","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/41BuuDJUi%2BL.jpg","https://images-na.ssl-images-amazon.com/images/I/41BuuDJUi%2BL.jpg"
"1784223770-191","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony DDU1681S-0B","(4)","Add","BD Write","BD","DVD18","CD48","DVD Write","CD Write","(4)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41xh4LIjpjL.jpg","https://m.media-amazon.com/images/I/41xh4LIjpjL.jpg"
"1784223770-192","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHOS104-08","(0)","Add","BD Write","BD4","DVD8","CD32","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-193","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Asus DRW-24B3LT/BLK/G/AS","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/-/24/8/-/-","CD Write48/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-194","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On Ihap322-98","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/-/22/6/-/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/3102kRN5+vL.jpg","https://m.media-amazon.com/images/I/3102kRN5+vL.jpg"
"1784223770-195","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHAP422-98","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/8/22/6/8/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-196","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHAS-324-98B","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/b85a8d9198c0549c60fdbb7617ac8778.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b85a8d9198c0549c60fdbb7617ac8778.256p.jpg"
"1784223770-197","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Plextor PX-L890SA R","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-198","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony AD-7260S-01","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-199","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHDP118-08","(0)","Add","BD Write","BD","DVD18","CD48","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-200","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Asus DRW-22B3S/BLK/G/AS","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/12/22/6/12/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/31uMR717RAL.jpg","https://images-na.ssl-images-amazon.com/images/I/31uMR717RAL.jpg"
"1784223770-201","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Asus DRW-22B2Sb/BLK/B/AS","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/12/22/6/12/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-202","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHAS524-T98A","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-203","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On DS-8A5S","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/41Ksc4zNipL.jpg","https://images-na.ssl-images-amazon.com/images/I/41Ksc4zNipL.jpg"
"1784223770-204","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","MSI DH-24AAS-17 R","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-205","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On DC-8A2SH","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-206","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","MSI DH-18D5S","(0)","Add","BD Write","BD","DVD18","CD48","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/c578cae4c696aee0e2a6037a40ed6f88.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c578cae4c696aee0e2a6037a40ed6f88.256p.jpg"
"1784223770-207","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On ihes112-04","(3)","Add","BD Write","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-208","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony BD-5750H","(1)","Add","BD Write6/6/2/2","BD6","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/16","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-209","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Teac DV516E/S","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-210","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Memorex 98240-KIT","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/-","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-211","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony AD-7740H-01","(0)","Add","BD Write","BD","DVD8","CD","DVD Write8/-/-/8/-/-/-","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/11sDK-1PUYL.jpg","https://m.media-amazon.com/images/I/11sDK-1PUYL.jpg"
"1784223770-212","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","MSI DH-22AP","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/-/22/6/-/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31cMJd6ObsL.jpg","https://m.media-amazon.com/images/I/31cMJd6ObsL.jpg"
"1784223770-213","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG WH12LS30","(3)","Add","BD Write12/12/2/2","BD10","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-214","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","I/O Magic IBD1","(0)","Add","BD Write10/8/2/-","BD10","DVD16","CD48","DVD Write16/8/4/16/6/4/-","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/31yyVB5GWML.jpg","https://images-na.ssl-images-amazon.com/images/I/31yyVB5GWML.jpg"
"1784223770-215","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-222AL/RSBS","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-216","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SN-208BB","(1)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/8/8/6/8/5","CD Write24/4","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/413qa9-2kJL.jpg","https://m.media-amazon.com/images/I/413qa9-2kJL.jpg"
"1784223770-217","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Gear Head 24XDVDINTLS","(0)","Add","BD Write","BD","DVD","CD","DVD Write24/8/12/24/-/12/12","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41CwNoaLZiL.jpg","https://m.media-amazon.com/images/I/41CwNoaLZiL.jpg"
"1784223770-218","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-222AL/BSBE","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-219","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung TS-HB43L/HPBHF","(1)","Add","BD Write","BD","DVD16","CD40","DVD Write16/8/8/16/8/8/12","CD Write40/-","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-220","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung TS-H353C","(1)","Add","BD Write","BD","DVD16","CD40","DVD Write","CD Write","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-221","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On ihes108-29","(0)","Add","BD Write8/4/8/4","BD8","DVD16","CD48","DVD Write16/8/16/16/6/16/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/01TvHjgYbOL.jpg","https://m.media-amazon.com/images/I/01TvHjgYbOL.jpg"
"1784223770-222","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHAS324-99","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-223","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHAS524-06","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-224","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony 5280S-CB-PLUS","(8)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/-","CD Write48/32","(8)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31H4OStjPCL.jpg","https://m.media-amazon.com/images/I/31H4OStjPCL.jpg"
"1784223770-225","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Pioneer BDR-207","(0)","Add","BD Write12/12/2/2","BD10","DVD16","CD40","DVD Write16/8/8/16/6/8/-","CD Write40/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-226","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Pioneer BDR-207MBK","(2)","Add","BD Write12/12/2/2","BD10","DVD16","CD40","DVD Write16/8/8/16/6/8/5","CD Write40/24","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/319z5jRtTkL.jpg","https://m.media-amazon.com/images/I/319z5jRtTkL.jpg"
"1784223770-227","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Pioneer BDR-2207","(0)","Add","BD Write12/12/2/2","BD10","DVD16","CD40","DVD Write16/8/8/16/6/8/5","CD Write40/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-228","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SN-208DB/BEBE","(2)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-229","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On ihas524-T06","(2)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-230","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG UH12LS29","(0)","Add","BD Write","BD10","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31y7SH0RcqL.jpg","https://m.media-amazon.com/images/I/31y7SH0RcqL.jpg"
"1784223770-231","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On IHAS324-98","(12)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/-/24/6/-/-","CD Write48/32","(12)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
