web_scraper_order,web_scraper_start_url,pagination,name,rating,price,bd_write,data,dvd,data2,dvd_write,cd_write,name3,price2,dvd2,bd_write2,dvd_write2,cd_write2,data3,data4,name2,name4
"1784223763-114","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Archgon CB-5021-GD","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/3d57b5552e0e55830942fe4460ac28d6.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3d57b5552e0e55830942fe4460ac28d6.med.256p.jpg"
"1784223763-115","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Lite-On DL-8A4SH-01","(1)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/4184d3kKxJL.jpg","https://images-na.ssl-images-amazon.com/images/I/4184d3kKxJL.jpg"
"1784223763-116","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Silverstone SST-SOB02","(2)","Add","BD Write6/6/6/6","BD","DVD","CD24","DVD Write8/8/8/8/8/8/4","CD Write24/24","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41e2PcrEhYL.jpg","https://m.media-amazon.com/images/I/41e2PcrEhYL.jpg"
"1784223763-117","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","OcUK iHAS124-14","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/b41a4178121418752b21f5b1fc98d0fc.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b41a4178121418752b21f5b1fc98d0fc.256p.jpg"
"1784223763-118","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","OcUK CD-005-OK","(0)","Add","BD Write6/-/8/-","BD10","DVD16","CD40","DVD Write16/8/8/12/8/8/12","CD Write48/40","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-119","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","OcUK OcUKSATADVDRW","(0)","Add","BD Write","BD","DVD16","CD40","DVD Write16/12/12/16/12/12/-","CD Write48/40","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-120","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","LG GH24NSB0B","(3)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/415Nn6QEgBL.jpg","https://m.media-amazon.com/images/I/415Nn6QEgBL.jpg"
"1784223763-121","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Asus DVD-E818AAT/BLK/B/GE","(2)","Add","BD Write","BD","DVD18","CD48","DVD Write","CD Write","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-122","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","I/O Magic IDVD24S","(0)","Add","BD Write","BD","DVD","CD","DVD Write24/8/16/24/1/16/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31l1xlryOvL.jpg","https://m.media-amazon.com/images/I/31l1xlryOvL.jpg"
"1784223763-123","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","LG CU20N","(0)","Add","BD Write","BD6","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/16","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-124","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","LG GUB0N","(1)","£29.75Add","BD Write","BD","DVD8","CD24","DVD Write8/6/6/8/6/6/5","CD Write24/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31YuVe+ru9L.jpg","https://m.media-amazon.com/images/I/31YuVe+ru9L.jpg"
"1784223763-125","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Lenovo 41N5618","(0)","Add","BD Write","BD","DVD16","CD40","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31v7sYVEIOL.jpg","https://m.media-amazon.com/images/I/31v7sYVEIOL.jpg"
"1784223763-126","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Lite-On DH-4O1S-11","(0)","Add","BD Write","BD4","DVD12","CD32","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-127","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Asus BC-06B1ST","(0)","Add","BD Write6/4/6/4","BD6","DVD16","CD48","DVD Write16/8/8/16/8/8/-","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-128","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Teac BD-W512GSA","(0)","Add","BD Write12/8/2/2","BD","DVD","CD","DVD Write16/8/8/16/6/8/-","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-129","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","LG GH10N","(1)","Add","BD Write","BD","DVD","CD","DVD Write","CD Write","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41D-LMpdxkL.jpg","https://m.media-amazon.com/images/I/41D-LMpdxkL.jpg"
"1784223763-130","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Samsung SH-224FB/RSBS","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223763-131","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=3","Samsung SH-S203B","(0)","Add","BD Write","BD","DVD20","CD48","DVD Write20/8/12/20/6/12/12","CD Write32/48","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-132","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG UH12NS40","(7)","Add","BD Write","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/5","CD Write48/24","(7)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/4e1184c3762ba4641e0da2ac60778062.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4e1184c3762ba4641e0da2ac60778062.256p.jpg"
"1784223770-133","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-224FB","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/f7379a11d26af8e97c965c680f5a3e2e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f7379a11d26af8e97c965c680f5a3e2e.256p.jpg"
"1784223770-134","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-224GB/BSBE","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/21o4S7gIt2L.jpg","https://m.media-amazon.com/images/I/21o4S7gIt2L.jpg"
"1784223770-135","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","HP 447326-B21","(7)","Add","BD Write","BD","DVD16","CD40","DVD Write","CD Write","(7)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-136","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG GH24NS70 OEM","(3)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/12","CD Write48/32","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-137","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony AD-7260S-0B","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/313WEmD29AL.jpg","https://images-na.ssl-images-amazon.com/images/I/313WEmD29AL.jpg"
"1784223770-138","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-B123L","(3)","Add","BD Write","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/4","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-139","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Plextor PX-B320SA SW","(0)","Add","BD Write","BD8","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-140","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony BC-5500H-01","(0)","Add","BD Write","BD4","DVD8","CD24","DVD Write8/4/4/8/4/4/5","CD Write16/10","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/41482thKiUL.jpg","https://images-na.ssl-images-amazon.com/images/I/41482thKiUL.jpg"
"1784223770-141","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-S222A","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-142","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHDP118-04","(1)","Add","BD Write","BD","DVD18","CD48","DVD Write","CD Write","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/2ed489a17bee0ccb859dfd1a8e5d9348.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2ed489a17bee0ccb859dfd1a8e5d9348.256p.jpg"
"1784223770-143","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHDS118-04","(17)","Add","BD Write","BD","DVD18","CD48","DVD Write","CD Write","(17)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31i7bZor6OL.jpg","https://m.media-amazon.com/images/I/31i7bZor6OL.jpg"
"1784223770-144","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Buslink DBW-1647","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write16/4/4/16/4/-/-","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31edfo1S2oL.jpg","https://m.media-amazon.com/images/I/31edfo1S2oL.jpg"
"1784223770-145","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","MSI DH-18D4P","(0)","Add","BD Write","BD","DVD18","CD48","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/6464b6f0e85ef421ca6a0be0961d85b8.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6464b6f0e85ef421ca6a0be0961d85b8.256p.jpg"
"1784223770-146","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHES112-29","(0)","Add","BD Write","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/21jyjK0M8QL.jpg","https://images-na.ssl-images-amazon.com/images/I/21jyjK0M8QL.jpg"
"1784223770-147","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony BWU-500S","(0)","Add","BD Write12/8/2/2","BD8","DVD16","CD48","DVD Write8/8/6/8/6/6/5","CD Write24/16","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31HqE2-yW6L.jpg","https://m.media-amazon.com/images/I/31HqE2-yW6L.jpg"
"1784223770-148","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHES208-08","(0)","Add","BD Write","BD8","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/48","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41u7d8JF2nL.jpg","https://m.media-amazon.com/images/I/41u7d8JF2nL.jpg"
"1784223770-149","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Memorex MRX-550L","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/-/24/6/-/-","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/5c28eb427548ac792fc3e5b179d034bb.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5c28eb427548ac792fc3e5b179d034bb.med.256p.jpg"
"1784223770-150","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony BC5640H-03","(0)","Add","BD Write","BD6","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/16","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31KldmHbkOL.jpg","https://m.media-amazon.com/images/I/31KldmHbkOL.jpg"
"1784223770-151","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG GH22NS90B","(9)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/8/22/6/8/12","CD Write48/32","(9)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/21TlnaWd1AL.jpg","https://m.media-amazon.com/images/I/21TlnaWd1AL.jpg"
"1784223770-152","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHES212-08","(1)","Add","BD Write","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/318zYB-chwL.jpg","https://images-na.ssl-images-amazon.com/images/I/318zYB-chwL.jpg"
"1784223770-153","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG WH12LS39","(6)","Add","BD Write12/12/2/2","BD10","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(6)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31TQTYzEpEL.jpg","https://m.media-amazon.com/images/I/31TQTYzEpEL.jpg"
"1784223770-154","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-222BB/BEBE","(33)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/8/22/6/8/12","CD Write48/24","(33)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31pU32qCJlL.jpg","https://m.media-amazon.com/images/I/31pU32qCJlL.jpg"
"1784223770-155","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG CH12LS28","(3)","Add","BD Write","BD10","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-156","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Pioneer BDR-207DBKS","(1)","Add","BD Write12/12/2/2","BD10","DVD16","CD40","DVD Write16/8/8/16/6/8/-","CD Write40/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-157","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Pioneer BDR-2206","(0)","Add","BD Write12/12/2/2","BD8","DVD12","CD40","DVD Write16/8/8/16/6/8/-","CD Write40/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-158","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG GH24NS72","(16)","Add","BD Write","BD","DVD16","CD48","DVD Write24/6/8/24/8/24/-","CD Write48/32","(16)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/21wtZOcJldL.jpg","https://m.media-amazon.com/images/I/21wtZOcJldL.jpg"
"1784223770-159","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-224BB","(47)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/12","CD Write48/24","(47)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/313GbaEitWL.jpg","https://m.media-amazon.com/images/I/313GbaEitWL.jpg"
"1784223770-160","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG CH10LS20 OEM","(1)","Add","BD Write","BD10","DVD16","CD48","DVD Write16/8/-/16/6/-/-","CD Write48/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-161","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Pioneer BDR-208DBK","(16)","Add","BD Write15/14/2/2","BD12","DVD16","CD40","DVD Write16/8/8/16/6/8/-","CD Write40/24","(16)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41uJ1Alz2sL.jpg","https://m.media-amazon.com/images/I/41uJ1Alz2sL.jpg"
"1784223770-162","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Supermicro DVM-TEAC-824B","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write","CD Write","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/11JMsSv8oVL.jpg","https://m.media-amazon.com/images/I/11JMsSv8oVL.jpg"
"1784223770-163","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Archgon CB-5021-GB","(0)","Add","BD Write6/2/2/2","BD6","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/4","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/777b70ab5a0855ceb00cbfaf94d77c46.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/777b70ab5a0855ceb00cbfaf94d77c46.256p.jpg"
"1784223770-164","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","EVGA 100-OD-S101-BR","(7)","Add","BD Write","BD","DVD","CD","DVD Write8/8/6/8/6/6/5","CD Write24/24","(7)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41IiBQwkfFL.jpg","https://m.media-amazon.com/images/I/41IiBQwkfFL.jpg"
"1784223770-165","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SN-208FB/BEBE","(2)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/-","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/ae8982968dc8cceb2aaeeda6532a2b27.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ae8982968dc8cceb2aaeeda6532a2b27.256p.jpg"
"1784223770-166","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","OcUK CD-004-OK","(0)","Add","BD Write","BD8","DVD","CD","DVD Write16/16/8/16/16/8/-","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/6dc79ff662c657a6cd341db7e8b117a7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6dc79ff662c657a6cd341db7e8b117a7.256p.jpg"
"1784223770-167","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lenovo 0A65618","(0)","Add","BD Write","BD","DVD","CD","DVD Write16/12/12/16/12/12/12","CD Write48/40","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31Gs9mrUmtL.jpg","https://m.media-amazon.com/images/I/31Gs9mrUmtL.jpg"
"1784223770-168","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Asus DRW-24D3ST","(2)","Add","BD Write","BD","DVD16","CD48","DVD Write16/13/12/16/8/12/5","CD Write48/40","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-169","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-224FB/RSMS","(6)","Add","BD Write","BD","DVD","CD","DVD Write24/8/8/24/8/8/5","CD Write48/24","(6)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41AT14RD18L.jpg","https://m.media-amazon.com/images/I/41AT14RD18L.jpg"
"1784223770-170","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Sony AD-7200S-0B","(2)","Add","BD Write","BD","DVD","CD","DVD Write20/8/8/20/6/12/12","CD Write48/32","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-171","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Pioneer BDR-211EBK","(0)","Add","BD Write16/-/-/-","BD","DVD","CD","DVD Write-/16/-/-/16/-/-","CD Write-/40","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/d9ec8d732f0ed77b1e4abe8fbb9ec1c3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d9ec8d732f0ed77b1e4abe8fbb9ec1c3.256p.jpg"
"1784223770-172","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG GH22LS50","(0)","Add","BD Write","BD","DVD12","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-173","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Samsung SH-S223C","(1)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/32","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/21HvL5IikeL.jpg","https://m.media-amazon.com/images/I/21HvL5IikeL.jpg"
"1784223770-174","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG GH22LP21","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41ZPk-h1fzL.jpg","https://m.media-amazon.com/images/I/41ZPk-h1fzL.jpg"
"1784223770-175","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","LG GH22NP21","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/4138h-K4CzL.jpg","https://m.media-amazon.com/images/I/4138h-K4CzL.jpg"
"1784223770-176","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On IHBS112-29","(3)","Add","BD Write12/8/2/2","BD8","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223770-177","https://uk.pcpartpicker.com/products/optical-drive/","https://uk.pcpartpicker.com/products/optical-drive/#page=2","Lite-On iHAP122-04","(0)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/8/22/6/8/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
