web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224104-1","https://www.scan.co.uk/shop/computer-hardware/flight-joysticks/all","","Thrustmaster T.16000M FCS Space Sim Duo Pack, H.E.A.R.T HallEffect AccuRate Technology, USB, PC","£119.99",""
