name,price,image,chipset,memory,core_clock,boost_clock,color,length,rating
XFX Mercury OC Magnetic Air RGB,745,https://cdna.pcpartpicker.com/static/forever/images/product/a2aad28909e297f7c650a35f740bbd91.256p.jpg,Radeon RX 9070 XT,16 GB,1870 MHz,3100 MHz,Black,360 mm,5
ASRock Phantom Gaming OC,1031.58,https://cdna.pcpartpicker.com/static/forever/images/product/d3d588536b23037ec14a155a67de9e4a.256p.jpg,Radeon RX 7900 XTX,24 GB,2300 MHz,2615 MHz,Black,330 mm,4.5
Asus STRIX GAMING,1180.78,https://cdna.pcpartpicker.com/static/forever/images/product/d4e18c8d46a29358ef69fa1fa83d70c3.256p.jpg,GeForce GTX 1080 Ti,11 GB,1569 MHz,1708 MHz,Black,298 mm,4.5
Gigabyte WINDFORCE V2,1548.99,https://cdna.pcpartpicker.com/static/forever/images/product/906bb4342e5338eb27a11a439afe80ff.256p.jpg,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2550 MHz,Black,330 mm,4.5
ASRock Creator,1024.99,https://cdna.pcpartpicker.com/static/forever/images/product/fbc6f965cf17b35c86fd167fdd67abb0.256p.jpg,Radeon AI PRO R9700,32 GB,1660 MHz,2920 MHz,Black,271 mm,0
MSI RX 580 8G,260,Radeon RX 580,Radeon RX 580,8 GB,1257 MHz,1340 MHz,Black / Red,243 mm,4.5
MSI INSPIRE 3X OC,1187.39,https://cdna.pcpartpicker.com/static/forever/images/product/e9a66303c20bcc7a04a59c86ef89229b.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2497 MHz,Gold / Black,288 mm,5
Gigabyte GAMING OC Rev 2.0,354.99,https://cdna.pcpartpicker.com/static/forever/images/product/23125b08d8d0986375005ffebc793f62.256p.jpg,GeForce RTX 3060 12GB,12 GB,1320 MHz,1837 MHz,Black / Gray,282 mm,4.5
MSI GeForce GTX 1060 6GT OCV1,,https://cdna.pcpartpicker.com/static/forever/images/product/68d2a9c5326873e057ec19d76e94dbc3.256p.jpg,GeForce GTX 1060 6GB,6 GB,1544 MHz,1759 MHz,Black / White,243 mm,4
XFX Speedster SWFT 309,,https://cdna.pcpartpicker.com/static/forever/images/product/2c6a56d45515fa29b68946b8ee7c50fa.256p.jpg,Radeon RX 6700,10 GB,2132 MHz,2425 MHz,Black,304 mm,4.5
XFX Speedster SWFT 210,629.79,https://cdna.pcpartpicker.com/static/forever/images/product/f2b065ca9a327abdf59052263ed6f1db.256p.jpg,Radeon RX 6600 XT,8 GB,2092 MHz,2589 MHz,Black,241 mm,4
PNY EPIC-X RGB OC,369.98,GeForce RTX 5090,GeForce RTX 5060 Ti,8 GB,2407 MHz,2692 MHz,Black,297 mm,5
PowerColor Reaper A,489.98,https://cdna.pcpartpicker.com/static/forever/images/product/d4f25fffce22fec93e097d7bd90f1fc8.256p.jpg,Radeon RX 9070 GRE,12 GB,1420 MHz,2790 MHz,Black,304 mm,0
Palit GamingPro-S,885.46,https://cdna.pcpartpicker.com/static/forever/images/product/e9788a25886c5427edbd84c75b8d360f.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2452 MHz,Black,332 mm,5
Asus ROG Astral BTF OC,,https://cdna.pcpartpicker.com/static/forever/images/product/47d76ee5e657d7e8db4b0a58e8007c3f.256p.jpg,GeForce RTX 5090,32 GB,2010 MHz,2610 MHz,Black / Silver,358 mm,0
MSI GT 710 2GD3 LP,59.95,GeForce GT 710,GeForce GT 710,2 GB,954 MHz,Black,Black,146 mm,4
MSI GAMING TRIO OC WHITE,954.13,https://cdna.pcpartpicker.com/static/forever/images/product/79c9173b16ead8d74cd35005fcb21743.256p.jpg,GeForce RTX 5070,12 GB,2160 MHz,White,White,338 mm,5
Intel 33P6PEB0BB,458.99,https://cdna.pcpartpicker.com/static/forever/images/product/1bc66a4550cf55d718ae2f62fdbf5122.256p.jpg,Arc Pro B50,16 GB,1700 MHz,2600 MHz,Black / Blue,167 mm,0
MSI FRIEREN EDITION OC,1072.57,https://cdna.pcpartpicker.com/static/forever/images/product/2249e46eb99925369b6dcf01cf5da9d7.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2580 MHz,White / Blue,338 mm,5
XFX Speedster SWFT 319,872.82,https://cdna.pcpartpicker.com/static/forever/images/product/8ee45d80334635868e6d33bec929e078.256p.jpg,Radeon RX 6800 XT,16 GB,1825 MHz,2250 MHz,Black,340 mm,5
MSI VENTUS 2X,359.99,https://cdna.pcpartpicker.com/static/forever/images/product/613e595441ac67a75dbbfa0aa8b72214.256p.jpg,GeForce RTX 5060,8 GB,2280 MHz,2512 MHz,White,197 mm,5
XFX Speedster MERC 319 Black,789.09,https://cdna.pcpartpicker.com/static/forever/images/product/a9d4e2a1d542e1a646bdadd38a50fe40.256p.jpg,Radeon RX 6750 XT,12 GB,2150 MHz,2623 MHz,Silver / Black,323 mm,4.5
PNY VERTO OC,1791,https://cdna.pcpartpicker.com/static/forever/images/product/41b4e6d1be0faa7aebe206126f1ab4a8.256p.jpg,GeForce RTX 4080 SUPER,16 GB,2210 MHz,2565 MHz,Black,340 mm,4
PowerColor Hellhound Spectral,699.99,https://cdna.pcpartpicker.com/static/forever/images/product/096ee914d963e3b62cbf63a5aabb1c38.256p.jpg,Radeon RX 9070 XT,16 GB,2400 MHz,3010 MHz,White,327 mm,4
PNY VCNRTX6000ADA-PB,7644.99,https://cdna.pcpartpicker.com/static/forever/images/product/6ef5b8f1b94982c71019a0d9ac2795e2.256p.jpg,RTX 6000 Ada Generation,48 GB,915 MHz,2505 MHz,Black / Gold,267 mm,5
Acer Nitro OC,199.99,https://cdna.pcpartpicker.com/static/forever/images/product/5e36ba1af0197f9af55e21526ae0fac5.256p.jpg,Arc B570,10 GB,2500 MHz,2690 MHz,Black / Silver,288 mm,0
AMD 100-300000120,,Radeon RX 7600,Radeon RX 7600,8 GB,1720 MHz,2655 MHz,Black,204 mm,0
Zotac GAMING Twin Edge OC,315.46,https://cdna.pcpartpicker.com/static/forever/images/product/16ce667a7e85376dcce4bacfc968e3cd.256p.jpg,GeForce RTX 5060,8 GB,2280 MHz,2527 MHz,Black,220 mm,0
XFX Speedster QICK 319 Core,689,https://cdna.pcpartpicker.com/static/forever/images/product/165da78d04ac3356f2b48e70fd34d044.256p.jpg,Radeon RX 6750 XT,12 GB,2150 MHz,2600 MHz,Black,323 mm,4.5
MSI VENTUS 3X OC BLACK,,https://cdna.pcpartpicker.com/static/forever/images/product/f358cee8822de3bf68692b864fd665e2.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2497 MHz,Black,303 mm,5
Gigabyte GV-R9070XTGAMING-16GD,639.99,https://cdna.pcpartpicker.com/static/forever/images/product/43e5d1d7ae4db77463b52fb22f0e6925.256p.jpg,Radeon RX 9070 XT,16 GB,2400 MHz,2970 MHz,Black,288 mm,0
Zotac GAMING,437.15,GeForce RTX 2060,GeForce GTX 1660 Ti,6 GB,1500 MHz,1770 MHz,Black,173 mm,5
MSI GeForce RTX 3070 VENTUS 3X OC,534.19,https://cdna.pcpartpicker.com/static/forever/images/product/3beb0bf7ba158d78c55d6b7ad77680ed.256p.jpg,GeForce RTX 3070,8 GB,1500 MHz,1755 MHz,Black / Silver,305 mm,4.5
EVGA SC GAMING ACX 3.0,495,https://cdna.pcpartpicker.com/static/forever/images/product/c934de56b5bb1039c3ff8790556eea75.256p.jpg,GeForce GTX 1080,8 GB,1708 MHz,1847 MHz,Black / Silver,267 mm,4.5
XFX Speedster MERC 319 CORE,729.79,https://cdna.pcpartpicker.com/static/forever/images/product/a9161fee84858462d1519634cb6a73d4.256p.jpg,Radeon RX 6800 XT,16 GB,1825 MHz,2250 MHz,Black / Silver,340 mm,4.5
MSI GeForce RTX 2070 SUPER VENTUS GP OC,689,GeForce RTX 2070 SUPER,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1785 MHz,Silver / Black,258 mm,4
EVGA XC GAMING,458.93,GeForce RTX 3060 Ti,GeForce RTX 3060 12GB,12 GB,1320 MHz,1882 MHz,Black,202 mm,4.5
MSI VENTUS 3X E OC,,https://cdna.pcpartpicker.com/static/forever/images/product/8beceb7408ce30af2d187c3884e8a916.256p.jpg,GeForce RTX 4070 Ti,12 GB,2310 MHz,2655 MHz,Silver / Black,308 mm,0
Palit Dual,359.99,https://cdna.pcpartpicker.com/static/forever/images/product/8da896e52c0a554be86d1eafadd0ea86.256p.jpg,GeForce RTX 5060 Ti,8 GB,2407 MHz,2572 MHz,Black,262 mm,0
MSI GT 710 1GD3H LP,45.99,https://cdna.pcpartpicker.com/static/forever/images/product/94c8b0f21d77d7bfa2a9cb727857fcc6.256p.jpg,GeForce GT 710,1 GB,954 MHz,Black,Black,146 mm,4
Sparkle ECO,124.99,https://cdna.pcpartpicker.com/static/forever/images/product/00fae7f0e55f54fcd95aaee6f097404c.256p.jpg,Arc A310,4 GB,1750 MHz,1000 MHz,Blue,156 mm,4
Sparkle TITAN OC,356.93,https://cdna.pcpartpicker.com/static/forever/images/product/7ce4d8ac0fe7a6ff0bb47f264dcceae3.256p.jpg,Arc B580,12 GB,2670 MHz,2740 MHz,Blue / White,317 mm,4.5
Gigabyte AORUS XTREME WATERFORCE,3999.95,https://cdna.pcpartpicker.com/static/forever/images/product/cd6c40012f6ad9665164a6c62121d333.256p.jpg,GeForce RTX 5090,32 GB,2010 MHz,2655 MHz,Black,246 mm,0
MSI Radeon RX 6600 MECH 2X 8G,568.03,Radeon RX 6600,Radeon RX 6600,8 GB,1626 MHz,2491 MHz,Black / Silver,235 mm,4.5
Gigabyte EAGLE OC,309.99,https://cdna.pcpartpicker.com/static/forever/images/product/ec5368a6615c7ad774cde24712843e44.256p.jpg,GeForce RTX 5060,8 GB,2280 MHz,White / Silver,Black,208 mm,0
MSI GAMING X TRIO,1592.55,https://cdna.pcpartpicker.com/static/forever/images/product/af953fe4ca9531c2170d536899a128d9.256p.jpg,GeForce RTX 4070 Ti,12 GB,2310 MHz,2760 MHz,Black,337 mm,4.5
Yeston Sakura,849,https://cdna.pcpartpicker.com/static/forever/images/product/ee172b10ffe4860c4e3d84390b0b9dcf.256p.jpg,Radeon RX 9060 XT,16 GB,2220 MHz,3320 MHz,White / Blue,342 mm,5
Gigabyte OC,340.27,https://cdna.pcpartpicker.com/static/forever/images/product/fd3f1fab20d375d6dcb36184a28b0092.256p.jpg,GeForce GTX 1660 Ti,6 GB,1500 MHz,1800 MHz,Black / Gray,226 mm,4.5
EVGA BLACK GAMING,,https://cdna.pcpartpicker.com/static/forever/images/product/c008d93d3c15b5a9b567f0f360be61b4.256p.jpg,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1815 MHz,Black,270 mm,4.5
Asus TUF GAMING OC V2,680.55,https://cdna.pcpartpicker.com/static/forever/images/product/f6d658e76ebc159bc9286cf947bb9c5b.256p.jpg,GeForce RTX 3070 LHR,8 GB,1500 MHz,1845 MHz,Black,300 mm,4.5
NVIDIA 9001G4112520001,,GeForce GTX 1070,GeForce GTX 1070,8 GB,1506 MHz,1683 MHz,Black / Silver,267 mm,4.5
AMD 100-300000082,,Radeon RX 7800 XT,Radeon RX 7800 XT,16 GB,1295 MHz,2430 MHz,Black,267 mm,5
Gigabyte AI TOP,1319.99,GeForce RTX 4070 Ti SUPER,Radeon AI PRO R9700,32 GB,1660 MHz,2920 MHz,Black,267 mm,0
AMD 100-438385,,Radeon RX 6700 XT,Radeon RX 6700 XT,12 GB,2321 MHz,2581 MHz,Black / Silver,267 mm,4.5
MSI RTX 3060 Ventus 3X 12G OC,714.07,https://cdna.pcpartpicker.com/static/forever/images/product/24f2250843caa631f82d234bc781e9d0.256p.jpg,GeForce RTX 3060 12GB,12 GB,1320 MHz,1807 MHz,Black,316 mm,4.5
Zotac Solid OC,1259.99,https://cdna.pcpartpicker.com/static/forever/images/product/9115f5723a3732c44b089f1460bcad4e.256p.jpg,GeForce RTX 5080,16 GB,2300 MHz,2640 MHz,White / Gold,330 mm,4.5
MSI D4 LP OC,119.88,https://cdna.pcpartpicker.com/static/forever/images/product/9aa643dcd83553ff4c6359517a07a70c.256p.jpg,GeForce GT 1030 DDR4,4 GB,1151 MHz,1430 MHz,Black,150 mm,5
PNY VCG50508DFXPB1,289.99,https://cdna.pcpartpicker.com/static/forever/images/product/d91eef9342b0507728f7f7774239d4d9.256p.jpg,GeForce RTX 5050,8 GB,2317 MHz,2572 MHz,Black,200 mm,0
PNY VCQP600-PB,80.15,https://cdna.pcpartpicker.com/static/forever/images/product/b8d11781239c8c8a202ce92d93f9f06f.256p.jpg,Quadro P600,2 GB,1354 MHz,1455 MHz,Black,145 mm,0
Zotac GAMING Twin Fan,300.14,https://cdna.pcpartpicker.com/static/forever/images/product/ba41dae3e3847ddb78314bc9bc9c39fc.256p.jpg,GeForce GTX 1660,6 GB,1530 MHz,1785 MHz,Black,216 mm,4
Zotac Solid Core OC,999.99,https://cdna.pcpartpicker.com/static/forever/images/product/c5f602a14f96f5f8f0bdb09fd3381310.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2482 MHz,White / Gold,304 mm,5
AMD RADEON PRO WX 5100,220.9,https://cdna.pcpartpicker.com/static/forever/images/product/353ee1ecce1f134a20aa5f735d86042e.256p.jpg,Radeon Pro WX 5100,8 GB,926 MHz,1206 MHz,Blue,173 mm,0
ASRock B60 CT 24G,670.47,https://cdna.pcpartpicker.com/static/forever/images/product/742959bb1ccf2659128eae831fd313b9.256p.jpg,Arc Pro B60,24 GB,2000 MHz,2400 MHz,Black,271 mm,0
Asus Turbo,1238.4,https://cdna.pcpartpicker.com/static/forever/images/product/bad81a817b04a237ac0c5db814537b5e.256p.jpg,Radeon AI PRO R9700,32 GB,1660 MHz,2940 MHz,Black,267 mm,0
PNY Founders Edition,695,GeForce GTX 1080,GeForce GTX 1080 Ti,11 GB,1480 MHz,1582 MHz,Black / Silver,267 mm,5
MSI RTX 4090 GAMING SLIM 24G,3070,https://cdna.pcpartpicker.com/static/forever/images/product/5e1f03c9160700c369fac26b7f65529f.256p.jpg,GeForce RTX 4090,24 GB,2235 MHz,2535 MHz,Black,322 mm,5
Asus LP BRK OC,349.99,GeForce RTX 4060,GeForce RTX 5060,8 GB,2280 MHz,2580 MHz,Black,176 mm,0
MSI RTX 3070 GAMING X TRIO,699,https://cdna.pcpartpicker.com/static/forever/images/product/9921c03232084272f256dcd036802c4e.256p.jpg,GeForce RTX 3070,8 GB,1500 MHz,1830 MHz,Black / Silver,323 mm,4.5
PowerColor ITX,203.39,https://cdna.pcpartpicker.com/static/forever/images/product/d30b9cce1d925021860b3039048081e6.256p.jpg,Radeon RX 6500 XT,4 GB,2310 MHz,Black,Black,165 mm,3
XFX Speedster QICK 319 BLACK,641.23,https://cdna.pcpartpicker.com/static/forever/images/product/d36c7f37465a6748a5c652e18ec14c20.256p.jpg,Radeon RX 6700 XT,12 GB,2457 MHz,2622 MHz,Black,323 mm,4.5
Sparkle ROC Luna OC,301.6,https://cdna.pcpartpicker.com/static/forever/images/product/3692e3464437d4e4dbce0ae21a82c78f.256p.jpg,Arc A750,8 GB,2050 MHz,2200 MHz,White,281 mm,4.5
Zotac GAMING SOLID CORE,1300.47,https://cdna.pcpartpicker.com/static/forever/images/product/fbab73315e55845694c5a4d192d01ef8.256p.jpg,GeForce RTX 5080,16 GB,2300 MHz,2617 MHz,Black / Copper,304 mm,4
Asus Dual V3,,https://cdna.pcpartpicker.com/static/forever/images/product/22160feb110c583613e403b0226ce66c.256p.jpg,Radeon RX 6600,8 GB,1626 MHz,2491 MHz,Black,219 mm,4.5
Zotac GAMING Twin Edge,595.47,https://cdna.pcpartpicker.com/static/forever/images/product/12bbb78265364a6b5db1b72c3744644c.256p.jpg,GeForce RTX 5070,12 GB,2160 MHz,2512 MHz,Black / Silver,242 mm,5
Asus Phoenix OC,367.81,https://cdna.pcpartpicker.com/static/forever/images/product/f4f5bdae792beaeebd757c0e00c1e02e.256p.jpg,GeForce GTX 1660 SUPER,6 GB,1530 MHz,1830 MHz,Black / White,174 mm,4.5
PNY VCG507012TFXPB1,569.99,https://cdna.pcpartpicker.com/static/forever/images/product/9fbb1d0c0fa3eb6c4517d2f7947cc055.256p.jpg,GeForce RTX 5070,12 GB,2325 MHz,2512 MHz,Black,300 mm,0
XFX Speedster MERC 310,658,https://cdna.pcpartpicker.com/static/forever/images/product/9fa3f47342c691292f00856cb289c08d.256p.jpg,Radeon RX 7900 XT,20 GB,2000 MHz,2535 MHz,Black / Silver,344 mm,4.5
Asus ROG Astral OC HATSUNE MIKU EDITION,,https://cdna.pcpartpicker.com/static/forever/images/product/47544b5d26d244d914d4de4120b3bbc5.256p.jpg,GeForce RTX 5080,16 GB,2300 MHz,2790 MHz,Turquoise / Pink,358 mm,4
XFX Mercury OC,465.46,https://cdna.pcpartpicker.com/static/forever/images/product/c7504529068a366829f53873e4475a19.256p.jpg,Radeon RX 9060 XT,16 GB,2220 MHz,3320 MHz,Black / Silver,320 mm,4.5
Zotac GAMING AMP Extreme INFINITY,3799.99,https://cdna.pcpartpicker.com/static/forever/images/product/3a2ca3815a6806302385d18b7015bb66.256p.jpg,GeForce RTX 5090,32 GB,2010 MHz,2467 MHz,Black,332 mm,0
EVGA Founders Edition,1153,GeForce GTX 1080 Ti,GeForce GTX 1080 Ti,11 GB,1480 MHz,1582 MHz,Black / Silver,267 mm,5
Zotac Twin Edge,580.99,https://cdna.pcpartpicker.com/static/forever/images/product/cd793df8e47251213ff8e1daeaa72921.256p.jpg,GeForce RTX 5060 Ti,16 GB,2410 MHz,2572 MHz,Black,220 mm,5
PowerColor Red Devil,264.79,https://cdna.pcpartpicker.com/static/forever/images/product/974e6463233d79f449bc6a8d1723859b.256p.jpg,Radeon RX 580,8 GB,1257 MHz,1380 MHz,Black / Red,255 mm,4.5
Asus PRIME EVO OC,1388.09,https://cdna.pcpartpicker.com/static/forever/images/product/ca2dabaa6910996e7e476a731a8ae949.256p.jpg,GeForce RTX 5080,16 GB,2300 MHz,2685 MHz,Black,304 mm,0
ASRock Steel Legend Dark,541.19,https://cdna.pcpartpicker.com/static/forever/images/product/6f879947f3364dd5bbdb92d6051b67c4.256p.jpg,Radeon RX 9070 GRE,12 GB,1420 MHz,2920 MHz,Black,298 mm,0
Asus ROG STRIX TOP,,https://cdna.pcpartpicker.com/static/forever/images/product/df222de96a42c41cafb6c9a9d54cba45.256p.jpg,Radeon RX 580,8 GB,1257 MHz,1431 MHz,Black,298 mm,5
Inno3D X3,949.99,https://cdna.pcpartpicker.com/static/forever/images/product/47a2077070fc8aa77c9b99310600c390.256p.jpg,GeForce RTX 5070 Ti,16 GB,2295 MHz,2452 MHz,Black / Silver,300 mm,0
Gigabyte WINDFORCE SFF,2643.99,https://cdna.pcpartpicker.com/static/forever/images/product/944be04796799b52e6d0e14a4f5bd9b0.256p.jpg,GeForce RTX 5080,16 GB,2300 MHz,Black,Black,304 mm,0
Sparkle GUARDIAN OC,259.99,https://cdna.pcpartpicker.com/static/forever/images/product/202a483fa844f57205559d09fde92b21.256p.jpg,Arc B570,10 GB,2500 MHz,2660 MHz,Blue / White,242 mm,4.5
Zotac GAMING APOCALYPSE OC,,https://cdna.pcpartpicker.com/static/forever/images/product/dfbe8ee3cbe562fd07737749a97239b7.256p.jpg,GeForce RTX 5080,16 GB,2300 MHz,2730 MHz,White / Gold,361 mm,0
ASRock Challenger SE OC,240.72,https://cdna.pcpartpicker.com/static/forever/images/product/1fc2b6f95ffded1bc1c680a5b70b27b1.256p.jpg,Arc A750,8 GB,2200 MHz,Black,Black,267 mm,5
Yeston Sakura Atlantis,879.9,https://cdna.pcpartpicker.com/static/forever/images/product/bbe5b2964475b60709fd5f0fefd4cd41.256p.jpg,Radeon RX 9070 XT,16 GB,2400 MHz,3060 MHz,Blue / Pink,332 mm,5
MSI GeForce RTX 3060 Gaming X12G,,https://cdna.pcpartpicker.com/static/forever/images/product/82c275a9517eededa768170a16ad07c7.256p.jpg,GeForce RTX 3060 12GB,12 GB,1320 MHz,1837 MHz,Black / Silver,276 mm,4.5
EVGA SC2,,https://cdna.pcpartpicker.com/static/forever/images/product/f7bec8efd5e3f0ec45c531c62ffc1232.256p.jpg,GeForce GTX 1080 Ti,11 GB,1556 MHz,1670 MHz,Silver,267 mm,4.5
Asus STRIX GAMING OC,1340.41,https://cdna.pcpartpicker.com/static/forever/images/product/0174f5005fe9f34decdf2d379bfe7221.256p.jpg,GeForce RTX 2080 Ti,11 GB,1350 MHz,1665 MHz,Black,305 mm,4.5
Zotac GAMING Low Profile,299.99,https://cdna.pcpartpicker.com/static/forever/images/product/5d37983cb88bfd980265c5a1fc17d6aa.256p.jpg,GeForce RTX 5060,8 GB,2280 MHz,2497 MHz,Black / Gold,182 mm,0
ASRock Challenger D OC,389.69,https://cdna.pcpartpicker.com/static/forever/images/product/908f9f84adfd5c34c086406f04e754ef.256p.jpg,Radeon RX 6650 XT,8 GB,2055 MHz,2669 MHz,Black / Black,269 mm,4
MSI GeForce RTX 2070 GAMING 8G,,https://cdna.pcpartpicker.com/static/forever/images/product/a988495d7c1a7b498a81c990d235d1ba.256p.jpg,GeForce RTX 2070,8 GB,1410 MHz,1620 MHz,Black,307 mm,4
PNY VCG50508SFXPB1,243.62,https://cdna.pcpartpicker.com/static/forever/images/product/844bc019910c2fe328d2579ca0140b0f.256p.jpg,GeForce RTX 5050,8 GB,2317 MHz,2572 MHz,Black,147 mm,0
AMD 100-505999,139.94,https://cdna.pcpartpicker.com/static/forever/images/product/5d663e4f8db8ae2d8afe9206414f651c.256p.jpg,Radeon Pro WX 3100,4 GB,925 MHz,1219 MHz,Blue,168 mm,4.5
MSI VENTUS 3X,1889.99,https://cdna.pcpartpicker.com/static/forever/images/product/997666654c6b455a83af3619f1a2ff72.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2467 MHz,Gray / Black,303 mm,5
EVGA SC GAMING,395.76,https://cdna.pcpartpicker.com/static/forever/images/product/dc8f6e154e054c59c00ed4e2e9ad77d7.256p.jpg,GeForce RTX 2060,6 GB,1365 MHz,1710 MHz,Black,190 mm,4.5
MSI ARMOR OC,472.57,https://cdna.pcpartpicker.com/static/forever/images/product/d53db7190559b6287a4ff549f3bf5904.256p.jpg,Radeon RX 580,8 GB,1257 MHz,1366 MHz,Black / White,269 mm,4.5
Zotac GAMING AMP Extreme AIRO,2590,https://cdna.pcpartpicker.com/static/forever/images/product/e52bdda482446181594e512044b8b2c0.256p.jpg,GeForce RTX 4090,24 GB,2235 MHz,2580 MHz,Black / Silver,356 mm,4.5
NVIDIA 900-5G153-2570-000,,https://cdna.pcpartpicker.com/static/forever/images/product/9472ddfffdafaea4058991821872014f.256p.jpg,RTX PRO 5000 Blackwell,72 GB,1740 MHz,,Black / Gold,267 mm,0
AMD 50th Anniversary,,Radeon RX 5700 XT,Radeon RX 5700 XT,8 GB,1680 MHz,1980 MHz,Gold / Black,272 mm,0
EVGA SC GAMING ACX 3.0 Black Edition,525,https://cdna.pcpartpicker.com/static/forever/images/product/ef6b9749cb49e7393c49c420302ac3cb.256p.jpg,GeForce GTX 1070,8 GB,1594 MHz,1784 MHz,Black / Silver,267 mm,4.5
Palit Infinity 3 OC,518.99,https://cdna.pcpartpicker.com/static/forever/images/product/6851471f6e36d2a9aeec652c87ea1532.256p.jpg,GeForce RTX 5060 Ti,16 GB,2407 MHz,2662 MHz,Black,292 mm,5
PNY RTX A-Series,899.5,https://cdna.pcpartpicker.com/static/forever/images/product/f8528eb1fbafd13cf245315342eda5af.256p.jpg,RTX A2000 12GB,12 GB,562 MHz,1200 MHz,Black,167 mm,5
ASRock Phantom Gaming D OC,238.36,https://cdna.pcpartpicker.com/static/forever/images/product/dfb19d7a433728ff7b12090cb910aca8.256p.jpg,Radeon RX 6500 XT,4 GB,2365 MHz,2820 MHz,Black,240 mm,3
Sparkle ELF,149.99,https://cdna.pcpartpicker.com/static/forever/images/product/4c7f1131b3573c773a28f0ecb961618f.256p.jpg,Arc A380,6 GB,2000 MHz,2000 MHz,Blue / Black,153 mm,0
MSI VENTUS 2X E OC,179.99,https://cdna.pcpartpicker.com/static/forever/images/product/6212e800df9b92842508886ec633bacf.256p.jpg,GeForce RTX 3050 6GB,6 GB,1040 MHz,1492 MHz,Black,189 mm,0
MSI Radeon RX 5500 XT MECH 8G OC,,https://cdna.pcpartpicker.com/static/forever/images/product/5e66a4623796b6e31b4a56706752b980.256p.jpg,Radeon RX 5500 XT,8 GB,1647 MHz,1845 MHz,Black,215 mm,4.5
Gainward Phoenix-S,1171.4,https://cdna.pcpartpicker.com/static/forever/images/product/c84f6ce5662c259064ade121cab7a577.256p.jpg,GeForce RTX 5070 Ti,16 GB,2300 MHz,2452 MHz,Black,332 mm,0
XFX Speedster MERC 319,904.51,https://cdna.pcpartpicker.com/static/forever/images/product/9e7b0c5484a79ba1df4800df191b437d.256p.jpg,Radeon RX 6950 XT,16 GB,2009 MHz,2368 MHz,Black,340 mm,4.5
Palit OC,599.99,https://cdna.pcpartpicker.com/static/forever/images/product/2586a5d3c53661694b8293a41fc54f4f.256p.jpg,GeForce RTX 5070,12 GB,2160 MHz,2527 MHz,White,292 mm,0
MSI VENTUS GP,,https://cdna.pcpartpicker.com/static/forever/images/product/05bb39f94e05de9edef34c32f8e2d42a.256p.jpg,GeForce RTX 2070,8 GB,1410 MHz,1620 MHz,Silver / Black,232 mm,5
Asus ROG STRIX-GTX1070-O8G-GAMING,499,https://cdna.pcpartpicker.com/static/forever/images/product/02271e25bf612e7c8d8945b61d313139.256p.jpg,GeForce GTX 1070,8 GB,1632 MHz,1860 MHz,Black,298 mm,4.5
MSI GAMING,529,https://cdna.pcpartpicker.com/static/forever/images/product/e231d6dc03b4aab8867d8473f27a8870.256p.jpg,GeForce GTX 970,4 GB,1140 MHz,1279 MHz,Black / Red,269 mm,4.5
XFX Speedster SWFT 105,171.87,https://cdna.pcpartpicker.com/static/forever/images/product/f4f886c818c24c48eba51e7fbfed2efb.256p.jpg,Radeon RX 6400,4 GB,1923 MHz,Black,Black,155 mm,3.5
MSI Radeon RX 5600 XT GAMING MX,643.74,https://cdna.pcpartpicker.com/static/forever/images/product/43c82c4eced4b715ab4826414507a7e0.256p.jpg,Radeon RX 5600 XT,6 GB,1280 MHz,1620 MHz,Black / Silver,297 mm,4.5
XFX RX-570P8DFD6,399,https://cdna.pcpartpicker.com/static/forever/images/product/b51ec6cfc6da74e1e6be3d63cd3bfc91.256p.jpg,Radeon RX 570,8 GB,1168 MHz,1286 MHz,Black / Red,243 mm,4.5
XFX RX-79GMERCB9,669.99,https://cdna.pcpartpicker.com/static/forever/images/product/4ea392c27555f383750be1a63afec414.256p.jpg,Radeon RX 7900 GRE,16 GB,1270 MHz,2395 MHz,Black,335 mm,5
Sparkle ROC OC,515.09,Arc A770,Arc A770,16 GB,2100 MHz,2300 MHz,Black,281 mm,4
Gigabyte WINDFORCE OC 3X,,GeForce RTX 2070 SUPER,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1785 MHz,Black,280 mm,4.5
PowerColor Hellhound,611.82,https://cdna.pcpartpicker.com/static/forever/images/product/1be3e7d09885de7f1eb2182fedb6e941.256p.jpg,Radeon RX 6700 XT,12 GB,2321 MHz,2581 MHz,Black,305 mm,5
XFX Quicksilver Magnetic Air,667,https://cdna.pcpartpicker.com/static/forever/images/product/a9dfc21ca61eb0d384e0942d7813aa18.256p.jpg,Radeon RX 9070 XT,16 GB,2400 MHz,2970 MHz,White,350 mm,5
Sparkle GUARDIAN,329.99,https://cdna.pcpartpicker.com/static/forever/images/product/c68ade6ae075e0d02083e052c8f1b306.256p.jpg,Arc B580,12 GB,2670 MHz,2670 MHz,Blue,242 mm,0
