web_scraper_order,web_scraper_start_url,pagination,name,capacity_(w),capacity_(va),rating,price,name3,price2,capacity_(va)2,capacity_(w)2,name2,name4
"1784223691-173","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower PR500LCDRT1U","Capacity (W)400 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/fdde177a523a3ba9893c58cb2c1c3a08.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/fdde177a523a3ba9893c58cb2c1c3a08.256p.jpg"
"1784223691-174","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower PR750LCDRM1U","Capacity (W)560 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/2c8b8627d27534869ccde514d2607e34.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2c8b8627d27534869ccde514d2607e34.256p.jpg"
"1784223691-175","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower PR750LCDRT1U","Capacity (W)600 W","Capacity (VA)700 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/7a95087a2cba0a7ed27bbd96447c44d0.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/7a95087a2cba0a7ed27bbd96447c44d0.256p.jpg"
"1784223691-176","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower PR750LCDRTXL2U","Capacity (W)675 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/312cg0zP8gL.jpg","https://m.media-amazon.com/images/I/312cg0zP8gL.jpg"
"1784223691-177","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower PR750LCDTAA","Capacity (W)525 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/411iJTwufQL.jpg","https://m.media-amazon.com/images/I/411iJTwufQL.jpg"
"1784223691-178","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower SE425G","Capacity (W)255 W","Capacity (VA)425 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41LqO47LS4L.jpg","https://m.media-amazon.com/images/I/41LqO47LS4L.jpg"
"1784223691-179","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower CS50U48V","Capacity (W)50 W","Capacity (VA)","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/a2199df587d0d55a9ab6498233d8207d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a2199df587d0d55a9ab6498233d8207d.256p.jpg"
"1784223691-180","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Tripp Lite SMART500RT1U","Capacity (W)300 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/ce669d89fd3c0d4b14cf67049008a3e8.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ce669d89fd3c0d4b14cf67049008a3e8.256p.jpg"
"1784223691-181","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Belkin F6C500-UNV","Capacity (W)275 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223691-182","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Belkin F6H650-SER","Capacity (W)360 W","Capacity (VA)650 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223691-183","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Fellowes 99066","Capacity (W)","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/64cc9057a2fc3e14839d85a50f34b88c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/64cc9057a2fc3e14839d85a50f34b88c.256p.jpg"
"1784223691-184","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Fellowes 99067","Capacity (W)","Capacity (VA)600 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/2f5085eabe0d9d7190195f694a9a073c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2f5085eabe0d9d7190195f694a9a073c.256p.jpg"
"1784223691-185","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Fujitsu S26113-E400-L1","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223691-186","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF418A","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/311Lz6NIUvL.jpg","https://m.media-amazon.com/images/I/311Lz6NIUvL.jpg"
"1784223691-187","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF446A","Capacity (W)500 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31c1mj2HeAL.jpg","https://m.media-amazon.com/images/I/31c1mj2HeAL.jpg"
"1784223691-188","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF447A","Capacity (W)500 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/fb481a0846eb1736909c55c4718ed952.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/fb481a0846eb1736909c55c4718ed952.256p.jpg"
"1784223691-189","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF448A","Capacity (W)670 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223691-190","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF449A","Capacity (W)670 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223691-191","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF450A","Capacity (W)950 W","Capacity (VA)1400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://images-na.ssl-images-amazon.com/images/I/41WeOgC8-kL.jpg","https://images-na.ssl-images-amazon.com/images/I/41WeOgC8-kL.jpg"
"1784223691-192","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF451A","Capacity (W)950 W","Capacity (VA)1400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/29f0afa3c5090faae156fc83c33ec0b2.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/29f0afa3c5090faae156fc83c33ec0b2.256p.jpg"
"1784223691-193","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF460A","Capacity (W)4500 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d1625e9424df4d6f3b6c8fb0be291ce5.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d1625e9424df4d6f3b6c8fb0be291ce5.256p.jpg"
"1784223691-194","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF461A","Capacity (W)4500 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/cdf43dd9c8b03013a3bab1b89db0a03b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/cdf43dd9c8b03013a3bab1b89db0a03b.256p.jpg"
"1784223691-195","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF463A","Capacity (W)6300 W","Capacity (VA)6300 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41cv0mr5gLL.jpg","https://m.media-amazon.com/images/I/41cv0mr5gLL.jpg"
"1784223691-196","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF466A","Capacity (W)2700 W","Capacity (VA)2880 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31sHLYt-cNL.jpg","https://m.media-amazon.com/images/I/31sHLYt-cNL.jpg"
"1784223691-197","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF469A","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31BkmKcojoL.jpg","https://m.media-amazon.com/images/I/31BkmKcojoL.jpg"
"1784223691-198","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","HP AF471A","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/f62c9c6d440a4cc1843a5381badd1971.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f62c9c6d440a4cc1843a5381badd1971.256p.jpg"
"1784223691-199","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","IBM 2130R6X","Capacity (W)1050 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/6d2df8d5e0a9d40fbe4f108f93d8b302.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6d2df8d5e0a9d40fbe4f108f93d8b302.256p.jpg"
"1784223691-200","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","IBM 53951KX","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/710ca1a7b964c4ec5b5389ba4790dc6f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/710ca1a7b964c4ec5b5389ba4790dc6f.256p.jpg"
"1784223691-201","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","IBM 53952KX","Capacity (W)1920 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/c38ba991e14b3de1b17cbcc7b25ff586.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c38ba991e14b3de1b17cbcc7b25ff586.256p.jpg"
"1784223691-202","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","IBM 53953KX","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41X4EqVOfQL.jpg","https://m.media-amazon.com/images/I/41X4EqVOfQL.jpg"
"1784223691-203","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Lenovo 33L3478","Capacity (W)","Capacity (VA)675 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/aba47cffcd2dcbbe8186f39d4ae0a32a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aba47cffcd2dcbbe8186f39d4ae0a32a.256p.jpg"
"1784223691-204","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","APC SU3000RMTX136","Capacity (W)2250 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/724931f5fded145a40cd1637262fe539.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/724931f5fded145a40cd1637262fe539.256p.jpg"
"1784223691-205","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","Eaton 66942","Capacity (W)250 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/21fsx+MVkIL.jpg","https://m.media-amazon.com/images/I/21fsx+MVkIL.jpg"
"1784223691-206","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","CyberPower BU800E-UK","Capacity (W)400 W","Capacity (VA)800 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223691-207","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","APC BN650M1","Capacity (W)360 W","Capacity (VA)650 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/0af230d7bc118fc7259797310a7cfa59.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0af230d7bc118fc7259797310a7cfa59.256p.jpg"
"1784223691-208","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=7","APC BE670M1","Capacity (W)360 W","Capacity (VA)675 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/c2971557a15967f8d4e5f0c7b06c34f7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c2971557a15967f8d4e5f0c7b06c34f7.256p.jpg"
"1784223694-209","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SMT750RMI2U","Capacity (W)500 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31zC4pRizwL.jpg","https://m.media-amazon.com/images/I/31zC4pRizwL.jpg"
"1784223694-210","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SMT750US","Capacity (W)500 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/dd95ee48b3c0587c60db5fb5f9a900ac.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/dd95ee48b3c0587c60db5fb5f9a900ac.256p.jpg"
"1784223694-211","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SMX2000RMLV2U","Capacity (W)1800 W","Capacity (VA)1920 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/17aee630a0c99340bb8c589b99774f98.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/17aee630a0c99340bb8c589b99774f98.256p.jpg"
"1784223694-212","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SMX750","Capacity (W)600 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/ea953871e4e32f8ab22c5a6a5bec9a7e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ea953871e4e32f8ab22c5a6a5bec9a7e.256p.jpg"
"1784223694-213","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SU1000RMI2U","Capacity (W)670 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/96d9c04027903c17862bfa45700cd306.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/96d9c04027903c17862bfa45700cd306.256p.jpg"
"1784223694-214","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SU1000XLNET","Capacity (W)670 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223694-215","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SU1400RMXLIB3U","Capacity (W)1050 W","Capacity (VA)1400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/db80d8ebf25f422007ce842ada6c2e15.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/db80d8ebf25f422007ce842ada6c2e15.256p.jpg"
"1784223694-216","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SU5000R5TBX120","Capacity (W)3750 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31bNk1X5jWL.jpg","https://m.media-amazon.com/images/I/31bNk1X5jWL.jpg"
"1784223694-217","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SU700X93","Capacity (W)450 W","Capacity (VA)700 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4667c79dfa28c2b69be0b1fba7e53b38.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4667c79dfa28c2b69be0b1fba7e53b38.256p.jpg"
"1784223694-218","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA1000RMI1U","Capacity (W)640 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/413c4bac27b98b737b4bb2f39078d54a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/413c4bac27b98b737b4bb2f39078d54a.256p.jpg"
"1784223694-219","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA1500R2X122","Capacity (W)980 W","Capacity (VA)1440 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/eec474ae599056c5a8f9b9eb9a5800a6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/eec474ae599056c5a8f9b9eb9a5800a6.256p.jpg"
"1784223694-220","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA1500R2X138","Capacity (W)980 W","Capacity (VA)1440 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d919cc24c35be880009ddb7f742184db.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d919cc24c35be880009ddb7f742184db.256p.jpg"
"1784223694-221","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA1500R2X93","Capacity (W)980 W","Capacity (VA)1440 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/70ab8bd220e9682ab6e560704a7c8081.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/70ab8bd220e9682ab6e560704a7c8081.256p.jpg"
"1784223694-222","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA1500RMI2U","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223694-223","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA1500RMJ2UB","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1f8d48803fa7f314f5c76eddc1ac9ec2.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1f8d48803fa7f314f5c76eddc1ac9ec2.256p.jpg"
"1784223694-224","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA2200","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41S4MMXOBCL.jpg","https://m.media-amazon.com/images/I/41S4MMXOBCL.jpg"
"1784223694-225","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA2200R2X147","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1bf7615751bb00cce0f38eea68254312.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1bf7615751bb00cce0f38eea68254312.256p.jpg"
"1784223694-226","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA2200RM2U","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41ExUL6D8gL.jpg","https://m.media-amazon.com/images/I/41ExUL6D8gL.jpg"
"1784223694-227","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA2200XL","Capacity (W)1850 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41RDFj93ncL.jpg","https://m.media-amazon.com/images/I/41RDFj93ncL.jpg"
"1784223694-228","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA2200XLI","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://images-na.ssl-images-amazon.com/images/I/51NXSnHsleL.jpg","https://images-na.ssl-images-amazon.com/images/I/51NXSnHsleL.jpg"
"1784223694-229","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/310vXSXVEdL.jpg","https://m.media-amazon.com/images/I/310vXSXVEdL.jpg"
"1784223694-230","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000I","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/21vAHTtSaRL.jpg","https://m.media-amazon.com/images/I/21vAHTtSaRL.jpg"
"1784223694-231","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000R2IX38","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31JW99OQOoL.jpg","https://m.media-amazon.com/images/I/31JW99OQOoL.jpg"
"1784223694-232","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000RM2U","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31pTbEL7puL.jpg","https://m.media-amazon.com/images/I/31pTbEL7puL.jpg"
"1784223694-233","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000RMI2U","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/415+dpyr1yL.jpg","https://m.media-amazon.com/images/I/415+dpyr1yL.jpg"
"1784223694-234","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000XL","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://images-na.ssl-images-amazon.com/images/I/51rHG174bTL.jpg","https://images-na.ssl-images-amazon.com/images/I/51rHG174bTL.jpg"
"1784223694-235","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000XLI","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/411+u4QWLdL.jpg","https://m.media-amazon.com/images/I/411+u4QWLdL.jpg"
"1784223694-236","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000XL-NETPKG","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41TNF4KgONL.jpg","https://m.media-amazon.com/images/I/41TNF4KgONL.jpg"
"1784223694-237","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA3000XLT","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41qjkLWlK3L.jpg","https://m.media-amazon.com/images/I/41qjkLWlK3L.jpg"
"1784223694-238","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA5000R5TXFMR","Capacity (W)4000 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/56ff1cb23ce7d50d707735606e81924e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/56ff1cb23ce7d50d707735606e81924e.256p.jpg"
"1784223694-239","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA500PDRI-H","Capacity (W)325 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/68d144cdeb4b42ab4b7eda518a76079e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/68d144cdeb4b42ab4b7eda518a76079e.256p.jpg"
"1784223694-240","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA500PDRI-S","Capacity (W)325 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/5c02ab59ce7cebfe4395129c16210cb1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5c02ab59ce7cebfe4395129c16210cb1.256p.jpg"
