web_scraper_order,web_scraper_start_url,pagination,name,capacity_(w),capacity_(va),rating,price,name3,price2,capacity_(va)2,capacity_(w)2,name2,name4
"1784223705-579","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","CyberPower CP685AVRLCD","Capacity (W)390 W","Capacity (VA)685 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/89f836c972e80e5ab97383dbc6f07a51.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/89f836c972e80e5ab97383dbc6f07a51.256p.jpg"
"1784223705-580","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","CyberPower OR1500PFCRT2U","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/fd09f6a46eac10e532d265ec8b0f2213.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/fd09f6a46eac10e532d265ec8b0f2213.256p.jpg"
"1784223705-581","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","CyberPower OR700LCDRM1U","Capacity (W)400 W","Capacity (VA)700 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/17ba86be20a22844233a4c18c8355a9d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/17ba86be20a22844233a4c18c8355a9d.256p.jpg"
"1784223705-582","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","VERTIV Liebert Power-UPS Lithium","Capacity (W)240 W","Capacity (VA)400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3cfe89278a3e427d302f59ebc077a4bb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3cfe89278a3e427d302f59ebc077a4bb.256p.jpg"
"1784223705-583","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","Tripp Lite SM3000RM2UTAA","Capacity (W)2250 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/c75112150b7f428dbe558140df6a97fd.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c75112150b7f428dbe558140df6a97fd.256p.jpg"
"1784223705-584","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","Tripp Lite SMC15002URM","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/36b785e35f84ce8eadc85638111e8a17.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/36b785e35f84ce8eadc85638111e8a17.256p.jpg"
"1784223705-585","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC SMT1000","Capacity (W)670 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/014413e6fdb2ee4d84f85d5c4bd29d0a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/014413e6fdb2ee4d84f85d5c4bd29d0a.256p.jpg"
"1784223705-586","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC SMT1000J","Capacity (W)670 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223705-587","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE325-GR","Capacity (W)185 W","Capacity (VA)325 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31BfntvMxtL.jpg","https://m.media-amazon.com/images/I/31BfntvMxtL.jpg"
"1784223705-588","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350G","Capacity (W)200 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/a11dfb4218967e67ce40ebc34c14f803.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a11dfb4218967e67ce40ebc34c14f803.256p.jpg"
"1784223705-589","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350G-CN","Capacity (W)200 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41QlTvQlYYL.jpg","https://m.media-amazon.com/images/I/41QlTvQlYYL.jpg"
"1784223705-590","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE400-GR","Capacity (W)240 W","Capacity (VA)400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41E3utJ7ajL.jpg","https://m.media-amazon.com/images/I/41E3utJ7ajL.jpg"
"1784223705-591","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE450G","Capacity (W)257 W","Capacity (VA)450 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/3191pDqbZEL.jpg","https://m.media-amazon.com/images/I/3191pDqbZEL.jpg"
"1784223705-592","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE450G-CN","Capacity (W)257 W","Capacity (VA)450 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/82c7d78e03993ca0b0f8cc0e1198bffa.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/82c7d78e03993ca0b0f8cc0e1198bffa.256p.jpg"
"1784223705-593","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC APC3IA","Capacity (W)2250 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223705-594","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE325","Capacity (W)185 W","Capacity (VA)325 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/f13d34825950ef22a3844a367554876b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f13d34825950ef22a3844a367554876b.256p.jpg"
"1784223705-595","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE325-LM","Capacity (W)185 W","Capacity (VA)325 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/ea97448bf74cfa165a19c4f7cf93ac58.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ea97448bf74cfa165a19c4f7cf93ac58.256p.jpg"
"1784223705-596","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE325R","Capacity (W)185 W","Capacity (VA)325 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31ToftrJAtL.jpg","https://m.media-amazon.com/images/I/31ToftrJAtL.jpg"
"1784223705-597","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350","Capacity (W)225 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4bd9138f3f6bfacf269a0d253cd0c356.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4bd9138f3f6bfacf269a0d253cd0c356.256p.jpg"
"1784223705-598","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350C","Capacity (W)200 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3262aa03d019635b0414db5649402255.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3262aa03d019635b0414db5649402255.256p.jpg"
"1784223705-599","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350G-LM","Capacity (W)200 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/5429de0665f5106b4d548d1ca512cb71.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5429de0665f5106b4d548d1ca512cb71.256p.jpg"
"1784223705-600","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350R","Capacity (W)200 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31eORHSP9DL.jpg","https://m.media-amazon.com/images/I/31eORHSP9DL.jpg"
"1784223705-601","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350R-CN","Capacity (W)200 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223705-602","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE350U-CN","Capacity (W)200 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223705-603","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE400-CP","Capacity (W)240 W","Capacity (VA)400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31+iYZTN5jL.jpg","https://m.media-amazon.com/images/I/31+iYZTN5jL.jpg"
"1784223705-604","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE400-FR","Capacity (W)240 W","Capacity (VA)400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41l4sOJ2DyL.jpg","https://m.media-amazon.com/images/I/41l4sOJ2DyL.jpg"
"1784223705-605","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE450G-LM","Capacity (W)257 W","Capacity (VA)450 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/414EdLzbIlL.jpg","https://m.media-amazon.com/images/I/414EdLzbIlL.jpg"
"1784223705-606","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE500R","Capacity (W)300 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/bb05c7c137a38abce6e82fa187ce6632.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bb05c7c137a38abce6e82fa187ce6632.256p.jpg"
"1784223705-607","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE500R-CN","Capacity (W)300 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3e3c1542562acbea50b48b041d2745eb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3e3c1542562acbea50b48b041d2745eb.256p.jpg"
"1784223705-608","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=3","APC BE500U-CN","Capacity (W)300 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/504e54390beafaf24e69c381fbb4d8be.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/504e54390beafaf24e69c381fbb4d8be.256p.jpg"
"1784223709-609","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SU2200XLCD","Capacity (W)1800 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1bba119eb2511cf3a7159ef571acda01.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1bba119eb2511cf3a7159ef571acda01.256p.jpg"
"1784223709-610","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMX1500RMI2UNC","Capacity (W)1200 W","Capacity (VA)1500 VA","(0)","£1796.92Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/f2756b3b39e45b83c36910341b5f62ea.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f2756b3b39e45b83c36910341b5f62ea.256p.jpg"
"1784223709-611","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMT2200US","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d127de9609c216648869b739a06aa9f0.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d127de9609c216648869b739a06aa9f0.256p.jpg"
"1784223709-612","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMX2200HV","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","£1614.92Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1403176109f456975d53dd291ddd888c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1403176109f456975d53dd291ddd888c.256p.jpg"
"1784223709-613","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SURTD2200XLIM","Capacity (W)1540 W","Capacity (VA)2200 VA","(0)","£2465.88Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223709-614","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite AVR700U","Capacity (W)350 W","Capacity (VA)700 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/18f25274c8169fb4d70bf4cfa96c114a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/18f25274c8169fb4d70bf4cfa96c114a.256p.jpg"
"1784223709-615","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SMART5000XFMRXL","Capacity (W)3750 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3fbe4194bb5469a4f03383c9cc910685.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3fbe4194bb5469a4f03383c9cc910685.256p.jpg"
"1784223709-616","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower EC550G","Capacity (W)330 W","Capacity (VA)550 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3e6de06593768da89b4b26864c96d280.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3e6de06593768da89b4b26864c96d280.256p.jpg"
"1784223709-617","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SRT5KRMXLT","Capacity (W)4250 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d169e749414e409d6e5dc0b0ee79eb17.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d169e749414e409d6e5dc0b0ee79eb17.256p.jpg"
"1784223709-618","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite AVR900U","Capacity (W)480 W","Capacity (VA)900 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/8788acc8ff219241ae1a469c8afcd83a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8788acc8ff219241ae1a469c8afcd83a.256p.jpg"
"1784223709-619","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SMART1500LCDXL","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d7f2b50e2d9126e0f666ca446398e735.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d7f2b50e2d9126e0f666ca446398e735.256p.jpg"
"1784223709-620","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMT1500US","Capacity (W)1000 W","Capacity (VA)1440 VA","(1)","Add","(1)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/51AL0KQokrL.jpg","https://m.media-amazon.com/images/I/51AL0KQokrL.jpg"
"1784223709-621","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower EC750G","Capacity (W)450 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/8274d17a3d00d6d0a4c548e7db0ee251.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8274d17a3d00d6d0a4c548e7db0ee251.256p.jpg"
"1784223709-622","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","VERTIV Liebert PSl5","Capacity (W)990 W","Capacity (VA)1100 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41-sGEGgQtL.jpg","https://m.media-amazon.com/images/I/41-sGEGgQtL.jpg"
"1784223709-623","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC Back-UPS Pro 1350S","Capacity (W)810 W","Capacity (VA)1350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/c13bfd373ec9390f0a9bb103ac89be9e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c13bfd373ec9390f0a9bb103ac89be9e.256p.jpg"
"1784223709-624","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower CP900EPFCLCD","Capacity (W)540 W","Capacity (VA)900 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/65657f2cd7795b7eab73766047de91f6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/65657f2cd7795b7eab73766047de91f6.256p.jpg"
"1784223709-625","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower AVRG900U","Capacity (W)480 W","Capacity (VA)900 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/f241ed23765d9cb4b1dfa8fc9e0500f1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f241ed23765d9cb4b1dfa8fc9e0500f1.256p.jpg"
"1784223709-626","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC Back-UPS 1350","Capacity (W)810 W","Capacity (VA)1350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31PM7G+JiiL.jpg","https://m.media-amazon.com/images/I/31PM7G+JiiL.jpg"
"1784223709-627","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMX1500RMI2U","Capacity (W)1200 W","Capacity (VA)1500 VA","(0)","£1336.92Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/ce7ffa49ba349731bccc85b99251583c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ce7ffa49ba349731bccc85b99251583c.256p.jpg"
"1784223709-628","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMX3000LV","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/76ed6aef9044fe855c188d7b1d1c7383.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/76ed6aef9044fe855c188d7b1d1c7383.256p.jpg"
"1784223709-629","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SMART2200RMXL2U","Capacity (W)1920 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/83090d649a8a67d12c64b8a01518d55f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/83090d649a8a67d12c64b8a01518d55f.256p.jpg"
"1784223709-630","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SMX3000XLRT2UA","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31IxETDt8vL.jpg","https://m.media-amazon.com/images/I/31IxETDt8vL.jpg"
"1784223709-631","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower CP1500AVRT","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/313AHx+qdLL.jpg","https://m.media-amazon.com/images/I/313AHx+qdLL.jpg"
"1784223709-632","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower BRG1500AVRLCD2","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/0623176d6b81e0639d33f65ec882e639.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0623176d6b81e0639d33f65ec882e639.256p.jpg"
"1784223709-633","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC BR550GI","Capacity (W)330 W","Capacity (VA)550 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4cd99029b46a0200c17377c828033b07.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4cd99029b46a0200c17377c828033b07.256p.jpg"
"1784223709-634","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMT1500RMI1U","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","£1195.69Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/6e9768dc7d60c75c52b67cc6e0c1dd44.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6e9768dc7d60c75c52b67cc6e0c1dd44.256p.jpg"
"1784223709-635","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMX2000RMLV2UNC","Capacity (W)1800 W","Capacity (VA)1920 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/2e2efdfa074dd34f3ec542cbff625cca.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2e2efdfa074dd34f3ec542cbff625cca.256p.jpg"
"1784223709-636","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SMX3000HVT","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e1a5049c3146aa2628088d0a59128bc2.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e1a5049c3146aa2628088d0a59128bc2.256p.jpg"
"1784223709-637","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SURTD6000RMXLP3U","Capacity (W)4200 W","Capacity (VA)6000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/8ad602d1eee258e12ad26c2691d1537a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8ad602d1eee258e12ad26c2691d1537a.256p.jpg"
"1784223709-638","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","APC SY12KEXBX120","Capacity (W)8400 W","Capacity (VA)12000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/a9bd066787c5e7a0ff0b6d34a1d00332.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a9bd066787c5e7a0ff0b6d34a1d00332.256p.jpg"
"1784223709-639","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SMART1500RM2U","Capacity (W)1350 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/ded7726af92ca4260188b89e8f90ea0a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ded7726af92ca4260188b89e8f90ea0a.256p.jpg"
"1784223709-640","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SU6000RT4UHV","Capacity (W)5400 W","Capacity (VA)6000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31+d+2bH04L.jpg","https://m.media-amazon.com/images/I/31+d+2bH04L.jpg"
"1784223709-641","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","Tripp Lite SU1000XLA","Capacity (W)800 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/51jgCI13gTL.jpg","https://m.media-amazon.com/images/I/51jgCI13gTL.jpg"
"1784223709-642","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower OL10000RT3U","Capacity (W)9000 W","Capacity (VA)10000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/512CTm23KyL.jpg","https://m.media-amazon.com/images/I/512CTm23KyL.jpg"
"1784223709-643","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=2","CyberPower OR1500LCDRTXL2U","Capacity (W)1125 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/77c1b7e893cb174135c18526e4871fd1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/77c1b7e893cb174135c18526e4871fd1.256p.jpg"
