name,price,image,type,wattage,efficiency,modular,color,rating
be quiet! System Power 11 U,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fe69e72ff8bba7be860688e8e9f0a0e1.256p.jpg,ATX,650 W,80+ Bronze,No,Black,5
Vetroo 50315153244479,Add,ATX,ATX,850 W,80+ Gold,Full,Black,0
SeaSonic FOCUS GX-750 ATX 3.0,Add,ATX,ATX,750 W,80+ Gold,Full,Black,5
Corsair SF1000L,,https://cdna.pcpartpicker.com/static/forever/images/product/69f41efe6700ccf556fc1169e8dae4ce.256p.jpg,SFX,1000 W,80+ Gold,Full,Black,4.5
Corsair SF850L,,https://cdna.pcpartpicker.com/static/forever/images/product/d5e4643306487f67e242fb7fc484f7b8.256p.jpg,SFX,850 W,80+ Gold,Full,Black,4.5
Antec GSK ATX3.1,£106.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/1f2b34d92714cd16e410bfd5d81eb1a0.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
Corsair CX600,Add,https://cdna.pcpartpicker.com/static/forever/images/product/406a3c9c2063f1cd7196cbcd4c54ef94.256p.jpg,ATX,600 W,80+ Bronze,No,,4
SAMA P1200,Add,https://cdna.pcpartpicker.com/static/forever/images/product/eeab78550ed652d279719d6f0c349e6d.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,0
Silverstone TX500-G,109.2,https://cdna.pcpartpicker.com/static/forever/images/product/4d14c9693624095ceaf52d8afe50282d.256p.jpg,TFX,500 W,80+ Gold,No,Black,4
Corsair SF600 (2016),,SFX,SFX,600 W,80+ Gold,Full,Black,4.5
Corsair HX1000 Platinum,Add,ATX,ATX,1000 W,80+ Platinum,Full,,4.5
Corsair CX450M (2015),Out of stock£59.94Add,ATX,ATX,450 W,80+ Bronze,Semi,,4.5
Corsair TX750M Gold,Add,ATX,ATX,750 W,80+ Gold,Semi,,4.5
FSP Group FSP300-57FCB,129.99,https://cdna.pcpartpicker.com/static/forever/images/product/4abcee7b7ea5902ff86c66a848faae82.256p.jpg,Flex ATX,300 W,80+ Gold,Full,Black,0
SeaSonic FOCUS Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/507fd1be4dc10d82b1dce8f519e666fb.256p.jpg,ATX,550 W,80+ Gold,Semi,,4.5
MSI MAG A750GN PCIE5,79.99,https://cdna.pcpartpicker.com/static/forever/images/product/48f6db8862885fb7556cbe08b1a22474.256p.jpg,ATX,750 W,80+ Gold,No,Black,0
Asus ROG THOR 1200P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5b4d3a0c8ba785ed560565371fb5b0a6.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,5
Deepcool PK650D,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b04e2893d39f59773304f88d85548e31.256p.jpg,ATX,650 W,80+ Bronze,No,Black,4.5
Corsair HX1500i SHIFT,224.99,https://cdna.pcpartpicker.com/static/forever/images/product/05ad1c39e66cb3578b7879e2c7b6943c.256p.jpg,ATX,1500 W,,Full / Side,Black,0
SAMA P850,Add,https://cdna.pcpartpicker.com/static/forever/images/product/094e2ca39eb6ed99bc2035c11fef78f5.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,0
Corsair RM650 (2023),Out of stock£99.55Add,https://cdna.pcpartpicker.com/static/forever/images/product/4c2a36634803871ec36077cba6cbac4f.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4.5
Cooler Master G800,Add,https://cdna.pcpartpicker.com/static/forever/images/product/05147128709c7f92d4dee1b2435014b4.256p.jpg,ATX,800 W,80+ Gold,No,Black,4
Chieftec Vega M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/76cf9b05fdd236f73127e0bee4a35022.256p.jpg,ATX,850 W,80+ Gold,Full,Black / Blue,5
EVGA SuperNOVA 650 G2,,ATX,ATX,650 W,80+ Gold,Full,,4.5
Asus ROG THOR 850P,135.46,https://cdna.pcpartpicker.com/static/forever/images/product/2f8794c5ac50f5b68812752fb408e31c.256p.jpg,ATX,850 W,80+ Platinum,Full,Black / Red,4.5
PowerSpec PS 650BSM,Add,ATX,ATX,650 W,80+ Bronze,Semi,Black,4
Athena Power AP-MFATX40P8,74.98,https://cdna.pcpartpicker.com/static/forever/images/product/393aee74dc2f3be51472cf1496562f3e.256p.jpg,Flex ATX,400 W,80+ Bronze,No,Silver,0
Corsair VS550 (2018),£330.52Add,https://cdna.pcpartpicker.com/static/forever/images/product/44336345ee4ed62b955fe70c46c472fc.256p.jpg,ATX,550 W,80+,No,,4
MSI MPG A1250GS PCIE5,145.47,https://cdna.pcpartpicker.com/static/forever/images/product/65c254c7725d6d542a3dc8acf2148699.256p.jpg,ATX,1250 W,80+ Gold,Full,Black,5
EVGA SuperNOVA 850 GA,295.48,https://cdna.pcpartpicker.com/static/forever/images/product/d508e515424349cdeec86d9b43152c00.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
MSI MAG A500DN,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a82bd8ac3dd5fab06cad47742f6fd2b6.256p.jpg,ATX,500 W,80+,No,Black,4
SeaSonic SSP-300SUG,119,Flex ATX,Flex ATX,300 W,80+ Gold,No,Silver,5
Thermalright TB-650,Add,https://cdna.pcpartpicker.com/static/forever/images/product/01f2899042aab0d458215be78d096c89.256p.jpg,ATX,650 W,80+ Bronze,Full,Black,5
Gigabyte P-B,Out of stock£108.15Add,https://cdna.pcpartpicker.com/static/forever/images/product/c5ba22f3722da72a96698083cf47f9f0.256p.jpg,ATX,650 W,80+ Bronze,No,Black,4
Asus ROG STRIX 1000G,249.99,https://cdna.pcpartpicker.com/static/forever/images/product/fb5ae2930e1fe2c321366e615b780cb1.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,4.5
EVGA 850 GQ,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6526a44f05968a2e6b238ca552f25ae7.256p.jpg,ATX,850 W,80+ Gold,Semi,,4.5
EVGA SuperNOVA 1000 G+,,https://cdna.pcpartpicker.com/static/forever/images/product/dd4747b9744859df33da31b9156fba02.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
EVGA 500 BQ,Add,ATX,ATX,500 W,80+ Bronze,Semi,,4.5
EVGA 750 BQ,Add,https://cdna.pcpartpicker.com/static/forever/images/product/eacfd7e698906919e899240734a0262b.256p.jpg,ATX,750 W,80+ Bronze,Semi,,4.5
NZXT C850 (2022),Out of stock£100.99Add,ATX,ATX,850 W,80+ Gold,Full,Black,4.5
FSP Group Hydro G Pro,Add,https://cdna.pcpartpicker.com/static/forever/images/product/de7d1c7b1b6206da83e8caf02eeaf2e2.256p.jpg,ATX,850 W,80+ Gold,Full,Black,5
Silverstone HELA,540.99,https://cdna.pcpartpicker.com/static/forever/images/product/9c9639e52f92dce6daf30dc4423b1cda.256p.jpg,ATX,2050 W,Full,Full,Black / White,0
ASRock Steel Legend SL-750G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/8f8de8e95197d5ee3751a8a181e69831.256p.jpg,ATX,750 W,80+ Gold,Full,Black,5
Corsair TX550M Gold,Add,ATX,ATX,550 W,80+ Gold,Semi,,4.5
ASRock Steel Legend SL-1200G,,https://cdna.pcpartpicker.com/static/forever/images/product/86500b70d0de9d566e286895462c9b24.256p.jpg,ATX,1200 W,80+ Gold,Full,Black,5
be quiet! System Power 10,Out of stock£71.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/62626498104ab694ca38b6996eb58acb.256p.jpg,ATX,550 W,80+ Bronze,No,Black,4
ENDORFY Vero L5,38.25,https://cdna.pcpartpicker.com/static/forever/images/product/bce8470b4d5e51c9fe52d7e17af4c39d.256p.jpg,ATX,600 W,80+ Bronze,No,Black,5
EVGA 650 BQ,Add,ATX,ATX,650 W,80+ Bronze,Semi,,4.5
Gigabyte UD850GM,£99.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/2fd893bbd3486b3f2878a98bb949e0bb.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4
Cooler Master V650 SFX GOLD,,SFX,SFX,650 W,80+ Gold,Full,Black,4
Corsair RM1000e (2022),Add,https://cdna.pcpartpicker.com/static/forever/images/product/46c4b5b61ad3f8ed2688995b85520a68.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,4.5
Thermaltake Smart W3,Add,https://cdna.pcpartpicker.com/static/forever/images/product/cb210d337d5c48b964241b04c4212fb8.256p.jpg,ATX,500 W,80+,No,Black,0
SeaSonic S12III,Add,https://cdna.pcpartpicker.com/static/forever/images/product/779d0e1e131d6b129fb788443f95b407.256p.jpg,ATX,650 W,80+ Bronze,No,Black,4.5
be quiet! System Power 9,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c55ce37a8e56f3fa8edb0fb71bed9bfa.256p.jpg,ATX,600 W,80+ Bronze,No,Black,4.5
Corsair CX650F,Add,https://cdna.pcpartpicker.com/static/forever/images/product/485b17b5d30e87eeb5d4537cfbffcf45.256p.jpg,ATX,650 W,80+ Bronze,Full,Black,4.5
EVGA SuperNOVA 1200 P2,,https://cdna.pcpartpicker.com/static/forever/images/product/c14c18dd7beb129405b0df6189c9e66b.256p.jpg,ATX,1200 W,80+ Platinum,Full,,4.5
Lian Li SP750,229.03,https://cdna.pcpartpicker.com/static/forever/images/product/db355edbb98f99d3bb64db1cd6a8e179.256p.jpg,SFX,750 W,80+ Gold,Full,White,4
Cooler Master M2000,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ab7d9f4a7893e86c2b671868cdddc250.256p.jpg,ATX,2000 W,80+ Platinum,Full,Black,0
Cooler Master MWE Bronze V2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/d362cef866c7c705972003a8fa724000.256p.jpg,ATX,650 W,80+ Bronze,No,Black,3.5
Cooler Master MWE Bronze 550 V3 230V,,https://cdna.pcpartpicker.com/static/forever/images/product/6d7e86a33d1ecefd471ef7581b99f447.256p.jpg,ATX,550 W,80+ Bronze,No,Black,3
ASRock SL-1000P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a3000dc4952c3a7bc375bf3dc61a27f1.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black,0
Azza PSAZ-750W,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3c70a5b2d368c8b41e06cfccd6b8e20f.256p.jpg,ATX,750 W,80+ Bronze,No,Black,0
SeaSonic PRIME Fanless,Add,ATX,ATX,700 W,80+ Titanium,Full,Black,4.5
Asus TUF Gaming B,137.37,https://cdna.pcpartpicker.com/static/forever/images/product/da19df68c60fc5677ab341a161d4413d.256p.jpg,ATX,550 W,80+ Bronze,No,Black,5
GameMax RGB Rainbow,44.99,https://cdna.pcpartpicker.com/static/forever/images/product/3d9c70e9fce36a40c8d35f3bd7a0f52b.256p.jpg,ATX,550 W,80+ Gold,Full,Black,0
Corsair HX650,699.34,ATX,ATX,650 W,80+ Gold,Semi,,4
Deepcool GamerStorm PQ750G,Add,,ATX,750 W,80+ Gold,Full,Black,0
Cougar GEX,136.36,https://cdna.pcpartpicker.com/static/forever/images/product/ee8f9e57709f443b0be742465124893e.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4
Corsair CX750M V2 (2017 Edition),Add,https://cdna.pcpartpicker.com/static/forever/images/product/2270bd342ea70e489285478e6a36fc24.256p.jpg,ATX,750 W,80+ Bronze,Semi,Black / White,4
Rosewill CMG1000G5,99.99,ATX,ATX,1000 W,80+ Gold,Full,Black,0
Cooler Master V SFX Platinum,305.47,https://cdna.pcpartpicker.com/static/forever/images/product/343301e7c7c93040adb3e78a9d323112.256p.jpg,SFX,1100 W,80+ Platinum,Full,Black,4.5
Corsair RM750x White (2018),Add,https://cdna.pcpartpicker.com/static/forever/images/product/78afeb3cab692533f7fad2eba2975750.256p.jpg,ATX,750 W,80+ Gold,Full,White / Black,4.5
Gigabyte UD850GM PG5 (rev. 2.0),92.94,https://cdna.pcpartpicker.com/static/forever/images/product/5fcee95f3b93aa8bd881c7aae7bc4e0a.256p.jpg,ATX,850 W,80+ Gold,Full,Black,5
Corsair HX1000i SHIFT,206.31,https://cdna.pcpartpicker.com/static/forever/images/product/f51adbfc14c24903abd7205388434cda.256p.jpg,ATX,1000 W,,Full / Side,Black,0
SHARKOON Rebel P20 SFX,179.53,https://cdna.pcpartpicker.com/static/forever/images/product/a469f53d39588d09c706ee356c02b458.256p.jpg,SFX,750 W,80+ Platinum,Full,Black,0
Deepcool PF750 230V,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f0c925002146f91a514daecd920f5a54.256p.jpg,ATX,750 W,80+,No,Black,0
Cooler Master MWE 500,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9c130d31e723d754f646390411aa032c.256p.jpg,ATX,500 W,80+,No,Black,5
Silverstone SX700-PT,187.03,SFX,SFX,700 W,80+ Platinum,Full,Black,4
NZXT C650 (2022),Out of stock£94.99Add,ATX,ATX,650 W,80+ Gold,Full,Black,5
NZXT C750 (2022),Out of stock£91.99Add,ATX,ATX,750 W,80+ Gold,Full,Black,4.5
Silverstone TX700-G,139.99,https://cdna.pcpartpicker.com/static/forever/images/product/7e9ddc1020c497683a9264ffe821dc2d.256p.jpg,TFX,700 W,80+ Gold,No,Black,5
Xilence XP500R6,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7cfc7e81a5e3b77b4d14ca3b214cb406.256p.jpg,ATX,500 W,false,No,Black / Red,3
ASRock Phantom Gaming PG-850G,134.99,https://cdna.pcpartpicker.com/static/forever/images/product/570c93c20fb5424ff85c5da1f825863f.256p.jpg,ATX,850 W,80+ Gold,Full,Black,1
ASRock SL-850P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2f1ae0da8a957c9c14a03d879d0ee495.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,0
EVGA SuperNOVA 1000 G3,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ea6579129aa2c76b3d1c399ab9b7b0a0.256p.jpg,ATX,1000 W,80+ Gold,Full,,4.5
EVGA SuperNOVA 750 GA,Add,ATX,ATX,750 W,80+ Gold,Full,Black,4.5
Aerocool Integrator,37.99,https://cdna.pcpartpicker.com/static/forever/images/product/92f02e5cf3c4f6897d314beb5ea48422.256p.jpg,ATX,500 W,80+ Bronze,No,Black,4
EVGA SuperNOVA 750 G5,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2962078ca09cdf6f4c8e9f99c01cfe4a.256p.jpg,ATX,750 W,80+ Gold,Full,Black / Green,4.5
Thermalright TG,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2b3ce0b66499573fd3c1330978ff2aa8.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4
MSI MPG A650GF,Add,https://cdna.pcpartpicker.com/static/forever/images/product/69c7679bbfccb706c80f41b452d36f54.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4.5
Thermaltake Toughpower GF3 Snow,239.02,ATX,ATX,1200 W,80+ Gold,Full,White,4
EVGA 1000 GQ,285.48,https://cdna.pcpartpicker.com/static/forever/images/product/ed2b65163a469142ad0460bcfadf4850.256p.jpg,ATX,1000 W,80+ Gold,Semi,,4.5
Gigabyte UD-GM PG5,148.37,https://cdna.pcpartpicker.com/static/forever/images/product/71a63db2267f43304efa03516e480eb1.256p.jpg,ATX,850 W,80+ Gold,Full,White,5
ASRock SL-1200P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b083d7ca46beb746b226fa7525a35618.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,0
ASRock Challenger CL-650G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/799650951eb7ffb803e8c1bbe4e11eeb.256p.jpg,ATX,650 W,80+ Gold,No,Black,0
Vida Lite,Out of stock£26.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/2e70d7c31040c26b20fc9a4ef5692f29.256p.jpg,ATX,500 W,false,No,Black,0
EVGA SuperNOVA 650 GM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/72d94e57cdd11623fd1696e8ee343952.256p.jpg,SFX,650 W,80+ Gold,Full,Black,4.5
Rosewill CMG850,Add,ATX,ATX,850 W,80+ Gold,Full,Black,5
EVGA SuperNOVA 1300 G2,Add,ATX,ATX,1300 W,80+ Gold,Full,,4.5
Asus ROG-STRIX-850G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ed389950ed8edcbe841a379aea923139.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
EVGA SuperNOVA 650 GT,Add,https://cdna.pcpartpicker.com/static/forever/images/product/73bfc08ebedbbebd39d7967a51a4f881.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4.5
Corsair HX850 Platinum,Add,ATX,ATX,850 W,80+ Platinum,Full,,4.5
be quiet! Straight Power 11 750W,Out of stock£124.00Add,ATX,ATX,750 W,80+ Gold,Full,,4.5
Deepcool GamerStorm PQ1000G,Add,,ATX,1000 W,80+ Gold,Full,Black,0
Silverstone SX500-G,113.22,https://cdna.pcpartpicker.com/static/forever/images/product/c011e909a23ae134119f5be65fe97630.256p.jpg,SFX,500 W,80+ Gold,Full,Black,4
Gigabyte UD850GM-A,133.1,https://cdna.pcpartpicker.com/static/forever/images/product/55936b13c037127faa37d94d6879a404.256p.jpg,ATX,850 W,80+ Gold,Full,Black,0
Corsair RM650,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a38a5e58ca04694a62916472ca4bd704.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4.5
Corsair CX600M,Add,ATX,ATX,600 W,80+ Bronze,Semi,,4.5
Corsair HX1200i SHIFT,244,https://cdna.pcpartpicker.com/static/forever/images/product/aaddf1351428b2c835328aa973e1b1a4.256p.jpg,ATX,1200 W,,Full / Side,Black,0
PowerSpec PSX 850GFM,Add,ATX,ATX,850 W,80+ Gold,Full,Black,4
MSI MAG A550BNL,Out of stock£34.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/b3ac3995d974702a8b94d4186abbc127.256p.jpg,ATX,550 W,80+ Bronze,No,Black,0
MSI MAG A-GL PCIE5 II,199.5,https://cdna.pcpartpicker.com/static/forever/images/product/f5e81b534007785a40d1bc850c6ace3d.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
Deepcool PF350 230V,,https://cdna.pcpartpicker.com/static/forever/images/product/bb2cd1d07ef6599cc096a3f760d25d28.256p.jpg,ATX,350 W,80+,No,Black,0
Sparkle FSP300-60ATV,59.99,ATX,ATX,300 W,false,No,,0
SeaSonic FOCUS PX,Out of stock£181.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/a39289b41b92d2d387a165aca1af3c9d.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,5
Deepcool PF650 230V,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1aeecabf9e99952424d424b2f38c5b00.256p.jpg,ATX,650 W,80+,No,Black,0
Deepcool GamerStorm PN1000M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/797140e6db470731353f68321093eeb8.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
Corsair RM750x White,Add,https://cdna.pcpartpicker.com/static/forever/images/product/38d41facbd81035d7f5d31bbe1b4af82.256p.jpg,ATX,750 W,80+ Gold,Full,White / Black,4.5
Corsair CS650M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e7b8ee28f9e577be4a4699b25a54390b.256p.jpg,ATX,650 W,80+ Gold,Semi,,4.5
EVGA 850 BQ,Add,https://cdna.pcpartpicker.com/static/forever/images/product/02d101ec2b2520ba9648d2fe5226d019.256p.jpg,ATX,850 W,80+ Bronze,Semi,,4.5
Corsair VS650 (2018),Add,https://cdna.pcpartpicker.com/static/forever/images/product/ea914069ae8d9294b8fdd5aee10a3e7b.256p.jpg,ATX,650 W,80+,No,,4.5
Cooler Master V Platinum V2,£280.42Add,https://cdna.pcpartpicker.com/static/forever/images/product/2dd6390872f11da6dee770e09ad832cd.256p.jpg,ATX,1600 W,80+ Platinum,Full,Black / Purple,2
PowerSpec PS 650GSM,Add,ATX,ATX,650 W,80+ Gold,Semi,Black,4.5
Antec CSK,71.95,https://cdna.pcpartpicker.com/static/forever/images/product/212d4988bf00a133481f4d2c997624f3.256p.jpg,ATX,750 W,80+ Bronze,Semi,Black / Yellow,0
Corsair RM850 (2019),Add,https://cdna.pcpartpicker.com/static/forever/images/product/3890f047bb5f8abb3f887ee40d27867e.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
EVGA SuperNOVA 850 GM,Add,SFX,SFX,850 W,80+ Gold,Full,Black,4.5
be quiet! Pure Power 11 600,Out of stock£80.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/1b3a49741cf91eed4735632ad37e1cf1.256p.jpg,ATX,600 W,80+ Gold,No,Black,5
Super Flower Leadex III Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ddf30eb493b0cb3230e1d063ea7f358d.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
PowerSpec PS 750BSM,Add,ATX,ATX,750 W,80+ Bronze,Semi,Black,4
Silverstone HELA 1200R,266.54,ATX,ATX,1200 W,80+ Platinum,Full,Black,5
Corsair CX430,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e5e4f42214870f9577093c49a214fe07.256p.jpg,ATX,430 W,80+ Bronze,No,,4
GameMax RGB Pro,Add,ATX,ATX,850 W,80+ Gold,Full,White,0
Deepcool PN650M,72.67,https://cdna.pcpartpicker.com/static/forever/images/product/8b03bb34e6d924a14665d218bfa6802b.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4
Corsair HX750i,Add,https://cdna.pcpartpicker.com/static/forever/images/product/17c0298b366edf62d9a00f5a61e1917c.256p.jpg,ATX,750 W,80+ Platinum,Full,,4.5
ENDORFY Supremo FM6,93,https://cdna.pcpartpicker.com/static/forever/images/product/089cae677a05ec17d24c85de9a616d6b.256p.jpg,ATX,850 W,80+ Gold,Full,Black,0
EVGA SuperNOVA 550 GM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/cec2fcf0b99d1a073248e419f805990e.256p.jpg,SFX,550 W,80+ Gold,Full,Black,4.5
EVGA SuperNOVA 650 G+,331.85,https://cdna.pcpartpicker.com/static/forever/images/product/cef75cc13e5787d7c29760e9087905f4.256p.jpg,ATX,650 W,80+ Gold,Full,Black,4.5
SeaSonic PRIME PX-1300,Add,https://cdna.pcpartpicker.com/static/forever/images/product/572836a3f2fc8ee586ff3ad85d979e7e.256p.jpg,ATX,1300 W,80+ Platinum,Full,Black,5
Corsair VS450,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c6bf9f463e6214057bbad6a610f8d9d4.256p.jpg,ATX,450 W,80+,No,,4.5
Corsair CX750F,Add,https://cdna.pcpartpicker.com/static/forever/images/product/94c9730b0091177a715d9a9c7f51ae08.256p.jpg,ATX,750 W,80+ Bronze,Full,Black,4.5
Inter-Tech Argus APS,87.99,https://cdna.pcpartpicker.com/static/forever/images/product/eb08abd4b283f558d3f3d239046afb03.256p.jpg,ATX,720 W,false,No,Black / Orange,2
1STPLAYER NGDP,Add,ATX,ATX,750 W,80+ Gold,Full,Black,0
EVGA SuperNOVA 650 G5,Add,https://cdna.pcpartpicker.com/static/forever/images/product/88264eb920d32643130343d8f17b532b.256p.jpg,ATX,650 W,80+ Gold,Full,Black / Green,4.5
SeaSonic Prime Fanless PX-500,175.47,ATX,ATX,500 W,80+ Platinum,Full,Black,0
Deepcool PK550D,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b04e2893d39f59773304f88d85548e31.256p.jpg,ATX,550 W,80+ Bronze,No,Black,0
In Win IP-S200DF1-0,,TFX,TFX,200 W,false,No,Silver,0
Corsair GS800,Add,ATX,ATX,800 W,80+ Bronze,No,,4.5
Corsair CX500,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6ef8c3b4a071123523d11638584c2596.256p.jpg,ATX,500 W,80+ Bronze,No,,4
EVGA SuperNOVA 1600 G+,Add,https://cdna.pcpartpicker.com/static/forever/images/product/060217c42c4cf4740c62d9503fb5cd0a.256p.jpg,ATX,1600 W,80+ Gold,Full,Black,5
SeaSonic G12 GM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fb317ca4f40a87d0c432cde60e802884.256p.jpg,ATX,750 W,80+ Gold,Semi,Black / Blue,5
Corsair CX550M (2021),£336.98Add,ATX,ATX,550 W,80+ Bronze,Semi,Black,0
EVGA 550 B5,Add,ATX,ATX,550 W,80+ Bronze,Full,Black,4.5
EVGA SuperNOVA 1000 G5,Add,https://cdna.pcpartpicker.com/static/forever/images/product/945f04965046a028e6b2ce5a81524d9e.256p.jpg,ATX,1000 W,80+ Gold,Full,Black / Green,4.5
Cooler Master MWE Gold 650,Add,https://cdna.pcpartpicker.com/static/forever/images/product/de8b79f083c854e563d6818eca096628.256p.jpg,ATX,650 W,80+ Gold,No,Black,5
Cooler Master Elite V3,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1fb1b2320c4a33c6b5886ddb117c6527.256p.jpg,ATX,600 W,80+,No,Black,4.5
Corsair HX750 Platinum,£830.12Add,ATX,ATX,750 W,80+ Platinum,Full,,4.5
EVGA 650 B5,Add,ATX,ATX,650 W,80+ Bronze,Full,Black,4.5
Corsair HX850i,Add,https://cdna.pcpartpicker.com/static/forever/images/product/18e4f2bc88d0b8106ff6fea320f2323d.256p.jpg,ATX,850 W,80+ Platinum,Full,,4.5
MSI MPG A1250GS PCIE5 II,232.82,https://cdna.pcpartpicker.com/static/forever/images/product/a85055028a1fe0f03bdac809fadb5bb8.256p.jpg,ATX,1250 W,80+ Gold,Full,Black,0
MSI MPG A1000GS PCIE5 II,,https://cdna.pcpartpicker.com/static/forever/images/product/b320c7bbc6498dbf1ad5681ebf44d09c.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
MSI MPG A850GF,Out of stock£119.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/a17f19b8ff57ed588541561adb18e3f2.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
Silverstone Extreme Rz,149.99,,SFX,550 W,80+ Gold,Full,Black,0
Apevia ATX-PR850W PCIE5.0,Add,ATX,ATX,850 W,80+ Gold,No,Black,0
EVGA SuperNOVA 1600 P+,Add,ATX,ATX,1600 W,80+ Platinum,Full,Black,4.5
EVGA SuperNOVA 1000 P2,Add,ATX,ATX,1000 W,80+ Platinum,Full,,4.5
EVGA SuperNOVA 850 G6,338.44,https://cdna.pcpartpicker.com/static/forever/images/product/ce5dff864e7aa7518219eb59eb2616c6.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
SeaSonic PRIME TX-850,Out of stock£265.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/5462c083781345bd7c5abeb837a488a8.256p.jpg,ATX,850 W,80+ Titanium,Full,Black,5
EVGA 400 N1,Add,https://cdna.pcpartpicker.com/static/forever/images/product/76a0d0242e8ba0fb8415fc6f154ee3cb.med.256p.jpg,ATX,400 W,false,No,,4
Gigabyte UD1000GM,Out of stock£137.92Add,https://cdna.pcpartpicker.com/static/forever/images/product/36a1106bfef38acdd03cdaf5ba5c8a08.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
Corsair SF450 (2016),,SFX,SFX,450 W,80+ Gold,Full,Black,4.5
Mars Gaming MPIII750,49.9,ATX,ATX,750 W,false,No,White,5
GAMDIAS HELIOS P2-850G,Add,ATX,ATX,850 W,80+ Gold,No,Black,0
MSI MPG A750GF WHITE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b556d0abb91a467b6d2c73a8f08302e3.256p.jpg,ATX,750 W,80+ Gold,Full,White,5
Antec NE1000G M White ATX 3.0,Out of stock£134.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/b6d27806261945cf56ad666dd4e451de.256p.jpg,ATX,1000 W,80+ Gold,Full,White,5
