name,price,image,type,wattage,efficiency,modular,color,rating
FSP Group Hydro X,Add,ATX,ATX,550 W,80+ Gold,No,,0
NZXT HALE82N 750W,Add,ATX,ATX,750 W,80+ Bronze,No,,5
FSP Group FSP300-60GHT,,TFX,TFX,300 W,80+,No,Silver,0
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,,https://cdna.pcpartpicker.com/static/forever/images/product/d876abe279b697d6a79df093e164d40f.256p.jpg,ATX,680 W,Semi,Semi,,0
NZXT HALE82 V2 700W,Add,https://cdna.pcpartpicker.com/static/forever/images/product/deb9d998e35f2acd1e4799baf5a3e75a.256p.jpg,ATX,700 W,80+ Bronze,Full,,4
Enermax ENP450AST,Add,ATX,ATX,450 W,false,No,,4
Rosewill LEPTON 600,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f29d48e7d4e4653f915709dc425b7456.256p.jpg,ATX,600 W,80+ Gold,Semi,Black,4.5
Cooler Master Elite NEX N700,Add,ATX,ATX,700 W,false,No,Black,0
Cooler Master Elite NEX White W600,Add,ATX,ATX,600 W,80+,No,Black,0
Cooler Master Elite NEX PN500 Peak 230V,,ATX,ATX,500 W,false,No,Black,0
FSP Group VITA-650GM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/26e907c6172cc98b3337a220bef8010c.256p.jpg,ATX,650 W,80+ Gold,Full,Black,0
SeaSonic 850FX WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/7e49300f02de3c52fca54e2032a54061.256p.jpg,ATX,850 W,80+ Gold,Full,White,4
RIOTORO ONYX 750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c602404c2f3200c10fb772841397012e.256p.jpg,ATX,750 W,80+ Bronze,Semi,,5
Xilence Performance A+ III,Add,https://cdna.pcpartpicker.com/static/forever/images/product/dedd744011a7b2348735f4c3e121d3d4.256p.jpg,ATX,650 W,80+ Bronze,No,Black / Red,0
FSP Group Raider S 450,Add,ATX,ATX,450 W,80+ Silver,No,,5
Enermax Platimax,Add,https://cdna.pcpartpicker.com/static/forever/images/product/79a7299443e6c8c98649aec126dc4cc9.256p.jpg,ATX,1000 W,80+ Platinum,Semi,Black,0
EVGA SuperNOVA 850 PQ,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f95b62701db987444a4c070bde3a6503.256p.jpg,ATX,850 W,80+ Platinum,Semi,Black,0
EVGA SuperNOVA 1000 PQ,Add,https://cdna.pcpartpicker.com/static/forever/images/product/570d9d706cc8b6ea2a78b6970bb827e0.256p.jpg,ATX,1000 W,80+ Platinum,Semi,Black,0
Phanteks PH-P650GS,Add,ATX,ATX,650 W,80+ Gold,No,Black,5
Phanteks PH-P750GS,Add,ATX,ATX,750 W,80+ Gold,No,Black,0
Cooler Master Hyper White,Add,ATX,ATX,500 W,80+,No,Black,0
Rosewill Tachyon,Add,ATX,ATX,650 W,80+ Platinum,Semi,,0
be quiet! PURE POWER L8 400W,,https://cdna.pcpartpicker.com/static/forever/images/product/f7fb468f83a16a413fa9b09ae0e85167.256p.jpg,ATX,400 W,80+ Bronze,No,,4.5
Apevia ATX-ES700-RGB,Add,ATX,ATX,700 W,Semi,Semi,Black,4
Thermaltake Toughpower GF,Add,,ATX,750 W,80+ Gold,Full,Black,0
LEPA MaxGold,Add,ATX,ATX,700 W,80+ Gold,Semi,,0
SilentiumPC Supremo L2,Add,ATX,ATX,650 W,80+ Gold,No,Black,0
SeaSonic S12G,Add,ATX,ATX,650 W,80+ Gold,No,,5
Thermalright TPFX650,,SFX,SFX,650 W,80+ Platinum,Full,Black,0
Cooler Master MWE GOLD 550 V2,Add,ATX,ATX,550 W,80+ Gold,No,Black,0
Rosewill ARC 450,Add,ATX,ATX,450 W,80+ Bronze,No,,4
Corsair TX850 V2,Add,ATX,ATX,850 W,80+ Bronze,No,,4.5
Inter-Tech Coba Nitrox Nobility,Add,ATX,ATX,800 W,80+ Silver,Semi,Black / Orange,0
Linkworld LPK2-30-P4,,ATX,ATX,500 W,false,No,,0
Cougar COUGAR-GX700,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e767cfbf5d54ff5a298fbfaac526aed9.med.256p.jpg,ATX,700 W,80+ Gold,Full,,0
Cougar COUGAR-A560,Add,ATX,ATX,560 W,80+ Bronze,No,,4
SeaSonic Snow Silent,Add,https://cdna.pcpartpicker.com/static/forever/images/product/02c1a8ea04e87b3621a1049c866dec3b.256p.jpg,ATX,750 W,80+ Platinum,Full,,4.5
Diablotek PSUL675,Add,ATX,ATX,675 W,false,No,,5
Diablotek PSUL775,Add,ATX,ATX,775 W,false,No,,0
Topower TOP-900W,Add,ATX,ATX,900 W,80+,Full,,0
Cougar A,Add,ATX,ATX,660 W,80+ Bronze,No,Black,0
Solid Gear SDGR-650E,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ccb5ab7681aa5fad822a8f2124d1ee02.med.256p.jpg,ATX,650 W,false,No,,0
Solid Gear SDGR-750E,Add,https://cdna.pcpartpicker.com/static/forever/images/product/cfcd4c427d84ecdac86b521e9e637425.med.256p.jpg,ATX,750 W,false,No,,3
Thermalright TGFX550,,SFX,SFX,550 W,80+ Gold,Full,Black,0
In Win Compact,,SFX,SFX,700 W,80+ Gold,Full,Black,0
SeaSonic SS-600ES,129.01,https://cdna.pcpartpicker.com/static/forever/images/product/6ec3f9d0b0d7ae18e60ae9ccd0985872.256p.jpg,ATX,600 W,80+ Bronze,No,Gray,3
YEYIAN Pegasus,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1f464dc6eee915d0d81eba560640aa8e.256p.jpg,ATX,850 W,80+ Gold,Full,Black,0
Corsair CX-750 V3,,https://cdna.pcpartpicker.com/static/forever/images/product/9842813b435815efdb9194e765ea1f16.256p.jpg,ATX,750 W,80+ Bronze,No,,0
Apevia ATX-JP1000W,Add,ATX,ATX,1000 W,80+ Bronze,No,Black,0
FSP Group Raider S 750,Add,ATX,ATX,750 W,80+ Silver,No,,0
LC-Power LC6550 V2.3,Add,ATX,ATX,550 W,80+ Bronze,No,Black,5
Enermax REVOLUTION X't,Add,ATX,ATX,630 W,80+ Gold,Semi,,0
Rosewill SMG1200,Add,https://cdna.pcpartpicker.com/static/forever/images/product/24b3e44b0849b506eef76379bcd7a6d8.256p.jpg,ATX,1200 W,80+ Gold,Full,Black,0
Apevia ATX-VN500W,,ATX,ATX,500 W,false,No,,0
Ultra ULT-LS500,,ATX,ATX,500 W,false,No,Silver,0
HEC HP485D,,https://cdna.pcpartpicker.com/static/forever/images/product/8feb0dba286a146fcaf74f02c90c846b.256p.jpg,ATX,485 W,false,No,,4.5
Rocketfish RF-900WPS,Add,ATX,ATX,900 W,Full,Full,,0
Cooler Master MasterWatt Maker 1500 (no Bluetooth),Add,https://cdna.pcpartpicker.com/static/forever/images/product/23a2c50339d84c374ddb4c45e9549d3d.256p.jpg,ATX,1500 W,80+ Titanium,Full,,0
Antec EDGE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9210e2b11e0af208af66e23fa4516a3c.256p.jpg,ATX,550 W,80+ Gold,Full,,5
FSP Group AURUM CM GOLD 650,Add,ATX,ATX,650 W,80+ Gold,Semi,,0
Enermax TRIATHLOR,Add,ATX,ATX,550 W,80+ Bronze,Semi,,5
Athena Power AP-TFX40,,TFX,TFX,400 W,80+ Bronze,No,Silver,0
Cougar SL600,Add,ATX,ATX,600 W,false,No,,4
LEPA G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/8ed3ff8b705e3d6d17fcb8d416934402.256p.jpg,ATX,1600 W,80+ Gold,Full,,4
Cougar RX600,Add,https://cdna.pcpartpicker.com/static/forever/images/product/68d18d0be66986409e2f04dc50cbb53c.med.256p.jpg,ATX,600 W,80+,No,,4
Apevia ATX-AS520W-BK,,ATX,ATX,520 W,false,No,,0
Apevia ATX-AS680W-BL,Add,https://cdna.pcpartpicker.com/static/forever/images/product/263473186e23750387a1197e0d50b982.256p.jpg,ATX,680 W,false,No,,3
Apevia ATX-IB680W-GN,Add,ATX,ATX,680 W,false,No,,5
Apex AL-A400ATX,,ATX,ATX,400 W,false,No,,0
HEC HEC200SA2FX,,Mini ITX,Mini ITX,200 W,false,No,,0
Cooler Master eXtreme Power,Add,ATX,ATX,550 W,false,No,,4
CoolMax V-500,,https://cdna.pcpartpicker.com/static/forever/images/product/50514d4aa75f4bddc169758c082d9d10.256p.jpg,ATX,500 W,false,No,,3
CoolMax NW-650B,,ATX,ATX,650 W,false,No,,5
Enermax EMG700AWT,Add,ATX,ATX,700 W,80+ Gold,Full,,0
OCZ Fatal1ty,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9ef3d13b58e92e00948c46e39af2821b.256p.jpg,ATX,750 W,80+ Bronze,Semi,,4.5
Raidmax RX-1000AE,Add,ATX,ATX,1000 W,80+ Gold,Semi,,4
Rosewill RBR1000-M,Add,ATX,ATX,1000 W,80+ Bronze,Semi,,4.5
Rosewill Stallion,Add,ATX,ATX,400 W,false,No,,0
Sunbeam PSU-COM780-BK-US,Add,ATX,ATX,780 W,Full,Full,,0
SeaSonic SS-350SFE,,SFX,SFX,350 W,80+,No,Silver,0
SeaSonic SS-460FL Active PFC F3,Add,ATX,ATX,460 W,80+ Platinum,Full,,5
Rosewill Quark 650,Add,ATX,ATX,650 W,80+ Platinum,Full,,4
Rosewill Quark 750,Add,ATX,ATX,750 W,80+ Platinum,Full,,4
Enermax RevoBron,Add,ATX,ATX,700 W,80+ Bronze,Semi,Black,0
Enermax EPM600AWT,Add,ATX,ATX,600 W,80+ Platinum,Semi,,5
SeaSonic SSP-350ST,,https://cdna.pcpartpicker.com/static/forever/images/product/2e3aec412ef2720f6ff04b677f762d4a.256p.jpg,ATX,350 W,80+ Bronze,No,,0
Cooler Master i700,Add,ATX,ATX,700 W,80+ Bronze,No,,4.5
Corsair GS800 2013 Edition,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fe74808b4f8b2ba8fa367b1d30ecc8e5.256p.jpg,ATX,800 W,80+ Bronze,No,,4.5
Raidmax Scorpio,Add,ATX,ATX,535 W,80+ Bronze,Semi,Black / Blue,0
Rosewill TOKAMAK 1200,Add,ATX,ATX,1200 W,80+ Titanium,Full,,0
Enermax TRIATHLOR ECO,Add,ATX,ATX,1000 W,80+ Bronze,Semi,,5
In Win IP-S350CQ2-0T,,https://cdna.pcpartpicker.com/static/forever/images/product/4790e11dd64670bd68c1cb8dff99c869.256p.jpg,ATX,350 W,false,No,,4
Cooler Master MasterWatt Maker,Add,https://cdna.pcpartpicker.com/static/forever/images/product/766078c3e50119e70256ff35efa80e20.256p.jpg,ATX,1200 W,80+ Titanium,Full,,0
FSP Group Berzerker,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3c535735ab91da56cbfe094eaebe4c18.256p.jpg,ATX,500 W,80+ Bronze,No,,0
Antec NE450M,Add,ATX,ATX,450 W,80+ Bronze,Semi,,0
Antec EA-750 Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7277601a5770fac3b183ba2a022f9cd4.256p.jpg,ATX,750 W,80+ Platinum,No,,5
Thermalright AG-650,Add,ATX,ATX,650 W,80+ Gold,Full,Black,0
Athena Power AP-MFATX30,,Mini ITX,Mini ITX,300 W,80+ Bronze,No,Silver,0
Raidmax RX-635AP,Add,ATX,ATX,635 W,80+ Bronze,Semi,,5
Apevia Beast,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7f8d47f309332d5b02bc3ddffb9d2001.256p.jpg,ATX,550 W,false,No,,4
Athena Power Apollo,55.99,https://cdna.pcpartpicker.com/static/forever/images/product/bafae6bf534dc90cae74490e35a4ac7b.256p.jpg,SFX,300 W,false,No,Silver,0
Rosewill Fortress,Add,ATX,ATX,450 W,80+ Platinum,No,,0
Xigmatek NRP-MC802,Add,ATX,ATX,800 W,80+ Bronze,Full,,0
Xigmatek NRP-MC702,Add,ATX,ATX,700 W,80+ Bronze,Full,,0
Deepcool PN550D WH,Add,ATX,ATX,550 W,80+ Gold,No,White,0
Zalman zm-650-XG,Add,ATX,ATX,650 W,80+ Gold,Semi,,0
Zalman zm-550-XG,Add,ATX,ATX,550 W,80+ Gold,Semi,,0
Zalman zm-750-XG,Add,ATX,ATX,750 W,80+ Gold,Semi,,0
RIOTORO ENIGMA G2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/15e8d3541e25c2a53267e4668f69be31.256p.jpg,ATX,750 W,80+ Gold,Full,Black / Yellow,5
KOLINK KL-600M,,ATX,ATX,600 W,80+ Bronze,Semi,Black,0
KOLINK KL-700M,,ATX,ATX,700 W,80+ Bronze,Semi,Black,0
OCZ EliteXStream,Add,ATX,ATX,1000 W,80+,No,,0
PC Power &amp; Cooling S61EPS-B,,,ATX,610 W,80+,No,,0
FSP Group Raider 450,Add,ATX,ATX,450 W,80+ Bronze,No,,0
Replace Power RP-TFX-420W,,TFX,TFX,420 W,false,No,Silver,4
SeaSonic SS-350TGM Retail,,https://cdna.pcpartpicker.com/static/forever/images/product/d7d7365fe9520530668b40bd79d103bf.med.256p.jpg,TFX,350 W,80+ Gold,Full,Silver,0
In Win PB,Add,https://cdna.pcpartpicker.com/static/forever/images/product/67a851547b18479d41253bf862deb3e2.256p.jpg,ATX,750 W,80+ Gold,Full,,2
NZXT HALE82N 650W,Add,ATX,ATX,650 W,80+ Bronze,No,,5
FSP Group FSP300-60GHS-R,,SFX,SFX,300 W,80+,No,Silver,0
FSP Group Everest 85PLUS 800,Add,ATX,ATX,800 W,80+ Bronze,Full,,0
Enermax ENP500AWT,,ATX,ATX,500 W,80+,No,,5
Cougar GX V3,Add,https://cdna.pcpartpicker.com/static/forever/images/product/0a1827e4cac5cad1f86582134a526f8c.256p.jpg,ATX,800 W,80+ Gold,Semi,Black / Gold,0
Cooler Master MASTERWATT MAKER MIJ,,https://cdna.pcpartpicker.com/static/forever/images/product/3ec87a37c021d611b248992e1e8835c0.256p.jpg,ATX,1200 W,80+ Titanium,Full,,0
Raidmax RX-535AP,Add,ATX,ATX,535 W,80+ Bronze,Semi,,4
Cooler Master Elite NEX N500 230V,,ATX,ATX,500 W,false,No,Black,0
Cooler Master Elite NEX N600 230V,Add,ATX,ATX,600 W,false,No,Black,0
Cooler Master Elite NEX White W700,Add,ATX,ATX,700 W,80+,No,Black,0
Cooler Master Elite NEX White W500,,ATX,ATX,500 W,80+,No,Black,0
Cooler Master Elite NEX PN600 Peak,Add,ATX,ATX,600 W,false,No,Black,0
Deepcool PQ650M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/212ce6c9ee259b24593988fb32491d8c.256p.jpg,ATX,650 W,80+ Gold,Full,Black,0
Rosewill SilentNight-500,Add,ATX,ATX,500 W,80+ Platinum,Semi,,0
FSP Group Raider S 550,Add,ATX,ATX,550 W,80+ Silver,No,,0
FSP Group AU-500FL,Add,ATX,ATX,500 W,80+ Gold,Semi,,0
BitFenix BFG GOLD,Add,ATX,ATX,550 W,80+ Gold,Full,Black,0
Rosewill CMG1000,Add,ATX,ATX,1000 W,80+ Gold,Full,Black,0
XFX P1-650S-NLB9,Add,ATX,ATX,650 W,80+ Bronze,No,,4.5
Cooler Master Silent Pro Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6fe58ba2b6850e50dac2432423d74489.med.256p.jpg,ATX,550 W,80+ Platinum,Semi,,0
Tacens AP II,,https://cdna.pcpartpicker.com/static/forever/images/product/2b2682143a9f350b65336fbbeded4c72.256p.jpg,ATX,500 W,false,No,Black / Green,0
FSP Group Berserker 500,Add,ATX,ATX,500 W,80+ Bronze,No,,4
Cooler Master XG850,Add,https://cdna.pcpartpicker.com/static/forever/images/product/df21bbf50a50095d35b5221aed130331.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,0
Kingwin Lazer,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6d8883829ec4334a824d3e3eb0181050.256p.jpg,ATX,750 W,80+,Full,,0
G.Skill PS850P,Add,ATX,ATX,850 W,80+ Platinum,Full,Black,0
FSP Group AURUM 92+,Add,ATX,ATX,450 W,80+ Platinum,Semi,,5
FSP Group Hydro PTM,Add,ATX,ATX,650 W,80+ Platinum,Full,Black,0
Enermax MAXREVO SLI,Add,ATX,ATX,1350 W,80+ Gold,Full,Black / Gold,0
Rosewill PHOTON-1050,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3ae1b89287a48bff48eb12ee19102b20.256p.jpg,ATX,1050 W,80+ Gold,Full,,5
Silverstone Triton 650Rx,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ddf914497779e294c2306dcbe2629452.256p.jpg,ATX,650 W,false,No,Black,0
Cooler Master VSM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/245b632d1375d817740105f5d532b95b.256p.jpg,ATX,650 W,80+ Gold,Semi,,5
LC-Power LC1000 V2.4,Add,ATX,ATX,1000 W,80+ Platinum,Full,Black,0
LC-Power LC1200 V2.4,Add,ATX,ATX,1200 W,80+ Platinum,Full,Black,0
Cooler Master RS,Add,ATX,ATX,650 W,80+ Bronze,No,,0
Rosewill ARC M650,Add,ATX,ATX,650 W,80+ Bronze,Semi,,4.5
Enermax MaxTytan,Add,ATX,ATX,1050 W,80+ Titanium,Full,,0
Topower TOP-500WB,Add,https://cdna.pcpartpicker.com/static/forever/images/product/477196f5b12e6577494916aed81f3105.med.256p.jpg,ATX,500 W,80+ Bronze,No,,0
Xilence XP430R8,Add,ATX,ATX,430 W,80+ Bronze,No,Black / Red,0
Xilence XP550R9,Add,ATX,ATX,550 W,80+ Gold,No,Black / Red,0
Xilence XP650R9,,https://cdna.pcpartpicker.com/static/forever/images/product/b74861f5679caea68070e3e2b101e380.256p.jpg,ATX,650 W,80+ Gold,No,Black / Red,0
Xilence XP750MR9,Add,ATX,ATX,750 W,80+ Gold,Semi,Black / Red,0
Cyonic AU-650X,Add,ATX,ATX,650 W,80+ Gold,Full,,0
Sentey SDP650-SS,,ATX,ATX,650 W,80+,No,,5
Sentey ERP-500-SS,Add,ATX,ATX,500 W,false,No,,0
Sentey ERP-700-SS,,https://cdna.pcpartpicker.com/static/forever/images/product/08690200a3eda153e13d6f36bb993b19.med.256p.jpg,ATX,700 W,false,No,,5
Cougar COUGAR-700CMX,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c450a39830cd46fc0689b79f823888b0.med.256p.jpg,ATX,700 W,80+ Bronze,No,,4
StarTech ATX2PW550WH,Add,ATX,ATX,550 W,80+,No,,0
Sparkle SPI300T8AB-B204,,TFX,TFX,300 W,80+ Bronze,No,Silver,0
Cougar COUGAR-GX1050,Add,ATX,ATX,1050 W,80+ Gold,Semi,,4
Azza PSAZ-500B12,,https://cdna.pcpartpicker.com/static/forever/images/product/8fe5ae2a2638c148e1fc204b80c036f0.med.256p.jpg,ATX,500 W,false,No,,3.5
Xilence XP850MR9,Add,ATX,ATX,850 W,80+ Gold,Semi,Black / Red,0
Silverstone NJ600,Add,ATX,ATX,600 W,80+ Titanium,Full,Silver,0
Mushkin MKNPSJL1000,Add,ATX,ATX,1000 W,80+ Gold,No,,0
Super Flower SF-1000F14MP Black,Add,ATX,ATX,1000 W,80+ Platinum,Full,,5
Super Flower SF-1200F14MP White,Add,ATX,ATX,1200 W,80+ Platinum,Full,,4
Rosewill CS-850M,Add,ATX,ATX,850 W,80+ Gold,Full,Black,0
Antec VP-P,,ATX,ATX,450 W,false,No,,5
SeaSonic SS-300TGW,,TFX,TFX,300 W,80+ Gold,No,Silver,0
Super Flower LEADEX Special Edition,Add,ATX,ATX,1000 W,80+ Platinum,Full,Black,5
Rosewill VALENS-600,Add,ATX,ATX,600 W,80+ Gold,No,,5
Rosewill VALENS-700M,Add,ATX,ATX,700 W,80+ Gold,Semi,,3.5
Rosewill VALENS-600M,Add,ATX,ATX,600 W,80+ Gold,Semi,,0
YEYIAN Thunder,Add,ATX,ATX,500 W,80+,No,Black,0
Corsair CX-600 V3,Add,ATX,ATX,600 W,80+ Bronze,No,,0
Deepcool DQ650ST,Add,ATX,ATX,650 W,80+ Gold,No,,0
Cooler Master V450,Add,ATX,ATX,450 W,80+ Gold,Semi,,0
Deepcool PM700D,Add,ATX,ATX,700 W,80+ Gold,No,Black,0
Enermax EPM1200EWT,Add,ATX,ATX,1200 W,80+ Platinum,Full,,0
Corsair GS500,Add,ATX,ATX,500 W,80+,No,,0
LC-Power LC6450 V2.3,Add,ATX,ATX,450 W,80+ Bronze,No,Black,0
PC Cooler YS1200,Add,ATX,ATX,1200 W,80+ Gold,Full,Black,0
be quiet! TFX Power 2,,https://cdna.pcpartpicker.com/static/forever/images/product/63b8df66fa9240f5256de17a358703e2.256p.jpg,TFX,300 W,80+ Gold,No,Black,0
be quiet! POWER 2,,https://cdna.pcpartpicker.com/static/forever/images/product/099fe7a5b199900d3ba049f0cd55dd23.256p.jpg,SFX,300 W,80+ Bronze,No,Black,0
Kingwin Lazer Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/d9aac1467233aa7ffa8a4d285238c187.256p.jpg,ATX,850 W,80+ Platinum,Semi,,0
Cougar POWERX,Add,ATX,ATX,700 W,80+ Bronze,No,,0
FirePower ZX,Add,ATX,ATX,850 W,80+ Gold,Full,,0
FirePower ZT,Add,ATX,ATX,550 W,80+ Bronze,Full,,0
SeaSonic SS-750HT Silver,Add,ATX,ATX,750 W,80+ Silver,No,,0
In Win Commander II,Add,https://cdna.pcpartpicker.com/static/forever/images/product/69f831da9edc6afcb81e5c55a97d75ac.med.256p.jpg,ATX,850 W,80+ Bronze,Full,,0
Apevia ATX-VS450W,,https://cdna.pcpartpicker.com/static/forever/images/product/1ee904ac08f3e6f19854b494859c6524.256p.jpg,ATX,450 W,false,No,,0
Thermaltake EVO_Blue,Add,https://cdna.pcpartpicker.com/static/forever/images/product/0d4a88a44a7c90a6ee5e567816a66e8e.med.256p.jpg,ATX,750 W,80+ Gold,Semi,,0
NZXT HALE90 V2 850W,Add,ATX,ATX,850 W,80+ Gold,Full,,4.5
Chieftec Polaris Pro,Add,https://cdna.pcpartpicker.com/static/forever/images/product/43a5069707b0aebeb7acd0ff9a07bd25.256p.jpg,ATX,1300 W,80+ Platinum,Full,Black,0
Cooler Master Silent Pro Hybrid,Add,ATX,ATX,1300 W,80+ Gold,Full,,5
Raidmax RX-1200AE,Add,ATX,ATX,1200 W,80+ Bronze,Semi,,5
SeaSonic SS-300SFD,,SFX,SFX,300 W,80+,No,Silver,0
Cougar SL400,Add,ATX,ATX,400 W,false,No,,0
In Win Commander III 600,Add,ATX,ATX,600 W,80+ Gold,Semi,,0
Enermax RevoBron TGA,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3b7c7cda2599b7c21fe6a7fe123a50eb.256p.jpg,ATX,500 W,80+ Bronze,Semi,Black,0
Apevia ATX-AQ700W-BK,Add,ATX,ATX,700 W,false,No,,2.5
Apevia ATX-CB600W,,ATX,ATX,600 W,false,No,,0
Apevia ATX-TL450W,,ATX,ATX,450 W,false,No,,0
HEC HEC350TEWX,,ATX,ATX,350 W,80+,No,,0
HEC XPOWER585 OEM,,ATX,ATX,585 W,false,No,,0
HEC ZEPHY580MX,Add,ATX,ATX,580 W,false,No,,0
HEC ZEPHYR650,,ATX,ATX,650 W,false,No,,0
HEC Zephyr MX-750,Add,ATX,ATX,750 W,80+ Bronze,No,,4
Topower ZU-500W,,ATX,ATX,500 W,false,No,,4
CoolMax CL-700B,Add,ATX,ATX,700 W,false,No,,3
VisionTek 900490,Add,ATX,ATX,800 W,80+ Bronze,Semi,,0
Dynapower EJ-750A80,Add,https://cdna.pcpartpicker.com/static/forever/images/product/edc94c79c64bb3b5e0553f375bd9da6c.256p.jpg,ATX,750 W,80+ Bronze,Full,,0
Enermax ELT720AWT-ECO_II,Add,ATX,ATX,720 W,80+,Full,,0
Enermax EMD625AWT_II,Add,ATX,ATX,625 W,80+ Bronze,Full,,0
Enermax EMG800EWT,Add,https://cdna.pcpartpicker.com/static/forever/images/product/686887659dc9041453fa2778fac6746a.256p.jpg,ATX,800 W,80+ Gold,Full,,0
Enermax EPG600AWT,Add,ATX,ATX,600 W,80+ Gold,No,,0
Enermax ERV1020EWT,Add,ATX,ATX,1020 W,80+ Silver,Full,,0
Gigabyte GE-P450P-C2,Add,ATX,ATX,550 W,80+,No,,2
Sparkle R-SPI650ACAG,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f03131108a9fbc3e7d72edabbd3e4da7.256p.jpg,ATX,650 W,80+ Gold,No,,0
OCZ StealthXstream II,Add,ATX,ATX,500 W,80+,No,,2.5
Sparkle SPI460PFB2-MC2,,https://cdna.pcpartpicker.com/static/forever/images/product/bb11521be683dd43a7aaceee982a4c5d.med.256p.jpg,ATX,460 W,80+,No,,0
Rosewill RP600V2-S-SL,Add,ATX,ATX,600 W,false,No,,3.5
Rosewill RV2-500,,ATX,ATX,500 W,false,No,,0
Rosewill RX850-S-B,,ATX,ATX,850 W,80+,No,,4
Silverstone OP1000-P,Add,ATX,ATX,1000 W,80+,No,,0
Sunbeam IC-PSU-US-2545-DW,,ATX,ATX,450 W,false,No,,0
Zalman ZM660-XT,Add,ATX,ATX,660 W,80+ Bronze,Full,,0
SeaSonic SS-300TFX Bronze,89.99,TFX,TFX,300 W,80+ Bronze,No,Silver,5
Deepcool PM550D,Add,ATX,ATX,550 W,80+ Gold,No,Black,0
Deepcool PM600D,Add,ATX,ATX,600 W,80+ Gold,No,Black,0
Rosewill Quark 550,Add,ATX,ATX,550 W,80+ Platinum,Full,,5
Rosewill Quark 1000,Add,ATX,ATX,1000 W,80+ Platinum,Full,,0
SeaSonic SSP-550RT,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1d48c1034e8afb78f77bf22025bf26ee.med.256p.jpg,ATX,550 W,80+ Gold,No,,0
SeaSonic SSP-450RT,Add,ATX,ATX,450 W,80+ Gold,No,,0
Apevia Raptor,,ATX,ATX,450 W,false,No,Black / Red,0
CoolMax ZX-700,Add,ATX,ATX,700 W,80+,No,,4
FSP Group ATX400-PNT,,https://cdna.pcpartpicker.com/static/forever/images/product/78511f46aa1e2033bd103de8907d0714.med.256p.jpg,ATX,400 W,false,No,,0
Antec NeoECO 550 Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/000dea72d718d70700630add8ffc3d85.256p.jpg,ATX,550 W,80+ Gold,Semi,Black,5
VisionTek 900346,,ATX,ATX,500 W,false,No,,0
be quiet! STRAIGHT POWER E9 | 500W,Add,ATX,ATX,500 W,80+ Gold,No,,4.5
Sparkle FSP300THAR-MC,,ATX,ATX,300 W,false,No,,0
E-Power EP-500NE-XV,Add,ATX,ATX,500 W,false,No,,3
Topower TOP-600WB,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e2b1ed659e51db2b22b04571ddd9e63c.med.256p.jpg,ATX,600 W,80+ Bronze,No,,0
Azza Titan,Add,ATX,ATX,1000 W,80+ Bronze,No,,5
Cooler Master MasterWatt TUF Gaming Alliance,Add,ATX,ATX,550 W,80+ Bronze,Semi,Black / Gray,0
Segotep CP-PSU-ST-P750F,Add,ATX,ATX,750 W,80+ Gold,Full,Black,0
Logisys AT750BK,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2e303e9595ef225f592b7d4bbceed3e2.256p.jpg,ATX,750 W,80+ Bronze,No,,0
Silverstone Zeus,,ATX,ATX,1350 W,80+ Silver,Full,,0
be quiet! Straight Power E9,Add,ATX,ATX,600 W,80+ Gold,No,,0
Thermaltake Toughpower iRGB PLUS,Add,ATX,ATX,1250 W,80+ Titanium,Full,,3
CoolMax ZU-600B,Add,https://cdna.pcpartpicker.com/static/forever/images/product/31ee61d2f7647f477751c76f49a7c646.256p.jpg,ATX,600 W,80+ Bronze,Semi,,4
