web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224102-1","https://www.scan.co.uk/shop/computer-hardware/streaming-audio/all","","Elgato Wave:3 Premium Condenser Microphone, 24-bit/96kHz, Capacitive Mute, Clipguard Technology, USB-C","£149.99",""
