web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224105-1","https://www.scan.co.uk/shop/computer-hardware/flight-yokes/all","","Logitech G Flight Yoke System, 5-Axis, USB, PC/Mac, Stainless Steel Yoke Shaft, Desktop Clamp","£189.99",""
