web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224107-1","https://www.scan.co.uk/shop/computer-hardware/flight-pedals/all","","Thrustmaster TPR Rudder Pedals, Industrial-Grade Metal Structure, Versatile Accelerator/Brake/舵Rudder, USB, PC","£299.99",""
