web_scraper_order,web_scraper_start_url,pagination,name,protocol,interface,rating,price,color,name3,price2,interface2,color2,protocol2,name2,name4
"1784222835-92","https://uk.pcpartpicker.com/products/wireless-network-card/","","StarTech PEX300WN2X2","ProtocolWi-Fi 4","InterfacePCIe x1","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41jY60zb8TL.jpg","https://images-na.ssl-images-amazon.com/images/I/41jY60zb8TL.jpg"
"1784222835-93","https://uk.pcpartpicker.com/products/wireless-network-card/","","TP-Link TL-WN823N","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(15)","£14.18Add","Color","(15)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/49a4630041a0232ece181b7bfb73780d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/49a4630041a0232ece181b7bfb73780d.256p.jpg"
"1784222835-94","https://uk.pcpartpicker.com/products/wireless-network-card/","","EDUP EP-9636GS-BL","ProtocolWi-Fi 6","InterfacePCIe x1","(5)","Add","ColorBlack","(5)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31jxw5lm72L.jpg","https://m.media-amazon.com/images/I/31jxw5lm72L.jpg"
"1784222835-95","https://uk.pcpartpicker.com/products/wireless-network-card/","","TP-Link TL-WN822N","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(21)","£19.99Add","Color","(21)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/97f0f9f5426b007881db5ebb2a341bcf.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/97f0f9f5426b007881db5ebb2a341bcf.256p.jpg"
"1784222835-96","https://uk.pcpartpicker.com/products/wireless-network-card/","","Asus USB-AX55 Nano","ProtocolWi-Fi 6","InterfaceUSB Type-A 2.0","(0)","£28.31Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/e8644d9dbff2d41cfbefcc0219e2fd10.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e8644d9dbff2d41cfbefcc0219e2fd10.256p.jpg"
"1784222835-97","https://uk.pcpartpicker.com/products/wireless-network-card/","","D-Link DWA-566","ProtocolWi-Fi 4","InterfacePCIe x1","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41iGUog9MEL.jpg","https://m.media-amazon.com/images/I/41iGUog9MEL.jpg"
"1784222835-98","https://uk.pcpartpicker.com/products/wireless-network-card/","","TRENDnet TEW-424UB","ProtocolWi-Fi 3","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31V7O05p4IL.jpg","https://m.media-amazon.com/images/I/31V7O05p4IL.jpg"
"1784222835-99","https://uk.pcpartpicker.com/products/wireless-network-card/","","Intel 7260HMWDTX1","ProtocolWi-Fi 5","InterfacePCIe x1","(22)","Add","Color","(22)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/316FIvyszbL.jpg","https://m.media-amazon.com/images/I/316FIvyszbL.jpg"
"1784222835-100","https://uk.pcpartpicker.com/products/wireless-network-card/","","StarTech USB150WN1X1W","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","£15.48Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/763c47fc590201a379cac7cb5601e1fb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/763c47fc590201a379cac7cb5601e1fb.256p.jpg"
"1784222839-101","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","IOGEAR GWU523","ProtocolWi-Fi 3","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-102","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Patriot PCBOWAU2-N","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31hiTvBGWnL.jpg","https://m.media-amazon.com/images/I/31hiTvBGWnL.jpg"
"1784222839-103","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","SIIG CN-WR0811-S1","ProtocolWi-Fi 4","InterfacePCIe x1","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/b8d9fc312dade120be6dc59e243db4a4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b8d9fc312dade120be6dc59e243db4a4.256p.jpg"
"1784222839-104","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TP-Link TL-WN721N","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/9d6a00fd98559a9bf0b777418019ea64.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/9d6a00fd98559a9bf0b777418019ea64.256p.jpg"
"1784222839-105","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin F9L1001","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(5)","Add","Color","(5)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31B+HDsBYzL.jpg","https://m.media-amazon.com/images/I/31B+HDsBYzL.jpg"
"1784222839-106","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin F9L1002","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31c-f5wFNxL.jpg","https://images-na.ssl-images-amazon.com/images/I/31c-f5wFNxL.jpg"
"1784222839-107","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin F9L1103","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41wumOdF0fL.jpg","https://m.media-amazon.com/images/I/41wumOdF0fL.jpg"
"1784222839-108","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin F9L1109-OM","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-109","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Buffalo Technology WI-U2-300D","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41SVrXddofL.jpg","https://images-na.ssl-images-amazon.com/images/I/41SVrXddofL.jpg"
"1784222839-110","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Asus USB-AC56","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(8)","Add","Color","(8)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/de16c7216e8633e97eac8c57c933aac6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/de16c7216e8633e97eac8c57c933aac6.256p.jpg"
"1784222839-111","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin F7D1102","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41U0%2B2pjHOL.jpg","https://images-na.ssl-images-amazon.com/images/I/41U0%2B2pjHOL.jpg"
"1784222839-112","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Buffalo Technology WI-U2-433DM","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41x7xFc9rGL.jpg","https://m.media-amazon.com/images/I/41x7xFc9rGL.jpg"
"1784222839-113","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Cisco AM10","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/d742cecb9a226c5e8583eb69b7e606fb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d742cecb9a226c5e8583eb69b7e606fb.256p.jpg"
"1784222839-114","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","D-Link N69506","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/cd479d1bf621d9dde3ace3ebf904d96a.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/cd479d1bf621d9dde3ace3ebf904d96a.med.256p.jpg"
"1784222839-115","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","D-Link DWA-548","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-116","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Encore ENLWI-N3","ProtocolWi-Fi 4","InterfacePCI","(5)","Add","Color","(5)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-117","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Linksys WUSB600N","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/b507fee6c8117201407b53dbb8f3d2a2.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b507fee6c8117201407b53dbb8f3d2a2.256p.jpg"
"1784222839-118","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Netgear A6100-100PAS","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(4)","Add","Color","(4)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41ewZN+zKqL.jpg","https://m.media-amazon.com/images/I/41ewZN+zKqL.jpg"
"1784222839-119","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill AC1200UBE","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31N1tH4hYiL.jpg","https://images-na.ssl-images-amazon.com/images/I/31N1tH4hYiL.jpg"
"1784222839-120","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","SIIG JU-WR0012-S1","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31No1aTAERL.jpg","https://images-na.ssl-images-amazon.com/images/I/31No1aTAERL.jpg"
"1784222839-121","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","SIIG JU-WR0212-S1","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31K0BB1l5UL.jpg","https://images-na.ssl-images-amazon.com/images/I/31K0BB1l5UL.jpg"
"1784222839-122","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TRENDnet TEW-804UB","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41E9dXnE2XL.jpg","https://images-na.ssl-images-amazon.com/images/I/41E9dXnE2XL.jpg"
"1784222839-123","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Asus USB-AC51","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/51f3081863e85348fdd81becdeb3ea64.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/51f3081863e85348fdd81becdeb3ea64.256p.jpg"
"1784222839-124","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","SIIG JU-WR0112-S1","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31w5fGzO0ZL.jpg","https://m.media-amazon.com/images/I/31w5fGzO0ZL.jpg"
"1784222839-125","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TP-Link TL-WDN4200","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31MXV0LvTlL.jpg","https://m.media-amazon.com/images/I/31MXV0LvTlL.jpg"
"1784222839-126","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Cisco AE3000","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/4e6686a9e89dfdc688b31d454b440a4f.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4e6686a9e89dfdc688b31d454b440a4f.med.256p.jpg"
"1784222839-127","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Intel 6205","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/52ddaf0e063e255a2cd1974e70428929.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/52ddaf0e063e255a2cd1974e70428929.256p.jpg"
"1784222839-128","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Asus USB-AC55","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/64cfb1d095a4689278305a326a634d7c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/64cfb1d095a4689278305a326a634d7c.256p.jpg"
"1784222839-129","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Asus USB-N13","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-130","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin AE3000","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/f9ad8648998a34b661062fa022e77c81.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f9ad8648998a34b661062fa022e77c81.256p.jpg"
"1784222839-131","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin F7D2102TT","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31A6cmDeZRL.jpg","https://m.media-amazon.com/images/I/31A6cmDeZRL.jpg"
"1784222839-132","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin F9L1101","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31By95bIrBL.jpg","https://m.media-amazon.com/images/I/31By95bIrBL.jpg"
"1784222839-133","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","BenQ WDRT8192","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31nExoCl7XL.jpg","https://images-na.ssl-images-amazon.com/images/I/31nExoCl7XL.jpg"
"1784222839-134","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Cisco AE1200","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-135","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Cisco AE2500","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31cpc%2BWC-7L.jpg","https://images-na.ssl-images-amazon.com/images/I/31cpc%2BWC-7L.jpg"
"1784222839-136","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Hawking Technology HD65U","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/c9a5164b3aa116d6195f48d258b4ff58.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c9a5164b3aa116d6195f48d258b4ff58.med.256p.jpg"
"1784222839-137","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-AC1200UBE2","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31-x1s0n+SL.jpg","https://m.media-amazon.com/images/I/31-x1s0n+SL.jpg"
"1784222839-138","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-N600UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/21vncTbRxzL.jpg","https://m.media-amazon.com/images/I/21vncTbRxzL.jpg"
"1784222839-139","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","StarTech USB867WAC22","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31dVXYfK0tL.jpg","https://m.media-amazon.com/images/I/31dVXYfK0tL.jpg"
"1784222839-140","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Edimax EW-7711MAC","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41oOkGjJ1NL.jpg","https://m.media-amazon.com/images/I/41oOkGjJ1NL.jpg"
"1784222839-141","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Intel 3160.NGWG","ProtocolWi-Fi 5","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-142","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Intel 6300","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-143","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Intel 7260","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/51ZDFR+OuXL.jpg","https://m.media-amazon.com/images/I/51ZDFR+OuXL.jpg"
"1784222839-144","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Intel 7260","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","£35.20Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/51+c-OYmUmL.jpg","https://m.media-amazon.com/images/I/51+c-OYmUmL.jpg"
"1784222839-145","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Intel 7260","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-146","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Edimax EW-7811DAC","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","£34.86Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41hR9cta+OL.jpg","https://m.media-amazon.com/images/I/41hR9cta+OL.jpg"
"1784222839-147","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Asus USB-AC68","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/48b91e932a59f876865282b28db2b04d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/48b91e932a59f876865282b28db2b04d.256p.jpg"
"1784222839-148","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","AUKEY WF-R12","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-149","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Athenatech NE-WN3201D","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-150","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","D-Link DWA-192","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/2ebbc06e35a13b29ed407bcd7c341220.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2ebbc06e35a13b29ed407bcd7c341220.256p.jpg"
"1784222839-151","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TRENDnet TEW-806UBH","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/1ea78e0581c331e200bf3464bf66e237.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1ea78e0581c331e200bf3464bf66e237.256p.jpg"
"1784222839-152","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Syba SY-PEX23063","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41hMaLOy+VL.jpg","https://m.media-amazon.com/images/I/41hMaLOy+VL.jpg"
"1784222839-153","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TP-Link Archer T4UH","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/7f06ab34a1a2949b647f7a5ba847a966.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/7f06ab34a1a2949b647f7a5ba847a966.256p.jpg"
"1784222839-154","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-N150NUB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31sPxFJFNvL.jpg","https://images-na.ssl-images-amazon.com/images/I/31sPxFJFNvL.jpg"
"1784222839-155","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-N300UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/e1a192e8e74534ccd70d3f7e417bf2f6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e1a192e8e74534ccd70d3f7e417bf2f6.256p.jpg"
"1784222839-156","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-N150NUB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-eu.ssl-images-amazon.com/images/I/31eSPZlzy2L.jpg","https://images-eu.ssl-images-amazon.com/images/I/31eSPZlzy2L.jpg"
"1784222839-157","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-N150NUB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/5a619bd2897191c72fbcaf2b1051610a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5a619bd2897191c72fbcaf2b1051610a.256p.jpg"
"1784222839-158","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TP-Link Archer T1U","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/2abbca50ad6b599718bb039e972f936e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2abbca50ad6b599718bb039e972f936e.256p.jpg"
