web_scraper_order,web_scraper_start_url,pagination,name,protocol,interface,rating,price,color,name3,price2,interface2,color2,protocol2,name2,name4
"1784222844-224","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNWD-N1501UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://images-eu.ssl-images-amazon.com/images/I/31yjLMlwXZL.jpg","https://images-eu.ssl-images-amazon.com/images/I/31yjLMlwXZL.jpg"
"1784222844-225","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Linksys AE3000-NP","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/2834458d90be63235c581b8dcdac14c2.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2834458d90be63235c581b8dcdac14c2.med.256p.jpg"
"1784222844-226","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-N250PC2","ProtocolWi-Fi 4","InterfacePCI","(6)","Add","Color","(6)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/318X2P+1weL.jpg","https://m.media-amazon.com/images/I/318X2P+1weL.jpg"
"1784222844-227","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Linksys AE2500-NP","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41gHpsG+OrL.jpg","https://m.media-amazon.com/images/I/41gHpsG+OrL.jpg"
"1784222844-228","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNWD-N1502UBE","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/21hgy6KSEoL.jpg","https://m.media-amazon.com/images/I/21hgy6KSEoL.jpg"
"1784222844-229","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Belkin E9L1500","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-230","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Belkin E9L3000","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/314u2As2L8L.jpg","https://m.media-amazon.com/images/I/314u2As2L8L.jpg"
"1784222844-231","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Belkin E9L6000","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(5)","Add","Color","(5)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31NLMpyy9mL.jpg","https://images-na.ssl-images-amazon.com/images/I/31NLMpyy9mL.jpg"
"1784222844-232","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Belkin E9L7500","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41lub5yx-9L.jpg","https://m.media-amazon.com/images/I/41lub5yx-9L.jpg"
"1784222844-233","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Diamond WL700NXS","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/21mK19S9SaL.jpg","https://images-na.ssl-images-amazon.com/images/I/21mK19S9SaL.jpg"
"1784222844-234","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENUWI-1XN42","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/01pKWBKm9kL.jpg","https://m.media-amazon.com/images/I/01pKWBKm9kL.jpg"
"1784222844-235","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENUWI-1XN45","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-236","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENUWI-1XN4M","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41uNckdn06L.jpg","https://m.media-amazon.com/images/I/41uNckdn06L.jpg"
"1784222844-237","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENUWI-2XN42","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-238","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENUWI-2XN45","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/11cljtdN4TL.jpg","https://m.media-amazon.com/images/I/11cljtdN4TL.jpg"
"1784222844-239","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","IOGEAR GWU627W6","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/198bdf2ca10c632dcda5657030e27785.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/198bdf2ca10c632dcda5657030e27785.256p.jpg"
"1784222844-240","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 2200BNHMWDTX1","ProtocolWi-Fi 4","InterfacePCIe x1","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31RRq12u7jL.jpg","https://m.media-amazon.com/images/I/31RRq12u7jL.jpg"
"1784222844-241","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Patriot PCUSBW1150","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31fyKED0r2L.jpg","https://m.media-amazon.com/images/I/31fyKED0r2L.jpg"
"1784222844-242","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-684UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41qoSaxgQRL.jpg","https://m.media-amazon.com/images/I/41qoSaxgQRL.jpg"
"1784222844-243","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-649UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41YnaX7MqzL.jpg","https://m.media-amazon.com/images/I/41YnaX7MqzL.jpg"
"1784222844-244","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENEWI-1XN45","ProtocolWi-Fi 4","InterfacePCIe x1","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/21XwwC3JwXL.jpg","https://m.media-amazon.com/images/I/21XwwC3JwXL.jpg"
"1784222844-245","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENEWI-2XN42","ProtocolWi-Fi 4","InterfacePCIe x1","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/411MzdwetLL.jpg","https://m.media-amazon.com/images/I/411MzdwetLL.jpg"
"1784222844-246","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENEWI-2XN45","ProtocolWi-Fi 4","InterfacePCIe x1","(6)","Add","Color","(6)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31nV4aMjmaL.jpg","https://m.media-amazon.com/images/I/31nV4aMjmaL.jpg"
"1784222844-247","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill N600PCE","ProtocolWi-Fi 4","InterfacePCIe x1","(25)","Add","Color","(25)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31jN3dnvomL.jpg","https://m.media-amazon.com/images/I/31jN3dnvomL.jpg"
"1784222844-248","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-623PI","ProtocolWi-Fi 4","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/417P7kFuxqL.jpg","https://images-na.ssl-images-amazon.com/images/I/417P7kFuxqL.jpg"
"1784222844-249","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-N600UBE","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31nx8dBdaeL.jpg","https://m.media-amazon.com/images/I/31nx8dBdaeL.jpg"
"1784222844-250","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","D-Link DWA-160","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/5cbaa82e5d6a812260e996c176074c0c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5cbaa82e5d6a812260e996c176074c0c.256p.jpg"
"1784222844-251","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","D-Link DWA-182","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","£28.00Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31OCnvawcAL.jpg","https://m.media-amazon.com/images/I/31OCnvawcAL.jpg"
"1784222844-252","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Netgear A6200-100NAS","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(8)","£48.86Add","Color","(8)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31JNAQzrPUL.jpg","https://m.media-amazon.com/images/I/31JNAQzrPUL.jpg"
"1784222844-253","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Netgear WN311B-100NAS","ProtocolWi-Fi 4","InterfacePCI","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/de50e0cc64e2e005a1af2b9e3d14d551.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/de50e0cc64e2e005a1af2b9e3d14d551.med.256p.jpg"
"1784222844-254","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Netgear WNA1000M-100ENS","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/da4bf04a658883aa9fc57589f7627ad7.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/da4bf04a658883aa9fc57589f7627ad7.256p.jpg"
"1784222844-255","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Netgear WNA3100M-100ENS","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/a52a10f3c4969a1ba99274ef9742b3a1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a52a10f3c4969a1ba99274ef9742b3a1.256p.jpg"
"1784222844-256","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Netgear WNDA4100-100NAS","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(6)","Add","Color","(6)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/88136a1ed2f17bf56ca7eef7f729412a.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/88136a1ed2f17bf56ca7eef7f729412a.med.256p.jpg"
"1784222844-257","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 6235ANHMW","ProtocolWi-Fi 4","InterfaceHalf Mini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/51TVxLs0AjL.jpg","https://m.media-amazon.com/images/I/51TVxLs0AjL.jpg"
"1784222844-258","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 105","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/51eQWNx1XIL.jpg","https://images-na.ssl-images-amazon.com/images/I/51eQWNx1XIL.jpg"
"1784222844-259","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 135","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-260","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 2200BNHMW","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41Am1bjOjfL.jpg","https://m.media-amazon.com/images/I/41Am1bjOjfL.jpg"
"1784222844-261","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 7260HMW","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/413dO3X50tL.jpg","https://m.media-amazon.com/images/I/413dO3X50tL.jpg"
"1784222844-262","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 7260HMW BN","ProtocolWi-Fi 4","InterfaceMini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/51sbaaH9T8L.jpg","https://m.media-amazon.com/images/I/51sbaaH9T8L.jpg"
"1784222844-263","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Linksys AE6000","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/1fac45509ff948cb79871f13c65ebe80.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1fac45509ff948cb79871f13c65ebe80.med.256p.jpg"
"1784222844-264","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Orico ORICO WRA150","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-265","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Orico ORICO WRB150","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/95fd3f86332d30f08d83f3814d8f50ba.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/95fd3f86332d30f08d83f3814d8f50ba.med.256p.jpg"
"1784222844-266","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Orico ORICO WRB150","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/04410726da137077bb53fbc1686d481a.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/04410726da137077bb53fbc1686d481a.med.256p.jpg"
"1784222844-267","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Orico ORICO WRD150","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/2b7bb6cf09a0638eb3a3ff421f879bbb.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2b7bb6cf09a0638eb3a3ff421f879bbb.med.256p.jpg"
"1784222844-268","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Orico WRD150BLK","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/35ae99c2ab6a69f6998f04f43dc339dd.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/35ae99c2ab6a69f6998f04f43dc339dd.med.256p.jpg"
"1784222844-269","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Samsung WIS12ABGNX/XAA","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-270","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-624UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41-YaLhoJhL.jpg","https://m.media-amazon.com/images/I/41-YaLhoJhL.jpg"
"1784222844-271","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-643PI","ProtocolWi-Fi 4","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41d0f3+tcUL.jpg","https://m.media-amazon.com/images/I/41d0f3+tcUL.jpg"
"1784222844-272","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-726EC","ProtocolWi-Fi 4","InterfacePCIe x1","(7)","Add","Color","(7)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41DIKHWN-9L.jpg","https://m.media-amazon.com/images/I/41DIKHWN-9L.jpg"
"1784222844-273","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-805UB","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(12)","Add","Color","(12)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/410pNP1fJbL.jpg","https://m.media-amazon.com/images/I/410pNP1fJbL.jpg"
"1784222844-274","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","D-Link DWA-131","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/48f257af8e3c9b2e7ff35f68df3c683b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/48f257af8e3c9b2e7ff35f68df3c683b.256p.jpg"
"1784222844-275","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","D-Link DWA-171","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/85c2a58e004600dd6eb106009044b43b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/85c2a58e004600dd6eb106009044b43b.256p.jpg"
"1784222844-276","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","D-Link DWA-525","ProtocolWi-Fi 4","InterfacePCI","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/4271547010b62c87c32fb85a1795ba87.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4271547010b62c87c32fb85a1795ba87.256p.jpg"
"1784222844-277","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Edimax EW-7811Un","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(17)","Add","Color","(17)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/1c4d63339351b3738088cd61d8426cf1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1c4d63339351b3738088cd61d8426cf1.256p.jpg"
"1784222844-278","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Edimax EW-7711USN","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31jrZcrei0L.jpg","https://m.media-amazon.com/images/I/31jrZcrei0L.jpg"
"1784222844-279","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Edimax EW-7722In","ProtocolWi-Fi 4","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41GTiG6gHFL.jpg","https://images-na.ssl-images-amazon.com/images/I/41GTiG6gHFL.jpg"
"1784222844-280","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Edimax EW-7722UTn","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/0b35fc669edb20a15cd3558ad560fed4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0b35fc669edb20a15cd3558ad560fed4.256p.jpg"
"1784222844-281","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Asus USB-AC53","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(4)","Add","Color","(4)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/159e8a57f2c36d8e07726c3326741965.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/159e8a57f2c36d8e07726c3326741965.256p.jpg"
"1784222844-282","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Edimax EW-7722PnD","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31S0UQps5HL.jpg","https://images-na.ssl-images-amazon.com/images/I/31S0UQps5HL.jpg"
"1784222844-283","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Edimax EW-7722UnD","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31h194ZPLqL.jpg","https://m.media-amazon.com/images/I/31h194ZPLqL.jpg"
"1784222844-284","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Hawking Technology HAWNU1","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/b72909c6cbc78f7dda1374a35f9c9d34.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b72909c6cbc78f7dda1374a35f9c9d34.256p.jpg"
"1784222844-285","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Hawking Technology HAWNU2","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31BOqPufg1L.jpg","https://images-na.ssl-images-amazon.com/images/I/31BOqPufg1L.jpg"
"1784222844-286","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Hawking Technology HD45U","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/83ff9a503c204b43ae3369aeeb8a64e3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/83ff9a503c204b43ae3369aeeb8a64e3.256p.jpg"
"1784222844-287","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Hawking Technology HWDN3","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/45b89b62b4f96d6920adf79bf4a709bc.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/45b89b62b4f96d6920adf79bf4a709bc.med.256p.jpg"
"1784222844-288","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Hawking Technology HWUG1","ProtocolWi-Fi 3","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41rzkbw%2B1NL.jpg","https://images-na.ssl-images-amazon.com/images/I/41rzkbw%2B1NL.jpg"
