web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224100-1","https://www.scan.co.uk/shop/computer-hardware/streaming-capture-cards/all","","Elgato HD60 X External Capture Card, 4K60 HDR10, VRR, 1080p60 Passthrough, USB 3.0, PC/Mac","£159.99",""
