web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224113-1","https://www.scan.co.uk/shop/computer-hardware/racing-accessories/all","","Next Level Racing Floor Mat Stand, Non-Slip Surface, Compatible with GT-Lite/F-GT Lite Cockpits, 150cm x 70cm","£39.99",""
