name,price,image,type,frequency_response,microphone,wireless,enclosure_type,color,rating
ARCTIC P253 BT,,https://cdna.pcpartpicker.com/static/forever/images/product/70e69687197b154c8dfbfb6cbf5508a2.med.256p.jpg,Supra-aural,18 Hz - 22 kHz,Yes,Yes,Closed,Black / Silver,0
Bose 715593-0010,,https://cdna.pcpartpicker.com/static/forever/images/product/c4c0c847bf20bff99b9fd7843694790c.med.256p.jpg,In Ear,false,No,No,Closed,Black / Clear,0
Bose 715593-0020,,https://cdna.pcpartpicker.com/static/forever/images/product/9d141f556bca5571dde6ea8411021612.med.256p.jpg,In Ear,false,No,No,Closed,White,0
Bose 715593-0030,,https://cdna.pcpartpicker.com/static/forever/images/product/db41c66d0161d6308e2b15015a76f1ff.med.256p.jpg,In Ear,false,No,No,Closed,Red,0
Bose 715593-0040,,https://cdna.pcpartpicker.com/static/forever/images/product/633b25b3d251b624b4d3b83db50beb85.med.256p.jpg,In Ear,false,No,No,Closed,Black / Clear,0
Bose 715593-0050,,https://cdna.pcpartpicker.com/static/forever/images/product/78c2452e67549111aa721db5a3f93b55.med.256p.jpg,In Ear,false,No,No,Closed,White,0
Bose 715593-0060,,https://cdna.pcpartpicker.com/static/forever/images/product/418618205c7b32faa512cc87f8ef349f.med.256p.jpg,In Ear,false,No,No,Closed,Red,0
Bose 715593-0070,,https://cdna.pcpartpicker.com/static/forever/images/product/633b25b3d251b624b4d3b83db50beb85.med.256p.jpg,In Ear,false,No,No,Closed,Black / Clear,0
Bose 717534-0010,,https://cdna.pcpartpicker.com/static/forever/images/product/a6b7ba07ad97c94a1bbcc70011ed2a6c.med.256p.jpg,In Ear,true,Yes,No,Closed,Black / Blue,0
Bose 717534-0020,,https://cdna.pcpartpicker.com/static/forever/images/product/10cd4cadfd93223dea720af563906a67.med.256p.jpg,In Ear,true,Yes,No,Closed,Orange / White,0
Bose 717534-0030,,https://cdna.pcpartpicker.com/static/forever/images/product/0b3599bece5ab99abd1cf22e68dee259.med.256p.jpg,In Ear,true,Yes,No,Closed,Green,0
Bose 717534-0040,,https://cdna.pcpartpicker.com/static/forever/images/product/5fc066b0d562a74f085f1d3fee4a581c.med.256p.jpg,In Ear,true,Yes,No,Closed,Green,0
Hercules 4780548,,Circumaural,Circumaural,10 Hz - 25 kHz,No,No,Closed,Black / Silver,0
I/O Magic NE9783,,Earbud,Earbud,false,No,No,Closed,Black / Red,0
Philips X1/28,,Circumaural,Circumaural,true,Yes,No,Open,Black / Silver,0
Plantronics 20045001P,,https://cdna.pcpartpicker.com/static/forever/images/product/11d1ef191af04798c82567b79674fc0d.256p.jpg,In Ear,false,No,No,Closed,Black / Blue,0
Plantronics 20046001,,https://cdna.pcpartpicker.com/static/forever/images/product/fd522c59eb8352a6dfd0fe85e6ba45ce.med.256p.jpg,In Ear,false,No,No,Closed,Black / Green,0
Sennheiser CX 1.00 Black,,https://cdna.pcpartpicker.com/static/forever/images/product/8b92bd6a3e098bd0d20750559dd04cad.256p.jpg,Earbud,17 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Sennheiser CX 1.00 White,,Earbud,Earbud,17 Hz - 20 kHz,No,No,Closed,White,0
Sennheiser CX 2.00G White,,Earbud,Earbud,true,Yes,No,Closed,White,0
Sennheiser CX 2.00i Black,,Earbud,Earbud,true,Yes,No,Closed,Black / Silver,0
Sennheiser CX 2.00i White,,Earbud,Earbud,true,Yes,No,Closed,White,0
Sennheiser CX 3.00 Black,,Earbud,Earbud,false,No,No,Closed,Black,0
Sennheiser CX 3.00 Red,,Earbud,Earbud,false,No,No,Closed,Black / Red,0
Sennheiser CX 5.00G Black,,https://cdna.pcpartpicker.com/static/forever/images/product/ba31e0925688b332d91f29bb97522d0e.256p.jpg,Earbud,true,Yes,No,Closed,Black / Silver,0
Sennheiser CX 5.00i Black,,Earbud,Earbud,true,Yes,No,Closed,Black / Silver,0
Sennheiser CX 5.00i White,,Earbud,Earbud,true,Yes,No,Closed,White,0
Sennheiser M2 IEi,,In Ear,In Ear,15 Hz - 22 kHz,Yes,No,Closed,Black / Red,5
Sennheiser URBANITEBLACKG,,Supra-aural,Supra-aural,false,No,No,Closed,Black / White,0
Thermaltake HT-DRA007OEWH,,Circumaural,Circumaural,10 Hz - 22 kHz,No,No,Closed,White,0
Thermaltake DRACCO,,Circumaural,Circumaural,10 Hz - 22 kHz,No,No,Closed,Multicolor,0
Yamaha EPH-50BL,,https://cdna.pcpartpicker.com/static/forever/images/product/6ffdb3c082758ddbdb6806b2666360bc.med.256p.jpg,Earbud,20 Hz - 21 kHz,No,No,Closed,Black,0
Adesso Xtream H2B,,Supra-aural,Supra-aural,140 Hz - 20 kHz,No,Yes,Closed,Black / Red,0
Adesso Xtream H2W,,Supra-aural,Supra-aural,140 Hz - 20 kHz,No,Yes,Closed,Green / White,0
Altec Lansing Foldable OTH,,Supra-aural,Supra-aural,false,No,Yes,Closed,Red / White,0
Asus CINEVIBE/BLK,,https://cdna.pcpartpicker.com/static/forever/images/product/2035d2e0ff4bc2d9284ed39ad52c1c13.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Asus STRIX PRO,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,0
Creative Labs Tactic3D Rage Wireless V2.0,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,0
Creative Labs Tactic3D Rage V2.0,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Creative Labs Sound Blaster Inferno,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Creative Labs Wireless V2.0,,https://cdna.pcpartpicker.com/static/forever/images/product/33cf661100effdee8de11b1119b1229d.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,0
Genius 31710188100,,https://cdna.pcpartpicker.com/static/forever/images/product/8598ebe306613d422d1d9fe205830ef9.256p.jpg,Circumaural,false,No,Yes,Closed,White,0
Genius 31710188101,,Circumaural,Circumaural,false,No,Yes,Closed,Black,0
Genius 31710188102,,Circumaural,Circumaural,false,No,Yes,Closed,Pink,0
Genius 31710188103,,Circumaural,Circumaural,false,No,Yes,Closed,Blue,0
Gigabyte FORCE H3X,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Klipsch KG-300,,Circumaural,Circumaural,16 Hz - 23 kHz,Yes,Yes,Closed,Black,0
Mad Catz F.R.E.Q. 3,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / White,0
Mad Catz TRI903570A04/02/1,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Blue,0
Mad Catz Titanfall F.R.E.Q.4D,,https://cdna.pcpartpicker.com/static/forever/images/product/53fbe1ac5daa0df87d458feae69673e3.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Orange / White,0
Mionix NASH 20,,https://cdna.pcpartpicker.com/static/forever/images/product/28cd1d9d88000e86139781629c9516de.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Philips SHB7000/BK,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Red,0
Philips SHB7000/WT,,Circumaural,Circumaural,true,Yes,Yes,Closed,Blue / White,0
Philips SHG7980,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Red,0
Plantronics GAMECOM 308,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Plantronics GAMECOM 388,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,5
Plantronics Blackwire C320-M,,https://cdna.pcpartpicker.com/static/forever/images/product/618ed80e0dc30f3f7da25300464f8234.256p.jpg,Supra-aural,true,Yes,No,Closed,Black,5
Plantronics GAMECOM COMMANDER,,Circumaural,Circumaural,true,Yes,No,Closed,Black,0
Plantronics .Audio 355,75.98,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Plantronics RIG 7.1,,https://cdna.pcpartpicker.com/static/forever/images/product/ba71438dbea16ad7cfdd5207892b62b3.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Red,0
PNY AUD-E-202-WH-A-RB,,https://cdna.pcpartpicker.com/static/forever/images/product/7ec007f55903558ec5ff1d25907840f3.256p.jpg,In Ear,false,No,No,Closed,White,0
Razer RZ04-00470100-R3U1,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black,0
ROCCAT SYVA,,Earbud,Earbud,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
ROCCAT Kave XTD Stereo,,https://cdna.pcpartpicker.com/static/forever/images/product/5697f4b3a1d3bbcec97a201d4a7174e5.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,5
ROCCAT Kave XTD Stereo Camo Charge,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Camo,0
ROCCAT Kave XTD Stereo Naval Storm,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gray,0
ROCCAT Kave XTD Stereo Desert Strike,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,0
Sennheiser CX 686G,,https://cdna.pcpartpicker.com/static/forever/images/product/759400b85b31d0db6530093125590d21.256p.jpg,Earbud,18 Hz - 20 kHz,No,No,Closed,Green,0
Sennheiser M2 AEG Ivory,,Circumaural,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Black / White,0
Sennheiser M2 OEG Ivory,,Circumaural,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Black / White,0
Sennheiser OCX 686G,,Earbud,Earbud,18 Hz - 20 kHz,No,No,Closed,Green,0
Sennheiser PMX 686G,,Earbud,Earbud,18 Hz - 20 kHz,No,No,Closed,Green,0
Sennheiser RS 165,249.99,Circumaural,Circumaural,18 Hz - 21 kHz,No,Yes,Closed,Black / Silver,0
Skullcandy S5URDY-003,,https://cdna.pcpartpicker.com/static/forever/images/product/f086d546d2b732e9bf64a787c4394248.256p.jpg,Supra-aural,false,No,No,Closed,Black,0
SteelSeries Elite World of Warcraft,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Silver,0
SteelSeries Sims 4,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,White,3
SteelSeries Elite Prism,,Circumaural,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Black / White,0
SteelSeries v3,133.3,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,0
SteelSeries Siberia RAW,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White,0
Syba SHELL210,,https://cdna.pcpartpicker.com/static/forever/images/product/a9429fc937bcacb61bd47b9c0d53c8a9.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Syba BT210,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,0
Syba PC210-I,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
TekNmotion Yapster Plus,,Circumaural,Circumaural,true,Yes,No,Closed,Black,0
Thermaltake Cronos Team DK Edition,49.12,Circumaural,Circumaural,true,Yes,No,Closed,White,0
Thermaltake SHOCK,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Thermaltake SHOCK SPIN,,Circumaural,Circumaural,15 Hz - 20 kHz,Yes,No,Closed,Black,0
Thermaltake SYBARIS,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,0
Thermaltake VERTO,,Circumaural,Circumaural,10 Hz - 22 kHz,Yes,No,Closed,Black / Red,0
Turtle Beach DP11,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Red,0
Turtle Beach Titanfall Ear Force Atlas,,https://cdna.pcpartpicker.com/static/forever/images/product/622497a39155a3a815c634128be73b05.256p.jpg,Circumaural,true,Yes,No,Closed,Black / White,0
Turtle Beach Z11,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Turtle Beach Ear Force XP Seven,,Circumaural,Circumaural,true,Yes,No,Closed,Black / White,0
Turtle Beach PX22,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Blue,4.5
Turtle Beach P4C,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Blue,0
Turtle Beach Star Wars,219.95,Circumaural,Circumaural,true,Yes,No,Closed,Black / Red,0
Turtle Beach Call of Duty: Ghosts Ear Force Spectre,,Circumaural,Circumaural,true,Yes,No,Closed,Black / White,0
Turtle Beach TBS-4256-01,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Blue,0
Turtle Beach Z60,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Red,0
Turtle Beach Recon 320,,https://cdna.pcpartpicker.com/static/forever/images/product/aa6b9fdd2ecbcc5ae9b5a7980224da8c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
V7 HS2000-35-BLK-9NC,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
V7 HS2000-35-WHT-9NC,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White,0
V7 HS6000-BT-BLK-9NC,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Silver,0
V7 HS6000-BT-WHT-9NC,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,White,0
Zalman ZM-HPS10BT,,https://cdna.pcpartpicker.com/static/forever/images/product/baa8e346529ff248ca87e20a567aa599.256p.jpg,Supra-aural,100 Hz - 20 kHz,Yes,No,Closed,Black,0
Zalman HPS200,219.96,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Klipsch Image X5,,https://cdna.pcpartpicker.com/static/forever/images/product/fd407ed88f2669ed44b8ccd7d7e59ee4.256p.jpg,Earbud,10 Hz - 19 kHz,No,No,Closed,Black / Silver,0
Klipsch R6i White,,In Ear,In Ear,false,No,No,Closed,White,0
Klipsch R6m,,https://cdna.pcpartpicker.com/static/forever/images/product/47930575a7b0825dcc9a313958579300.256p.jpg,In Ear,10 Hz - 19 kHz,Yes,No,Closed,Black / Silver,0
Klipsch R6 White,,In Ear,In Ear,false,No,No,Closed,White,0
Sennheiser CX 3.00 White,,Earbud,Earbud,false,No,No,Closed,White,0
Sennheiser CX 5.00G White,,In Ear,In Ear,true,Yes,No,Closed,White,0
Sennheiser M2 AEG Black,,Circumaural,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Black / Silver,0
Sennheiser M2 OEG Black,,Supra-aural,Supra-aural,16 Hz - 22 kHz,Yes,No,Closed,Black / Silver,0
Sennheiser URBANITE XL WIRELESS,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / White,0
Bose 625946-0010,,https://cdna.pcpartpicker.com/static/forever/images/product/5ba55af1e829a5badfb3ce59496be68e.256p.jpg,In Ear,true,Yes,No,Closed,Blue / White,0
Bose 625946-0020,,https://cdna.pcpartpicker.com/static/forever/images/product/4cb76a1b2b4fd12342d877d4246295a4.256p.jpg,In Ear,true,Yes,No,Closed,Green,0
Rosewill E-210-VL,6.99,Earbud,Earbud,10 Hz - 22 kHz,Yes,No,Closed,Silver,0
Rosewill E-210-WH,,Earbud,Earbud,10 Hz - 22 kHz,Yes,No,Closed,White,0
Rosewill E-340,,Earbud,Earbud,12 Hz - 22 kHz,No,No,Closed,Black,0
Rosewill E-360-BKR,,Earbud,Earbud,10 Hz - 22 kHz,No,No,Closed,Black / Red,0
Rosewill E-360-BLE,,Earbud,Earbud,10 Hz - 22 kHz,No,No,Closed,Blue,0
Rosewill E-550,,In Ear,In Ear,12 Hz - 22 kHz,No,No,Closed,Gunmetal,0
Rosewill E-860,,Earbud,Earbud,12 Hz - 22 kHz,No,No,Closed,Black / Silver,0
PDP AFTERGLOW PRISMATIC,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black,3.5
TAKSTAR HI-2050,,Circumaural,Circumaural,15 Hz - 25 kHz,No,No,Open,Black / Silver,4.5
JayBird BlueBuds X Sport,,https://cdna.pcpartpicker.com/static/forever/images/product/56751435cc3ca19d13d8673eb47ee006.256p.jpg,In Ear,20 Hz - 20 kHz,No,Yes,Closed,Black / Silver,0
Corsair VOID Stereo,,https://cdna.pcpartpicker.com/static/forever/images/product/98a2d50ebcdf2838e173978ec95ab378.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,5
Corsair VOID Special Edition Yellowjacket,,https://cdna.pcpartpicker.com/static/forever/images/product/370a8825061a30333639ebb4f9810361.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Yellow,4.5
Asus STRIX DSP,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,0
Audio-Technica ATH-AG1,,Circumaural,Circumaural,5 Hz - 35 kHz,Yes,No,Closed,Black / Gold,0
Audio-Technica ATH-PG1,,https://cdna.pcpartpicker.com/static/forever/images/product/01920ba2208447aee4e7ecb217865186.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gold,0
Corsair Gaming H2100,,https://cdna.pcpartpicker.com/static/forever/images/product/5dd0c6c37ad9cbdd269cf74f77eefdd7.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Yellow,5
Creative Labs EVO Zx,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,0
Creative Labs DRACO HS880,,https://cdna.pcpartpicker.com/static/forever/images/product/5535e04fbd0702e570ff683ebc8dd795.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
CTA Digital US-UGH,,https://cdna.pcpartpicker.com/static/forever/images/product/d7d537b1c299620dc19905c37bfcebf6.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Cyber Acoustics AC-8001,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Cyber Acoustics AC-8003,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Genius Junceus HS-G650,,https://cdna.pcpartpicker.com/static/forever/images/product/e1dbe86104804cedac344dc005ca109b.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Logitech G633 Artemis Spectrum,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,4
Mad Catz F.R.E.Q.9,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Red,0
Mad Catz F.R.E.Q.TE,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Blue,0
Panasonic RP-DJS150M-K,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black,0
Panasonic RP-DJS150M-W,31.98,Supra-aural,Supra-aural,true,Yes,No,Closed,White,0
Plantronics 202239-01,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black / Silver,0
Plantronics GAMECOM 818,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Orange,0
Plantronics 89918-79,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black,0
Plantronics .AUDIO 646 DSP,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black / Blue,0
ROCCAT ANALOG,,https://cdna.pcpartpicker.com/static/forever/images/product/b697d973e9a73aeff45ab0c5c393c176.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,5
Sennheiser M2 AEi Ivory,,Circumaural,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Brown,0
Sennheiser M2 OEi Ivory,,Circumaural,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Brown,0
Sony 3000398,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black / Blue,0
SteelSeries Siberia v2 DOTA 2,,Circumaural,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black / Red,3
SteelSeries Siberia X300,,Circumaural,Circumaural,true,Yes,No,Open,Black,0
SteelSeries Siberia P300,,Circumaural,Circumaural,true,Yes,No,Open,Black,0
SteelSeries Siberia P100,,https://cdna.pcpartpicker.com/static/forever/images/product/3a0d8ad92b18ae0933a8b3a61730380a.256p.jpg,Circumaural,true,Yes,No,Closed,Black,2
Thermaltake SHOCK 3D 7.1,49.99,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,5
Turtle Beach TBS232001,,https://cdna.pcpartpicker.com/static/forever/images/product/53b6cc9c47248ec3a7ce3a9a8ca1a4c9.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Semi-open,Black / Green,0
Turtle Beach STEALTH 450,,https://cdna.pcpartpicker.com/static/forever/images/product/ab1e3e6be5ddecdaf7a6bd9724f805f6.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Red,3.5
Bose AE2,,Circumaural,Circumaural,false,No,No,Closed,Black / Silver,0
Feenix Aria,,https://cdna.pcpartpicker.com/static/forever/images/product/fbab5865a95074abf627289c91feec7b.256p.jpg,Circumaural,false,Yes,No,Closed,Brown / Black,0
A4Tech G500,,https://cdna.pcpartpicker.com/static/forever/images/product/68af1733d0685f2ea91f50bd2787a18d.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Creative Labs H5,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Creative Labs H3,,https://cdna.pcpartpicker.com/static/forever/images/product/d717cca3c6304d88aec0e84acbeb43a4.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Creative Labs P5,,https://cdna.pcpartpicker.com/static/forever/images/product/68a3681fed372bdf8bedfde81ba78b22.256p.jpg,Earbud,true,Yes,No,Closed,Black / Red,0
G.Skill RIPJAWS SR910,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
G.Skill RIPJAWS SV710,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
IOGEAR GHG700,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,0
Kensington k33323ww,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black,0
HP Cloud Freestyle,,Circumaural,Circumaural,15 Hz - 25 kHz,Yes,No,Closed,Black / White,0
HP Cloud II,,Circumaural,Circumaural,15 Hz - 25 kHz,Yes,No,Closed,Black / Red,3
Patriot V360,13.99,Circumaural,Circumaural,true,Yes,No,Closed,Black / Red,4
Plantronics RIG 500E,,https://cdna.pcpartpicker.com/static/forever/images/product/7efd2d8ce37e38973c83c5f838a9113e.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Plantronics RIG 500HD,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,4.5
ROCCAT ALUMA,,Earbud,Earbud,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
SteelSeries Siberia 650,,https://cdna.pcpartpicker.com/static/forever/images/product/5318e9ef7cc25468183adf04a8223137.256p.jpg,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Black / Orange,0
SteelSeries Siberia X800,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Orange,0
SteelSeries Siberia 150,,https://cdna.pcpartpicker.com/static/forever/images/product/61c9099bcc47e39805eba67e14b89fbc.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Orange,4
SteelSeries Siberia 200,55,https://cdna.pcpartpicker.com/static/forever/images/product/cbb3d52a6419d15695be468f1643f451.256p.jpg,Circumaural,10 Hz - 28 kHz,Yes,No,Closed,White / Black,0
SteelSeries Siberia 800,,https://cdna.pcpartpicker.com/static/forever/images/product/4f558449f7d8dfbeb0172f159727fd4a.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Orange,4
Thermaltake CRONOS AD,,Circumaural,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Black / Red,0
Koss UR55,,Circumaural,Circumaural,18 Hz - 22 kHz,No,No,Open,Brown / Black,0
JVC HA-RX300,,Circumaural,Circumaural,12 Hz - 22 kHz,No,No,Closed,Black,0
Sentey GS-4731,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Open,Black / White,4
Polk Striker P1,59,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-MSR7GM,,Circumaural,Circumaural,5 Hz - 40 kHz,Yes,No,Closed,Brown,0
Pioneer SE-A1000,,Circumaural,Circumaural,10 Hz - 30 kHz,No,No,Closed,Black / Silver,0
Naztech i9BT,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Silver,0
Philips Fidelio L2,,Circumaural,Circumaural,true,Yes,No,Open,Black / Red,0
Status Audio CB-1,,Circumaural,Circumaural,15 Hz - 30 kHz,No,No,Closed,Black / Gold,5
Status Audio OB-1,,Circumaural,Circumaural,15 Hz - 30 kHz,No,No,Open,Black / Red,5
Plantronics BackBeat PRO,,https://cdna.pcpartpicker.com/static/forever/images/product/431726e3679aebb08c4d5ac205de075f.256p.jpg,Circumaural,true,Yes,Yes,Closed,Black,0
Smartaudios E1,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Brown / Black,4
Logitech G231 PRODIGY,,https://cdna.pcpartpicker.com/static/forever/images/product/72b4645b71ff7e7b7d3b2b07df6ce6e0.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,3.5
SteelSeries Siberia 840,,https://cdna.pcpartpicker.com/static/forever/images/product/a67a3f2ab7d4ad75350a23a731e36660.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,4
Sades SA-708,24.47,Circumaural,Circumaural,true,Yes,No,Closed,Black / Green,0
Sennheiser HD 579,,Circumaural,Circumaural,15 Hz - 28 kHz,No,No,Open,Gray,4
Audio-Technica ATH-IM01,241.47,In Ear,In Ear,20 Hz - 15 kHz,No,No,Closed,Transparent,0
Audio-Technica ATH-IM02,,In Ear,In Ear,20 Hz - 16 kHz,No,No,Closed,Transparent,0
Audio-Technica ATH-IM03,,In Ear,In Ear,18 Hz - 18 kHz,No,No,Closed,Transparent,0
Audio-Technica ATH-IM04,,In Ear,In Ear,15 Hz - 20 kHz,No,No,Closed,Black,0
Audio-Technica ATH-IM50,,In Ear,In Ear,5 Hz - 25 kHz,No,No,Closed,White / Black,0
Audio-Technica ATH-IM70,,https://cdna.pcpartpicker.com/static/forever/images/product/1705b77fdde9f1814e9bdeb938f40aea.256p.jpg,In Ear,5 Hz - 26 kHz,No,No,Closed,Red / Black,0
NOX Krom Kyus,,Circumaural,Circumaural,16 Hz - 20 kHz,Yes,No,Closed,Black / Orange,0
Philips SHL3095BK/94,,Supra-aural,Supra-aural,10 Hz - 22 kHz,Yes,No,Closed,Black,0
Fostex TH-900,,https://cdna.pcpartpicker.com/static/forever/images/product/47c59698a634a1171cb4d634eb877c95.256p.jpg,Circumaural,5 Hz - 45 kHz,No,No,Closed,Red / Black,0
