web_scraper_order,web_scraper_start_url,pagination,name,price,image
"1784224111-1","https://www.scan.co.uk/shop/computer-hardware/racing-seats/all","","Next Level Racing GT-Lite Foldable Racing Seat, Lightweight, Adjustable, Compatible with Fanatec/Thrustmaster","£249.99",""
